"year","n","n.var","b","b.var"
1970,0.0888385967294657,0.000902933353999135,0.0816498911285013,0.00056809755669096
1971,0.144997479390968,0.00479842995922396,0.123653361848417,0.00173168314989051
1972,0.0574440235786076,0.0015048867458195,0.0863825067333583,0.00265326372957042
1973,0.069970880384901,0.00235742121407827,0.0457688675278206,0.000632683469193693
1974,0.70453949510726,0.086432488752062,0.17270898449611,0.00546788726387588
1975,0.256378549307391,0.0169691275925735,0.0782187171108323,0.00138502110611288
1976,0.0754669131638792,0.00142462325694152,0.0439396563976832,0.000963797991760306
1977,0.0482445961680041,0.000170315396897707,0.0671607354528969,0.000767998359626745
1978,0.0429887861964421,0.000294769561386836,0.0686882698994212,0.00084652771051266
1979,0.0976039060491481,0.00213701843947668,0.0997705749366157,0.00252646985051545
1980,0.016851961455195,0.000157178618770096,0.0392948759504443,0.000910032277996518
1981,0.00670182194506627,2.32369267375357e-05,0.021581743239882,0.000248994559543514
1982,0.0119701169029599,0.000143279046602387,0,0
1983,0.0381259966789469,0.000477953154643318,0.0190787545093947,0.000262986777858849
1984,0.0420082005359707,0.000434573142355011,0.00377102404461145,1.42197979611336e-05
1985,0.0441336049830069,0.000539879842406159,0.0197346614833173,0.00012397035895438
1986,0.0577432404045724,0.000935907058349422,0.0207801320880127,0.000208186893497013
1987,0.106581934620666,0.00203678144839008,0.0558347314581413,0.000705359061912026
1988,0.0707956344214213,0.00130096063697254,0.0380175805131774,0.000301766149355639
1989,0.0279417986214313,0.000278700362679524,0.0178321535981677,0.000165590801419576
1990,0.0531439378284658,0.000882456792104726,0.0260201648264116,0.000257322968923815
1991,0.345683553837463,0.0320504403528187,0.196330163646247,0.0085738653171484
1992,0.0752876955045067,0.00054348571354287,0.0573373781520568,0.000855105614771491
1993,0.671144781726417,0.095568432396106,0.265191137506294,0.00840683091493597
1994,0.72859160072241,0.242590556454737,0.159754767475523,0.00288895402013817
1995,0.563446738535735,0.0205763648442202,0.260586227645092,0.00401722945224236
1996,2.17667108851336,0.855181016448541,0.565695287231293,0.054839587752421
1997,1.2225184670538,0.104758269192276,0.518917021813277,0.0224809950944074
1998,0.860757918760948,0.0540653109052069,0.372237503009012,0.00853785382870907
1999,2.0662576792009,0.295587923610863,1.45326861844783,0.182759931968204
2000,3.5189421939453,0.90213275907165,1.62744581769599,0.194379090867601
2001,1.59753151703271,0.147661253170121,0.916087863767178,0.0565269527528881
2002,3.09567956137221,0.828655395051447,1.62299952058388,0.0964806825722652
2003,2.52435046370915,0.880100528305225,0.755834428594336,0.0370911229160636
2004,1.42906736371843,0.0740081959653705,0.805256710169533,0.0282904911298067
2005,4.88355841357964,3.2709345450456,2.01453844570705,0.731621002342116
2006,3.64389189054375,1.22855073378628,1.82361073769437,0.437136512582788
2007,2.74591361518869,0.853812621955367,1.03542502304058,0.0995209768413466
2008,7.74047506124813,5.17436848263898,4.04249423343611,1.22009674339714
2009,2.64401798303986,0.340720558156744,1.41722277151067,0.0874761369932768
2010,1.85331762476452,0.198442166853191,1.35592961284259,0.130693887208523
2011,2.1146009848842,0.369485732990839,1.09304413143571,0.0805211733749668
2012,1.79113341211043,0.708187830824995,1.35299966240623,0.436375728193506
2013,1.33015620239362,0.247364916658933,0.8458631658645,0.0876981341291027
2014,1.40344741867831,0.207404636030542,0.592676073527408,0.028230426019199
2015,1.15906736130997,0.0981120542253172,0.549541644681247,0.024132799041322
2016,1.53074045579056,0.282852655073329,0.723408010422185,0.0410666486512585
2017,0.582732359534605,0.0519770781457628,0.370495411411684,0.0185131035138613
2018,0,0,0,0
2019,1.07220461137056,0.0976209768741877,0.504386254809044,0.0231185668486523
2020,0.911801165450329,0.0599197947333927,0.351960781483981,0.00978654413423941
