"lengths","lf.1970","lf.1977","lf.1984","lf.1991","lf.1998","lf.2005"
4,0.0072463768115942,0.000894454382826476,0,0.000946969696969697,0.00864909390444811,0.00900900900900901
7,0.0579710144927536,0.0697674418604651,0.0601469237832874,0.0631313131313131,0.0774299835255354,0.0514800514800515
10,0.416666666666667,0.519677996422182,0.482552800734619,0.401515151515151,0.417627677100494,0.425997425997426
13,0.445652173913043,0.350626118067979,0.421028466483012,0.462121212121212,0.428747940691928,0.443371943371943
16,0.0507246376811594,0.0330948121645796,0.0358126721763085,0.0716540404040404,0.0663097199341021,0.0688545688545689
19,0.0108695652173913,0.0035778175313059,0.000459136822773186,0.000315656565656566,0.00123558484349259,0.00128700128700129
22,0.0108695652173913,0.0035778175313059,0,0,0,0
25,0,0.00894454382826476,0,0.000315656565656566,0,0
28,0,0.00626118067978533,0,0,0,0
31,0,0.00178890876565295,0,0,0,0
34,0,0,0,0,0,0
37,0,0.00178890876565295,0,0,0,0
