"year","area.occupied","D75","D95","Gini"
"1970",2.16764285714286,0.655,3.572,0.932995659151179
"1971",0.844,0.417,1.001,0.973264793370818
"1972",1.17980952380952,1.018,3.14,0.94287381573917
"1973",1.62508333333333,0.417,2.876,0.950117362208092
"1974",2.32841666666667,1.503,4.033,0.935344718269118
"1975",1.9245,1.626,3.918,0.908638137490981
"1976",1.41708333333333,1.875,2.292,0.915189637122047
"1977",1.8555,1.649,2.233,0.935277869281146
"1978",0.232666666666667,0.955,0.955,0.9616006996457
"1980",1.45593333333333,1.503,3.886,0.914719777699969
"1981",1.03471428571429,0.955,3.077,0.917560750366939
"1982",0.824559523809524,0.955,3.077,0.920105328352566
"1983",1.67966666666667,0.584,1.001,0.96261609615027
"1984",1.92558333333333,1.539,4.069,0.929162755815561
"1985",2.10370238095238,0.417,4.095,0.944827625540462
"1986",1.16958333333333,1.185,1.602,0.946621218893668
"1987",2.67684523809524,2.292,5.67,0.909360052117387
"1988",1.07094047619048,1.626,3.501,0.911091636930292
"1989",1.61766666666667,0.417,3.334,0.955915260071639
"1990",4.53313888888889,4.581,6.95,0.842131664663823
"1991",4.84884761904762,4.403,7.814,0.88276714792581
"1992",1.893625,1.001,2.876,0.945333321607241
"1993",2.3725376984127,3.494,6.486,0.873019585478036
"1994",3.14989404761905,0.417,2.539,0.937479598409783
"1995",3.62038214285714,1.602,4.444,0.93073891354105
"1996",3.47121666666667,1.001,4.444,0.941462897777646
"1997",3.9793956959707,1.072,3.778,0.938530478396573
"1998",2.74233333333333,1.001,3.531,0.944491106784286
"1999",2.56742651515151,3.874,7.181,0.854771315321885
"2000",4.92812564935065,1.001,7.285,0.921401667244628
"2001",3.035925,1.154,4.214,0.926484958333246
"2002",4.5303538961039,4.132,8.783,0.842110557895011
"2003",3.67720151515152,2.292,5.065,0.919370316435391
"2004",2.69496547619048,0.417,2.947,0.948231194790597
"2005",2.36098611111111,3.107,6.383,0.859209205284279
"2006",2.542775,1.673,5.812,0.927745810159316
"2007",3.56783333333333,2.53,4.047,0.905564536725363
"2008",3.87343333333333,2.459,4.346,0.909744777376227
"2009",2.64771666666667,1.656,3.506,0.930573385163723
"2010",3.80130833333333,2.583,5.714,0.896114909633035
"2011",5.19825952380952,5.853,11.047,0.819267449299114
"2012",4.2924,2.917,4.519,0.878562642738003
"2013",2.90048051948052,3.289,6.349,0.881417330285405
"2014",3.47737575757576,4.164,6.55,0.850597505685669
"2015",3.74376904761905,2.869,6,0.885207352193419
"2016",3.60166904761905,1.705,5.396,0.922296346993058
"2017",4.1284880952381,2.459,7.601,0.87006274701605
"2018",3.77166666666667,4.108,6.584,0.735085081563618
"2019",2.9191753968254,2.979,6.401,0.862514758702413
"2020",4.55857857142857,2.189,7.418,0.901657907095571
