"lengths","lf.1970","lf.1977","lf.1984","lf.1991","lf.1998","lf.2005"
4,0,0.00075642965204236,0,0,0,0.000662251655629139
7,0.000893655049151028,0.00075642965204236,0,0.00501432664756447,0.00111856823266219,0
10,0,0.00302571860816944,0.0349206349206349,0.0236389684813754,0.00447427293064877,0.00397350993377483
13,0,0.00832072617246596,0.00317460317460317,0.0164756446991404,0.00447427293064877,0.0162251655629139
16,0.00178731009830206,0.00605143721633888,0.00952380952380952,0.00859598853868195,0.00223713646532438,0.0158940397350993
19,0,0.010590015128593,0.0238095238095238,0.0121776504297994,0.0100671140939597,0.0205298013245033
22,0.00268096514745308,0.0075642965204236,0.019047619047619,0.0293696275071633,0.0206935123042506,0.0251655629139073
25,0.00804289544235925,0.0136157337367625,0.0253968253968254,0.0522922636103152,0.029082774049217,0.0324503311258278
28,0.0205540661304736,0.0302571860816944,0.046031746031746,0.111031518624642,0.0497762863534676,0.0688741721854305
31,0.0303842716711349,0.037821482602118,0.0444444444444444,0.139684813753582,0.118008948545861,0.141059602649007
34,0.0446827524575514,0.048411497730711,0.0761904761904762,0.139684813753582,0.200782997762864,0.235430463576159
37,0.0732797140303843,0.0718608169440242,0.0920634920634921,0.138968481375358,0.182885906040268,0.213245033112583
40,0.0848972296693476,0.0733736762481089,0.0714285714285714,0.107449856733524,0.166107382550336,0.130794701986755
43,0.0920464700625559,0.0794251134644478,0.103174603174603,0.080945558739255,0.129753914988814,0.0602649006622517
46,0.119749776586238,0.0968229954614221,0.138095238095238,0.0515759312320917,0.0548098434004474,0.0264900662251656
49,0.13047363717605,0.124810892586989,0.0904761904761905,0.0293696275071633,0.0184563758389262,0.00794701986754967
52,0.170688114387846,0.139939485627837,0.0920634920634921,0.0214899713467049,0.00447427293064877,0.000993377483443709
55,0.125111706881144,0.130862329803328,0.0761904761904762,0.0207736389684814,0.00167785234899329,0
58,0.0670241286863271,0.0885022692889561,0.0428571428571429,0.00859598853868195,0.00111856823266219,0
61,0.0232350312779267,0.0234493192133132,0.00793650793650794,0.00143266475644699,0,0
64,0.00446827524575514,0.00226928895612708,0.00317460317460317,0.00143266475644699,0,0
67,0,0.00151285930408472,0,0,0,0
