"year","area.occupied","D75","D95","Gini"
"1970",2.1981,2.438,3.042,0.935222917032269
"1971",1.8045,1.415,1.9,0.943483109569228
"1972",0.4875,0.259,0.983,0.976295107269519
"1973",1.86816666666667,1.415,2.252,0.9421346218621
"1974",1.956,1.328,2.977,0.955118387354107
"1975",2.76643333333333,2.867,4.494,0.901483084094279
"1976",1.25166666666667,0.924,1.415,0.950988477774984
"1977",0.717666666666667,0.924,1.269,0.950152592970547
"1978",4.0265,2.839,6.526,0.877649036868929
"1979",1.75416666666667,0.95,2.751,0.954398930534214
"1980",1.52633333333333,0.75,2.206,0.967418201067157
"1981",1.61458333333333,0.491,1.947,0.964114924074433
"1982",1.94016666666667,1.256,2.525,0.95467307513451
"1983",2.237,0.983,2.538,0.951464429459105
"1984",3.35433333333333,1.641,2.665,0.939597307702261
"1985",4.33126666666667,1.76,3.56,0.93454003584899
"1986",3.552,1.947,2.989,0.932049350305049
"1987",2.0637,1.415,2.173,0.950610360397608
"1988",2.591,1.409,3.137,0.948376157847509
"1989",3.77083333333333,1.383,3.028,0.938171832880492
"1990",1.62816666666667,1.682,2.406,0.938598232688346
"1991",1.98266666666667,0.233,1.383,0.969899130058797
"1992",1.94233333333333,1.269,2.423,0.946444846997559
"1993",1.3505,0.491,1.415,0.973046182352721
"1994",1.829,0.924,1.415,0.95255055574845
"1995",3.31002380952381,1.674,2.665,0.937711495016529
"1996",2.43166666666667,0.491,2.69,0.95974400873934
"1997",3.61616666666667,0.491,1.648,0.961324049735886
"1998",3.66383333333333,1.415,2.054,0.953852790303346
"1999",4.81408333333333,1.071,3.248,0.928276595276022
"2000",4.08775,1.645,3.799,0.918820462795851
"2001",2.5976,0.532,1.689,0.961184886658636
"2002",4.1845,1.641,1.874,0.941548834959659
"2003",2.941,0.724,1.874,0.96286774288091
"2004",3.27275,1.675,4.081,0.924830437088753
"2005",3.277,1.415,2.252,0.953435556645478
"2006",3.49516666666667,1.415,2.916,0.955429861823207
"2007",4.193,1.415,2.439,0.935799856336377
"2008",3.15783333333333,0.717,3.215,0.952789475353256
"2009",3.39806666666667,1.15,2.32,0.944611748400399
"2010",2.3235,1.023,2.173,0.952619446541037
"2011",2.91675,0.924,1.9,0.947028268632684
"2012",4.16561111111111,1.648,2.133,0.939313574437687
"2013",2.58108333333333,0.491,2.783,0.947992212763324
"2014",2.311,1.415,2.716,0.936359602059087
"2015",1.99825,1.282,2.551,0.954052751540165
"2016",2.31858333333333,1.641,1.986,0.94412091393904
"2017",1.57641666666667,0.491,1.947,0.954546753970802
"2019",2.2343,1.415,4.257,0.929851149115313
"2020",1.7615,0.924,1.415,0.952123977033643
