"year","area.occupied","D75","D95","Gini"
"1970",0.772619047619047,2.122,2.122,0.910019912907906
"1971",0.4005,0.499,0.499,0.97519878317685
"1973",1.5245,1.875,4.258,0.894936497244829
"1974",1.587,2.116,2.116,0.91541413495363
"1977",0.228333333333333,0.226,0.226,0.986722726908029
"1978",0.787,3.148,3.148,0.874160537256156
"1979",8.37796666666667,9.946,14.918,0.711775504161587
"1980",6.99113333333333,3.036,8.567,0.835819575394641
"1981",11.4402023809524,8.651,17.164,0.688622567779854
"1982",14.4391666666667,8.617,13.66,0.734054749872146
"1983",12.3939166666667,8.044,13.428,0.719500579764084
"1984",16.0511952380952,6.394,19.431,0.751401258276529
"1985",8.43040952380952,6.065,13.832,0.774194915448149
"1986",14.3290904761905,8.651,18.336,0.716756326963847
"1987",13.544244047619,8.317,21.981,0.71315571584558
"1988",9.77728333333333,9.027,17.909,0.691816333191836
"1989",12.2039107142857,11.282,19.334,0.654666133124443
"1990",6.30649444444444,10.753,17.528,0.687538899651717
"1991",5.32449444444444,6.223,11.374,0.777795597652115
"1992",8.1032119047619,7.259,17.289,0.7280091168044
"1993",9.55985714285714,10.438,14.41,0.698692087644716
"1994",13.1810107142857,11.46,15.685,0.679698772687472
"1995",17.3028416666667,10.181,18.706,0.654776304856046
"1996",19.7926107142857,8.444,21.284,0.713439889721537
"1997",17.6409730769231,9.983,20.393,0.680601877352295
"1998",16.0424432539683,13.169,24.807,0.656767774147379
"1999",17.353094047619,11.838,19.416,0.654601570705172
"2000",16.3061995670996,11.262,16.711,0.687659454666754
"2001",19.3256285714286,11.12,19.1,0.688509582667829
"2002",18.153245995671,11.698,19.199,0.667032034530786
"2003",14.9674995670996,9.6,19.735,0.680579542932276
"2004",14.8651511904762,14.265,21.965,0.571909874587812
"2005",13.3752027777778,9.558,18.879,0.664855703044572
"2006",13.1518876623377,9.776,17.771,0.735148462184802
"2007",16.3687523809524,12.407,20.916,0.636662451573508
"2008",15.319725,9.131,18.061,0.703874931891881
"2009",17.9187011904762,7.767,21.539,0.726967693222116
"2010",16.9554,12.742,26.751,0.641831666792548
"2011",18.4327380952381,13.108,26.465,0.564913368709637
"2012",14.0026880952381,9.974,17.077,0.700271704079765
"2013",19.3313027056277,13.502,19.946,0.591434828242087
"2014",20.2286391774892,17.952,25.975,0.5338987247613
"2015",21.1663531746032,14.282,24.681,0.622371638007678
"2016",21.7748626984127,9.348,22.613,0.663993526211777
"2017",20.4687761904762,14.418,23.936,0.57947765678674
"2018",16.8736547619048,7.353,17.018,0.463460686737081
"2019",22.1459611111111,15.031,23.955,0.58762014879831
"2020",23.567930952381,16.09,23.998,0.55487049189998
