"year","area.occupied","D75","D95","Gini"
"1970",21.8265595238095,3.418,15.051,0.806589461579675
"1971",18.5433666666667,7.414,18.038,0.747087027615646
"1972",19.80415,7.077,18.577,0.717649384061968
"1973",26.808,6.697,20.202,0.740109215960578
"1974",26.8218595238095,9.681,19.174,0.741237704192939
"1975",18.9506,2.264,13.527,0.827924581375493
"1976",22.1843,12.15,23.795,0.653753847148427
"1977",24.3517166666667,10.929,25.659,0.669722654335267
"1978",25.0927285714286,14.26,25.614,0.584525136441088
"1979",23.10635,10.349,25.666,0.627520541915009
"1980",20.5502666666667,13.11,21.928,0.627384311215759
"1981",22.70985,6.49,21.555,0.7535413688599
"1982",22.7996833333333,10.756,20.616,0.709786930116536
"1983",20.6301833333333,4.233,15.782,0.807943489674319
"1984",27.4388095238095,8.258,21.378,0.708537568734265
"1985",23.7953,3.342,18.811,0.825630814314546
"1986",26.6692095238095,11.139,19.429,0.675384759652586
"1987",23.5989071428571,11.653,24.516,0.643188127454193
"1988",20.5627976190476,10.632,18.328,0.709349892936107
"1989",22.0183261904762,10.807,23.596,0.665673488894989
"1990",21.513125,7.568,22.335,0.735140563776863
"1991",17.2801341269841,5.452,14.605,0.778440212375107
"1992",18.0410023809524,2.264,12.369,0.845750514736504
"1993",20.3937273809524,10.578,18.021,0.676359579394258
"1994",20.6652773809524,9.242,21.973,0.681132557204537
"1995",18.8041142857143,6.562,22.723,0.71608955224982
"1996",21.4072083333333,6.347,20.306,0.761925843421914
"1997",16.7575724358974,5.11,14.888,0.831082313093228
"1998",20.4243103174603,9.309,19.318,0.717586780981817
"1999",22.9871023809524,15.488,23.305,0.582374428427571
"2000",26.1470122655123,11.549,21.777,0.634286611855787
"2001",21.1457083333333,3.188,14.587,0.809177906982141
"2002",21.4815531385281,10.56,21.609,0.683036245459399
"2003",17.7035777777778,7.267,17.089,0.775510982409019
"2004",15.4782777777778,11.113,18.952,0.730191143015923
"2005",18.5516071428571,5.457,17.169,0.785263727286791
"2006",20.7187305194805,9.421,19.176,0.718524028218162
"2007",19.075519047619,8.298,20.365,0.716215615943088
"2008",21.1801083333333,6.308,18.781,0.766074292490586
"2009",22.0408226190476,9.577,18.248,0.706899841940609
"2010",20.5136586580087,12.531,19.991,0.69081569238954
"2011",21.9726905372405,12.14,25.912,0.634119229076841
"2012",18.1072079365079,13.446,24.254,0.616517426201879
"2013",16.9718166666667,6.772,22.231,0.728997399884748
"2014",18.7409368686869,11.55,20.755,0.644713841632568
"2015",23.5144817460317,16.086,24.913,0.574129033341372
"2016",22.6386952380952,7.201,19.305,0.764574990437002
"2017",18.5028857142857,12.217,26.045,0.642858259843481
"2018",10.8401547619048,6.244,9.438,0.571602096038022
"2019",16.3788857142857,9.331,21.892,0.690776438518926
"2020",18.659730952381,11.154,24.729,0.631279521143157
