"lengths","lf.1970","lf.1977","lf.1984","lf.1991","lf.1998","lf.2005"
4,0,0,3.92803833765418e-05,5.19372597901735e-05,4.29074058182442e-05,0.000168180289270098
7,5.08646998982706e-05,0,0.000942729201037002,0.00150618053391503,0.00133012958036557,0.00282542885973764
10,0.000305188199389624,0.000158925662521356,0.00247466415272213,0.00701153007167342,0.00703681455419205,0.00733266061217625
13,0.00198372329603255,0.00135086813143152,0.00329955220362951,0.0169834839513867,0.0169055178923882,0.0173898419105281
16,0.00885045778229908,0.00222495927529898,0.0110377877288082,0.0286693674041758,0.0272462026945851,0.0324587958291288
19,0.0292472024415056,0.00727084906035202,0.0306386990337026,0.0728679754856134,0.0652621642495495,0.101614530776993
22,0.0531536113936928,0.0265803170566967,0.0750255322491948,0.155240469512828,0.183472067278812,0.196838210561722
25,0.115259409969481,0.0670268981683817,0.195537748448425,0.267684636958554,0.263708916158929,0.244332324251598
28,0.203001017293998,0.175175811514164,0.273941393668002,0.236210657525709,0.214665751308676,0.166431214261689
31,0.21734486266531,0.28256982796297,0.193377327362715,0.136231432429625,0.133313309877285,0.125462495795493
34,0.193133265513733,0.243672772060869,0.118705318563909,0.058377480004155,0.0591693126233588,0.0731584258324924
37,0.11236012207528,0.129166832214232,0.0623379684185718,0.0157369897164226,0.0215824251265768,0.0246552304069963
40,0.0459308240081384,0.047479041678255,0.0229790242752769,0.00285654928845954,0.00514888869818931,0.00645812310797175
43,0.0138351983723296,0.0142635782112917,0.00734543169141331,0.000363560818531214,0.00107268514545611,0.000807265388496468
46,0.00361139369277721,0.00254281060034169,0.00200329955220363,0.000207749039160694,4.29074058182442e-05,6.7272115708039e-05
49,0.00142421159715158,0.000317851325042711,0.000314243067012334,0,0,0
52,0.000356052899287894,0.000158925662521356,0,0,0,0
55,0.000152594099694812,3.97314156303389e-05,0,0,0,0
