"year","area.occupied","D75","D95","Gini"
"1970",12.95,4.73,9.643,0.847497810870747
"1971",9.53325,1.875,5.419,0.887313477220403
"1972",9.02833333333333,2.681,7.735,0.856362797981005
"1973",7.21466666666667,3.35,4.932,0.881677781661672
"1974",8.125,2.264,4.263,0.872745610447317
"1975",6.83233333333333,2.668,5.882,0.873758030588502
"1976",4.857,1.999,5.349,0.89755693005192
"1977",6.87358333333333,1.875,2.876,0.911985170269561
"1978",5.59573333333333,6.159,11.348,0.783252456832847
"1979",7.8485,4.139,7.009,0.846783400498189
"1980",10.3510333333333,0.655,0.655,0.95657968825234
"1981",10.1079404761905,1.875,6.314,0.888443375358655
"1982",9.67775,0.687,3.423,0.939415623687002
"1983",14.93725,2.237,8.515,0.897839667374234
"1984",20.7728333333333,7.062,16.128,0.75379958547112
"1985",24.7322333333333,5.042,13.077,0.801356605753353
"1986",24.8313666666667,6.236,15.215,0.746000849241333
"1987",17.8318333333333,4.766,9.782,0.830686137515817
"1988",16.1198452380952,1.582,9.249,0.884691595976152
"1989",19.9087345238095,3.14,11.194,0.854626790456754
"1990",12.1511416666667,4.139,6.641,0.834790679833385
"1991",13.4926777777778,5.852,8.257,0.804706321997961
"1992",14.5973333333333,3.921,9.219,0.826085682698651
"1993",17.9702833333333,4.697,8.543,0.815627898887883
"1994",16.837725,2.821,9.039,0.853800270532939
"1995",14.8045380952381,5.076,9.58,0.819779921635593
"1996",14.3082166666667,2.264,2.264,0.903165668253883
"1997",14.38735,1.478,4.853,0.907437194759866
"1998",12.6674444444444,0.533,4.489,0.933215643375499
"1999",16.0173773809524,5.359,10.893,0.819869754942662
"2000",14.5440757936508,3.846,5.483,0.860925675875702
"2001",9.95591071428571,1.551,5.619,0.916087820612583
"2002",13.9473107142857,3.06,5.806,0.859739135139113
"2003",8.98538333333333,4.38,8.494,0.819644231522308
"2004",7.7119880952381,2.166,3.939,0.917921814194223
"2005",10.8932277777778,2.264,3.846,0.867708852460714
"2006",11.9194083333333,3.846,8.446,0.822502237308766
"2007",9.20809523809524,1.478,4.814,0.91134983213739
"2008",9.54875,2.668,5.349,0.873971359411575
"2009",8.56370833333333,3.846,6.171,0.851402816427109
"2010",5.03015833333333,1.582,7.296,0.880979520905703
"2011",6.82858571428571,1.582,3.887,0.914825333325525
"2012",5.0232,1.582,4.932,0.884939922706376
"2013",9.60344166666667,2.264,3.35,0.893880786449008
"2014",13.4528333333333,3.846,8.062,0.843530772817235
"2015",10.4584428571429,3.742,8.109,0.853743729355135
"2016",17.9815944444444,7.33,11.081,0.777956612704293
"2017",13.3882928571429,4.974,9.474,0.82677166080113
"2018",11.2276333333333,2.264,6.763,0.721698393667918
"2019",16.1706452380952,7.065,13.333,0.766681776456592
"2020",11.7888880952381,5.324,9.687,0.826136499006173
