"lengths","lf.1970","lf.1977","lf.1984","lf.1991","lf.1998","lf.2005"
4,0,0,0,0,0,0
7,0,0,0,0,0,0.000496770988574267
10,0,0,0.0021551724137931,0.00120772946859903,0.00292611558156547,0.0014903129657228
13,0,0,0.0021551724137931,0.0205314009661836,0.0490124359912217,0.0437158469945355
16,0,0.00478468899521531,0.00646551724137931,0.0108695652173913,0.0285296269202634,0.0317933432687531
19,0,0,0.00646551724137931,0.0193236714975845,0.0263350402340892,0.0357675111773472
22,0,0.00239234449760766,0.0129310344827586,0.036231884057971,0.0841258229700073,0.0839542970690512
25,0.0130718954248366,0.00717703349282297,0.021551724137931,0.03743961352657,0.0870519385515728,0.0720317933432688
28,0.0261437908496732,0.0167464114832536,0.0538793103448276,0.0446859903381642,0.105340160936357,0.119225037257824
31,0.0130718954248366,0.0263157894736842,0.0517241379310345,0.0591787439613527,0.109729334308705,0.128663686040735
34,0.0196078431372549,0.0311004784688995,0.0560344827586207,0.0579710144927536,0.108266276517922,0.111276701440636
37,0.0130718954248366,0.0334928229665072,0.0754310344827586,0.0567632850241546,0.0972933430870519,0.109289617486339
40,0.0392156862745098,0.0382775119617225,0.0775862068965517,0.0917874396135266,0.0936356986100951,0.0665673124689518
43,0.0522875816993464,0.0574162679425837,0.0883620689655172,0.118357487922705,0.0541331382589612,0.0392449080973671
46,0.130718954248366,0.102870813397129,0.0754310344827586,0.0929951690821256,0.0336503291880029,0.0253353204172876
49,0.104575163398693,0.184210526315789,0.109913793103448,0.0809178743961353,0.0270665691294806,0.0144063586686538
52,0.0849673202614379,0.133971291866029,0.0883620689655172,0.0628019323671498,0.0146305779078274,0.00943864878291108
55,0.0718954248366013,0.0885167464114833,0.0366379310344828,0.0326086956521739,0.00877834674469642,0.0134128166915052
58,0.065359477124183,0.0334928229665072,0.0517241379310345,0.0193236714975845,0.00585223116313094,0.00894187779433681
61,0.0392156862745098,0.00717703349282297,0.021551724137931,0.0181159420289855,0.0117044623262619,0.00943864878291108
64,0.0392156862745098,0.0143540669856459,0.0172413793103448,0.0169082125603865,0.00950987564008778,0.0139095876800795
67,0.0326797385620915,0.0119617224880383,0.0172413793103448,0.0169082125603865,0.00512070226773958,0.0109289617486339
70,0,0.0215311004784689,0.0193965517241379,0.0169082125603865,0.00658376005852231,0.00745156482861401
73,0.0196078431372549,0.0311004784688995,0.0107758620689655,0.0229468599033816,0.00365764447695684,0.00943864878291108
76,0.0457516339869281,0.0263157894736842,0.0129310344827586,0.0157004830917874,0.00731528895391368,0.0109289617486339
79,0.0326797385620915,0.0263157894736842,0.021551724137931,0.0157004830917874,0.00292611558156547,0.00496770988574267
82,0.0457516339869281,0.0239234449760766,0.00862068965517241,0.0120772946859903,0.00292611558156547,0.00546448087431694
85,0.0457516339869281,0.0263157894736842,0.021551724137931,0.00966183574879227,0.00365764447695684,0.00347739692001987
88,0.0065359477124183,0.0191387559808612,0.0107758620689655,0.0036231884057971,0.00512070226773958,0.00397416790859414
91,0.0130718954248366,0.0167464114832536,0.0129310344827586,0.00241545893719807,0.0021945866861741,0.0029806259314456
94,0,0.00717703349282297,0.00431034482758621,0.00241545893719807,0.0021945866861741,0.00198708395429707
97,0.0261437908496732,0.00239234449760766,0.0021551724137931,0.00120772946859903,0.000731528895391368,0
100,0,0.00478468899521531,0.0021551724137931,0.00120772946859903,0,0
103,0.0130718954248366,0,0,0,0,0
106,0.0065359477124183,0,0,0,0,0
109,0,0,0,0.00120772946859903,0,0
112,0,0,0,0,0,0
115,0,0,0,0,0,0
118,0,0,0,0,0,0
