"year","n","n.var","b","b.var"
1970,4.16262875304939,0.234094860889977,6.48720893363538,0.706473874885876
1971,5.15106425394791,2.25791389337505,5.37092634201016,1.64505511052044
1972,4.7003722001772,0.332976471891029,6.63194718473433,0.652145516038258
1973,8.75899241194549,4.84855580435519,11.3698117211772,3.21774650368835
1974,6.33900918831542,0.356234111652863,8.70662820181793,0.470857766289488
1975,11.6335586745537,3.44878082954574,13.9982706905256,6.04808533268961
1976,6.53213228953295,0.941812873304687,7.41072525504763,0.791474112054044
1977,6.05754308100676,0.370745305508637,7.8376923117163,0.78634103346554
1978,5.20451619796597,0.940027180995444,5.75973335169138,0.598622215723232
1979,5.2923279066051,0.693724655839001,5.3395273236448,0.447033870593591
1980,6.92603578664627,2.18307463119901,4.92074741206222,0.377183505537542
1981,8.28970566685975,3.88035887943878,6.90481920644289,1.42092707001337
1982,7.605606098507,3.46496580029648,5.42837197974035,0.500072877478087
1983,8.08033462478349,4.51875285331247,4.46827578638285,0.578413400353793
1984,5.36470293302142,1.27426538600499,4.94735873897186,0.558176106608604
1985,7.90501935643125,8.04155786766006,4.8479559296163,0.934882697092479
1986,3.6409619778376,0.328743009934261,3.38310468849331,0.195254262614682
1987,2.83604248845611,0.19985189646595,1.93495620949594,0.0666467925723972
1988,5.77294708490071,3.23034453420893,3.2790751266587,0.521213910234572
1989,4.05970862499865,0.55665004619083,3.39847536822302,0.493523534189687
1990,4.19576313568921,2.74901507740428,2.4015907812057,0.302827541419527
1991,3.13398210502405,0.23617803293338,1.98189743608166,0.114647001498852
1992,2.89174109353623,0.623521210699011,2.32330443515274,0.243650306750001
1993,3.91595108053987,0.554896517780293,2.17258170979955,0.277954184625272
1994,2.4395862726369,0.263027735508163,1.13355277842245,0.0395196491254244
1995,3.9243014000939,0.722342548898792,2.1972808482606,0.178786193938473
1996,2.3180436816731,0.10039775596877,1.48134536092692,0.162920939180162
1997,3.12853210944246,0.76464334930527,1.46462537311681,0.0638536709929394
1998,2.45424341953966,0.560154053669967,1.44199505367354,0.301143693125236
1999,3.0322533008534,0.852743555344932,2.35111649072653,0.755354577744954
2000,1.46360189279092,0.0729987493143825,0.841699262270531,0.0333125360628121
2001,1.3463824963445,0.0924616556641441,0.90494995386986,0.08271007142778
2002,1.158129287635,0.0588007138389677,0.594952757223705,0.0207315166779272
2003,2.51095781951177,1.02100116195087,1.66123082123315,0.621132384264112
2004,1.53949260450757,0.250221752170588,1.4160598096382,0.453954590629505
2005,1.52462565452884,0.0880739868633599,2.99985511971561,3.97080649179346
2006,1.99122712222506,0.134968747366721,1.27178883800583,0.119630042270898
2007,2.90997344021168,0.783495729763546,1.70708889315756,0.292871975824185
2008,2.46973136406943,0.277999580364593,0.816221302538539,0.0403138240751759
2009,1.20155107697468,0.100576789872981,0.412957754374355,0.00607035831166175
2010,1.71855773614505,0.141133088348791,0.532817592682886,0.0173436990615809
2011,1.4019414779122,0.149808863263716,0.926347736916034,0.162468474272542
2012,0.908045717138936,0.0447147039072244,0.416993940348014,0.0129916313491242
2013,1.34157860570147,0.0986082149202233,0.411485458768894,0.00831460791634957
2014,0.79814053086107,0.054884510430814,0.254145770992455,0.00559113451373296
2015,0.742472436583053,0.0265771446121505,0.404862223802965,0.0166946352606222
2016,0.748810343617724,0.0735382759315732,0.295692903566592,0.00942335961082325
2017,1.22928182427375,0.154576280397052,0.464756726818319,0.0238525398122362
2018,0.0579344088808887,0.000560260487530003,0.0454311158224517,0.000615858641294086
2019,2.17108588655264,0.397798148086142,0.653699540711972,0.0392369568771642
2020,1.08606075228191,0.085022051009464,0.253066790269545,0.00958423913280085
