"temperature","cum.catch","cum"
-1,0,0
-0.9,0,0
-0.8,0,0
-0.7,0,0.00350663688521673
-0.6,0,0.00350663688521673
-0.5,0,0.0125535468796604
-0.4,0,0.0594614767636689
-0.3,0.0715634965880752,0.0685083867581126
-0.2,0.131480781667315,0.116332945128834
-0.1,0.208710002773202,0.155937690837309
0,0.333685012023419,0.233013776284109
0.1,0.501488193250505,0.340596250713707
0.2,0.501488193250505,0.453430375169227
0.3,0.501488193250505,0.564978682012211
0.4,0.623892252986224,0.713395857379408
0.5,0.945451026129787,0.901275596300554
0.6,1.27826255769067,1.19622354997151
0.7,1.87305844358134,1.68452343526752
0.8,3.15806580191697,2.29802947952561
0.9,3.90237225665224,2.72065444254513
1,4.43413024157086,3.17682213448428
1.1,5.52991635857329,4.01094640858882
1.2,6.41387717445043,4.61583765528803
1.3,7.36870307819869,5.70424214507711
1.4,7.91179371660117,6.43236071885914
1.5,8.92363528012483,7.24267464834517
1.6,10.0475466139576,8.1225422304899
1.7,10.7166536825864,8.79846222316116
1.8,11.3747545649708,9.48310788443934
1.9,11.7878582295102,10.0484635420937
2,12.1058165053837,11.0391631144091
2.1,12.6224178596523,11.783897255066
2.2,14.3395707955422,12.9027253053696
2.3,15.5049346895067,14.1450588282632
2.4,16.6430928959577,15.1198328335718
2.5,17.0244256248401,16.387904540894
2.6,18.4849078427156,17.4638630682234
2.7,19.3680079413509,18.4762325073764
2.8,20.7946305643286,19.462595927827
2.9,21.6744021155069,20.4425256307781
3,22.6729279684344,21.5334715260314
3.1,23.0265393721293,22.6306116887669
3.2,24.0985920939365,23.5866275683617
3.3,24.5931546003155,24.6871242993404
3.4,25.5908493343575,25.3833686238681
3.5,26.2838180770663,26.5139406720413
3.6,27.3367254493037,27.3695984748274
3.7,28.3180918079868,28.5983439183012
3.8,29.6311269323406,29.6515603707061
3.9,30.3045781060526,30.4466492816149
4,30.8560840530414,31.4129775499368
4.1,31.9250599692397,32.1916012398111
4.2,32.982962991291,33.2480673404632
4.3,33.7669002094105,34.1137062597481
4.4,34.9267325957559,34.8848949541536
4.5,35.9189369811792,36.0868733231767
4.6,36.7500159019033,36.720341972633
4.7,37.4382119309612,37.6804347019194
4.8,38.1177674916729,38.341708642395
4.9,38.9987741132745,39.3159275505466
5,39.9854431943061,40.3422013763057
5.1,40.3725147175661,41.2533477547074
5.2,41.6050989407644,42.5887388545504
5.3,42.5285147323494,43.5629586101504
5.4,43.4446309106322,44.6662026719399
5.5,44.5325677863244,45.8901710590877
5.6,45.6489531941192,46.7470878302909
5.7,47.2229482348277,48.1338309932299
5.8,48.4861265747564,49.148544668915
