"MISSION","SETNO","STRAT","YEAR","MONTH","DAY","SCIEN","FSHNO","FLEN","CLEN","FWT","pred.wgt","condition"
"ATC1970175",1,"492",1970,7,6,"ZOARCES AMERICANUS",NA,53,1,NA,716.297751211041,NA
"ATC1970175",1,"492",1970,7,6,"ZOARCES AMERICANUS",NA,61,1,NA,1125.75944204761,NA
"ATC1970175",2,"493",1970,7,6,"ZOARCES AMERICANUS",1,44,1,400,393.697761179206,1.01600780965052
"ATC1970175",9,"490",1970,7,8,"ZOARCES AMERICANUS",2,41,1,300,313.711750559886,0.956291880889339
"ATC1970175",9,"490",1970,7,8,"ZOARCES AMERICANUS",3,30,1,100,114.877346924671,0.870493641062003
"ATC1970175",9,"490",1970,7,8,"ZOARCES AMERICANUS",4,24,1,50,56.0490033014032,0.892076523308101
"ATC1970175",12,"491",1970,7,8,"ZOARCES AMERICANUS",6,64,1,1300,1313.71296040334,0.989561676852815
"ATC1970175",12,"491",1970,7,8,"ZOARCES AMERICANUS",7,45,1,500,423.205179931111,1.18146001918358
"ATC1970175",12,"491",1970,7,8,"ZOARCES AMERICANUS",8,43,1,125,365.639653548362,0.341866640521436
"ATC1970175",24,"480",1970,7,10,"ZOARCES AMERICANUS",9,73,1,2675,2005.73848024633,1.33367337085315
"ATC1970175",24,"480",1970,7,10,"ZOARCES AMERICANUS",10,66,1,1800,1450.37238688648,1.24106058297488
"ATC1970175",60,"464",1970,7,15,"ZOARCES AMERICANUS",11,69,1,1800,1673.26866828138,1.07573878249258
"ATC1970175",60,"464",1970,7,15,"ZOARCES AMERICANUS",12,42,1,300,338.990901698575,0.884979503865136
"ATC1970175",60,"464",1970,7,15,"ZOARCES AMERICANUS",13,17,1,10,18.4895458206624,0.540846167720616
"ATC1970175",68,"460",1970,7,16,"ZOARCES AMERICANUS",14,33,1,200,156.082760979763,1.2813714900003
"ATC1970176",1,"462",1970,7,20,"ZOARCES AMERICANUS",1,21,1,50,36.4807247866298,1.37058680419433
"ATC1970176",3,"464",1970,7,20,"ZOARCES AMERICANUS",2,66,1,600,1450.37238688648,0.413686860991627
"ATC1970176",3,"464",1970,7,20,"ZOARCES AMERICANUS",3,65,1,1625,1380.87801145397,1.17678751238061
"ATC1970176",7,"456",1970,7,21,"ZOARCES AMERICANUS",4,53,1,700,716.297751211041,0.977247239456655
"ATC1970176",7,"456",1970,7,21,"ZOARCES AMERICANUS",5,55,1,825,806.918082936148,1.02240861550414
"ATC1970176",7,"456",1970,7,21,"ZOARCES AMERICANUS",6,57,1,975,905.143003797915,1.07717785577414
