"year","area.occupied","D75","D95","Gini"
"1970",10.2061333333333,11.159,20.515,0.617496298884718
"1971",10.0730833333333,12.806,16.457,0.652288919207509
"1972",10.3051166666667,8.9,19.18,0.700426363483982
"1973",10.2808666666667,14.131,20.576,0.59225277959905
"1974",8.73890714285714,9.134,16.434,0.730346210773386
"1975",13.0756833333333,9.876,17.483,0.740848108880025
"1976",16.19675,14.922,23.581,0.546849219639891
"1977",15.0028238095238,12.481,22.804,0.640234732727402
"1978",12.81395,9.884,24.038,0.628912351869666
"1979",9.46073333333333,13.274,19.51,0.616786593257237
"1980",13.5814261904762,11.443,20.603,0.61855102003506
"1981",10.7008214285714,13.769,21.001,0.595784655778758
"1982",13.5246928571429,12.631,23.053,0.582667598087121
"1983",10.582,12.419,21.897,0.60334402493072
"1984",9.1589,8.433,19.614,0.725735199004679
"1985",10.0393666666667,14.469,24.756,0.560478852068971
"1986",8.67705238095238,11.331,22.751,0.617994807110637
"1987",8.212,8.698,15.005,0.78894241466532
"1988",11.180730952381,12.036,20.015,0.695866010697696
"1989",8.2812,9.906,14.527,0.704457524246029
"1990",6.7618623015873,5.943,12.241,0.808349845581812
"1991",9.57324563492064,8.51,17.307,0.700806665390885
"1992",6.315,7.382,13.131,0.738070188401984
"1993",8.44236150793651,10.444,18.675,0.684865338377753
"1994",6.05825,7.148,11.138,0.734342661969945
"1995",10.4157238095238,4.713,15.127,0.813229838786803
"1996",9.07375833333333,3.237,10.895,0.870583745757072
"1997",9.52388214285714,6.455,13.786,0.804712180912706
"1998",11.5081285714286,7.763,18.097,0.691844650942433
"1999",8.66457738095238,6.946,11.365,0.74004797051866
"2000",7.00653015873016,6.851,17.148,0.72128927729917
"2001",6.95969047619048,3.925,10.921,0.784673614565609
"2002",6.98473492063492,5.58,10.959,0.817357171552128
"2003",8.88239444444444,7.728,14.417,0.716363697355312
"2004",7.0211619047619,5.181,8.611,0.846624607648127
"2005",8.90785992063492,8.704,16.257,0.725484888510441
"2006",7.48318333333333,5.898,13.082,0.760700333795047
"2007",8.8603,8.032,12.989,0.716635285820338
"2008",8.607175,8.391,14.681,0.69067032674748
"2009",5.48366388888889,7.507,8.427,0.752856032408972
"2010",6.91913409090909,5.422,10.426,0.76174463885782
"2011",6.15354084249084,5.422,13.202,0.775447889012332
"2012",3.36190833333333,6.401,10.156,0.80859597926309
"2013",6.58638603896104,3.925,6.243,0.811657623313907
"2014",4.39912575757576,3.925,8.6,0.800288993141588
"2015",5.1341130952381,5.666,9.79,0.79655774068173
"2016",4.20223225108225,7.455,10.27,0.770709491945287
"2017",4.37919285714286,6.017,11.483,0.759354936195008
"2018",0.914166666666667,1.134,2.373,0.894969347510421
"2019",7.1430619047619,8.273,13.299,0.703148140220481
"2020",4.40741785714286,8.076,13.673,0.745298824396505
