"depth","cum.catch","cum"
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0.00630692772753931
12,0,0.0280658283875499
13,0,0.0438331477063982
14,0,0.0586994773498837
15,0,0.106260410872803
16,0,0.17411238664064
17,0.0374667540989251,0.301442338865292
18,0.0374667540989251,0.505354762467579
19,0.108457425870658,0.759271764263857
20,0.330707857253287,0.987207274293825
21,0.463052090299655,1.3453627033487
22,0.647011891315215,1.73881501535026
23,0.750006232884014,2.08619237792763
24,1.19471166356619,2.63939633915362
25,1.6389519124099,3.13452577068618
26,2.2358508291402,3.94108759395788
27,2.78487468825069,4.64682005158326
28,3.3001211998456,5.34478556641211
29,4.00634065091795,6.11318953205805
30,4.77568639839156,7.19707806716938
31,5.57344102492491,8.10886022513034
32,6.42048110678472,9.34533549312843
33,7.08171719384644,10.7209658905029
34,7.76503848926485,11.8835263884717
35,8.76133608721996,13.0259645205599
36,9.6590203578868,14.0953449407593
37,10.3280423559125,15.0170651763687
38,11.4855361011485,15.9066781638827
39,12.4917165713311,16.997988801322
40,13.2947428850604,18.0655315084885
41,14.331983210322,19.2886199282109
42,14.9126894088029,20.4199755613748
43,15.963754695438,21.5279544521693
44,17.3646311200063,22.8838350043369
45,18.6070715611202,24.2064033422853
46,19.7790548884265,25.43200674968
47,20.7543570925851,26.6155366266232
48,22.2504838888517,27.8327491508955
49,23.6016729148303,28.9762051641361
50,24.5926808908679,30.0109938185324
51,24.8422683214716,30.6988322781343
52,26.2608596737752,31.8380134620223
53,27.73616930254,33.2153623720422
54,29.3973137514055,34.5808820714094
55,30.8170330295524,35.9189898410421
56,31.8188602341056,36.9632467071745
57,33.1505306785098,38.2358537252973
58,34.3527956621208,39.5956517256821
59,35.7789124048768,40.646584760371
60,37.3814635581959,42.0511055982433
61,38.7352770317517,43.2033392478799
62,40.5098888588422,44.4817229120612
63,41.9534181611384,45.6012022792241
64,43.249475292817,46.9117226284046
65,44.8304687240931,47.9694287968717
66,46.2533030391776,48.924185274835
67,47.4523490205123,50.1215892759293
68,48.4465322829425,51.13664037563
69,50.0511860021256,51.9703882795239
70,52.2356269521336,53.2256076878406
71,53.6408152760686,54.27278918049
72,54.9097416578232,55.1221054912558
73,56.5248176920283,56.5601359119756
74,58.0361480879724,57.7092013824304
75,60.0136754089463,58.9660983293039
76,61.3770964754367,60.0544739686024
77,63.2738496406597,60.987098570773
78,65.6032723714401,62.1969364681075
79,66.8244767011675,63.0503942365955
80,68.1912312115644,64.005421532775
81,69.4262531232747,64.8951205653033
82,71.676286674118,65.9766954912305
83,73.4761602102879,67.184796444441
84,74.4189571329079,67.9727920425889
85,75.2939725779816,68.9009114762456
86,77.0853345942475,70.0894726364908
87,77.7193897702111,70.7838361010595
88,78.7783213004167,71.8150574943335
89,79.7383764692441,72.5056306698752
90,80.696091437148,73.3654989563173
91,81.8324110103245,74.1019968335385
92,83.4604258251598,75.0094706941612
93,84.1280127652368,75.7891698627342
94,84.9453372554388,76.304538425722
95,85.8326402265688,76.934531605212
96,86.4872001135583,77.4300387234927
97,87.2985613088671,77.8830002916508
98,88.1115114084073,78.3187701748749
99,88.3459395156771,78.7747639270823
100,88.9515925381015,79.1699429203328
101,89.2929715546374,79.4301076987337
102,89.4821100064813,79.6345551812658
103,90.2070701205837,80.1014311119307
104,90.6105184058735,80.5601856791886
105,91.333677761847,81.0349774252527
106,91.4949641516872,81.3971480091971
107,91.860414086524,81.9809475714048
108,92.1134617974539,82.4334514745455
109,92.3761135517382,83.0077847486326
110,92.7942699900245,83.7132955153397
111,93.4342178429154,84.2881857991696
112,93.8810334056721,84.8431303415097
113,94.3342045853545,85.2084989199071
114,94.5727167649822,85.8482508372272
115,94.9767692262019,86.2753150374368
116,95.3175737711903,86.6814450491589
117,95.7888702287719,87.3097450231925
118,95.9623157993178,87.7723992590236
119,96.607744391002,88.5042038291363
120,96.8001391157153,88.97457648029
121,97.1761753001377,89.51810119077
122,97.3721323089056,89.9700087425245
123,97.4963218482775,90.2955437654461
124,97.7708138815011,90.7132672971951
125,97.8380186456597,90.9307113906914
126,98.1612527681948,91.3388325424237
127,98.287345069424,91.618936741235
128,98.3726751114818,91.9374524413465
129,98.4031585334031,92.2285062591863
130,98.5563210548714,92.5575250459563
131,98.6212055144381,92.787977040305
132,98.7018276921064,93.0630361686565
133,98.7992356481632,93.4561640030906
134,99.1839270170815,93.7012664040423
135,99.2899716624526,93.895770734337
136,99.3170418826916,94.1059453034924
137,99.3170418826916,94.3825601721316
138,99.3617665943909,94.5250115457188
139,99.380048801103,94.6893786676451
140,99.380048801103,94.7670747339582
141,99.4105322230243,94.9305331299627
142,99.4105322230243,95.0694078732962
143,99.4105322230243,95.2791905355289
144,99.4105322230243,95.3941496479256
145,99.4278336246554,95.5185000917626
146,99.4836218176697,95.7005120822778
147,99.5019040243818,95.7848135822171
148,99.5019040243818,95.9667126424035
149,99.5196369802485,96.0424971954377
150,99.6001610774088,96.1190124463814
151,99.6001610774088,96.2451014700862
152,99.6001610774088,96.3570431633429
153,99.6267605112089,96.4750412054184
154,99.6267605112089,96.5827767392304
155,99.6267605112089,96.6493528004045
156,99.6444934670756,96.70965231277
157,99.6444934670756,96.791962672699
158,99.6444934670756,96.8275852571622
159,99.6893751075878,96.8627455537292
160,99.7375365602913,96.9189280621729
161,99.7375365602913,96.9672503555576
162,99.7375365602913,97.0223537519691
163,99.7375365602913,97.1114432336911
164,99.7824182008035,97.2200610769737
165,99.8184333633824,97.301502996069
166,99.8184333633824,97.3414103289192
167,99.8184333633824,97.433266933906
168,99.8361663192491,97.4785612415702
169,99.8361663192491,97.6314200365248
170,99.8361663192491,97.7400563713232
171,99.8361663192491,97.8623447281094
172,99.898780915628,97.9472722979425
173,99.898780915628,98.073252353786
174,99.9165138714948,98.1462410084926
175,99.9165138714948,98.2295717038497
176,99.9165138714948,98.2752094253797
177,99.9165138714948,98.4116636041299
178,99.9165138714948,98.5013362290125
179,99.9431133052948,98.5482802440551
180,99.9431133052948,98.6466749207175
181,99.9431133052948,98.7372833483843
182,99.9431133052948,98.7772448349595
183,99.961395512007,98.8732078772876
184,99.961395512007,98.9815549519452
185,99.961395512007,99.0292960834032
186,99.961395512007,99.0714963642189
187,99.9796777187191,99.154021357814
188,100,99.2669226286611
189,100,99.3003856682374
190,100,99.4174964005856
191,100,99.445709170483
192,100,99.5008733247323
193,100,99.5816270952735
194,100,99.6183459624621
195,100,99.6530835958096
196,100,99.68929790878
197,100,99.7191458570076
198,100,99.7469940798783
199,100,99.7717859193434
200,100,99.8117738223699
201,100,99.8219078334671
202,100,99.8283930722404
203,100,99.8610834306187
204,100,99.8935558532745
205,100,99.9046573668976
206,100,99.9138106672435
207,100,99.930429917114
