"temperature","cum.catch","cum"
-1,0,0
-0.9,0,0
-0.8,0,0
-0.7,0.048687073779112,0.00890019241004177
-0.6,0.048687073779112,0.00890019241004177
-0.5,0.048687073779112,0.0138771800057371
-0.4,0.187770741914276,0.0668145072958187
-0.3,0.187770741914276,0.0773409428630233
-0.2,0.187770741914276,0.129796540881631
-0.1,0.187770741914276,0.177262335027473
0,0.236457815693388,0.289899966099694
0.1,0.3386617209705,0.338609295129067
0.2,0.657445205246613,0.416023168711611
0.3,0.871746229192752,0.577236269919358
0.4,0.948379683321075,0.690877995270158
0.5,1.18310006601017,0.91548080973434
0.6,1.75546725284036,1.19859628630547
0.7,2.24685503823079,1.64095288659573
0.8,2.79679362033612,2.22250057924598
0.9,3.21394057350965,2.69489003966293
1,4.03184010468738,3.21664888433113
1.1,5.26699166038073,4.17895859044245
1.2,6.10485585940097,4.77932166280798
1.3,7.17231077101695,5.93973132604683
1.4,8.10455259049456,6.62640417535984
1.5,9.24604848548172,7.40803273672416
1.6,9.79901095218651,8.25690698156287
1.7,10.7197235798559,8.99323888672277
1.8,11.7066464546872,9.63997560638532
1.9,12.1738865643306,10.2352013012115
2,13.4523552414084,11.2665605139839
2.1,14.1718279641242,12.0488397217953
2.2,15.8586603535285,13.2190479713424
2.3,16.8508645239115,14.3393541643608
2.4,17.7648712258818,15.3983336070069
2.5,19.1850381133254,16.6314331729059
2.6,20.0937865185903,17.7866497179719
2.7,21.510932674502,18.737129474812
2.8,22.7072964904689,19.7069434162975
2.9,23.7701609065571,20.5464186510853
3,24.9001294644817,21.5123712144264
3.1,25.9900708488874,22.6179167011003
3.2,27.1417375199557,23.5558240800474
3.3,28.3544480441282,24.5188054339776
3.4,29.1603298434889,25.1715041636735
3.5,30.1499706626217,26.2912502517866
3.6,30.9271716023487,27.1315695299643
3.7,32.2803690024913,28.2868108090888
3.8,33.386569180158,29.2191419234261
3.9,33.9725955487213,29.9876363697865
4,35.6324814511659,30.9063584261636
4.1,36.2826388969974,31.7296689825966
4.2,37.2396348013181,32.8078063234836
4.3,38.0885815693897,33.6955646890653
4.4,38.9782527098768,34.487590028302
4.5,40.070584768711,35.7494407783705
4.6,40.65474739609,36.4415576603891
4.7,41.5239014243068,37.3814245519321
4.8,42.4058802853486,38.0373442014524
4.9,43.6867320323977,39.0061586428539
5,45.6533079209408,40.0418208189362
5.1,46.3687602969471,40.8671530006977
5.2,48.1206476967435,42.3062224663745
5.3,49.5169494789425,43.3460658182961
5.4,50.4563646200275,44.4346306193945
5.5,51.4479341891803,45.7143301687217
5.6,52.2944197940574,46.67657804923
5.7,54.3717045241372,48.0982062051635
