"year","area.occupied","D75","D95","Gini"
"1970",2.1199,2.478,5.662,0.878393102103401
"1971",2.2315,1.086,1.431,0.942773627634418
"1972",2.2324,3.925,5.243,0.815650093423896
"1973",0.4375,0.687,0.687,0.96851621147382
"1974",6.62802380952381,1.875,9.436,0.833202016628556
"1975",0.787,3.148,3.148,0.874160537256156
"1978",0.1325,0.265,0.265,0.989406779661017
"1979",0.525,1.616,1.616,0.93463703102601
"1980",0.406833333333333,1,1,0.95950462507453
"1981",0.136428571428571,0.955,0.955,0.961824432363288
"1982",3.40178333333333,2.875,9.215,0.845731777583277
"1983",2.66891666666667,3.053,8.001,0.837497327029667
"1984",5.56475,5.196,13.015,0.797084674457133
"1985",3.29085,4.925,8.674,0.806037807224548
"1986",1.452,2.582,2.582,0.888599058931248
"1987",3.53978333333333,1,4.925,0.903391608242052
"1988",3.45691666666667,4.612,9.361,0.785131767826559
"1989",4.01055,3.148,6.159,0.836312796600716
"1990",2.60526706349206,7.801,10.65,0.720208196563439
"1991",3.51233611111111,1.491,12.953,0.863515231117697
"1992",2.47767857142857,5.748,8.208,0.76961637275663
"1993",6.51039007936508,7.073,12.703,0.726967583343169
"1994",5.42597619047619,5.536,11.1,0.79965718457163
"1995",4.02983333333333,5.243,9.828,0.839201828961743
"1996",3.234625,5.849,8.122,0.815374063198684
"1997",3.28352857142857,2.781,7.517,0.866218554753313
"1998",2.26758214285714,6.68,10.783,0.787163572835575
"1999",1.59116666666667,3.148,5.466,0.858825755906536
"2000",2.38834761904762,1,4.925,0.884271410998444
"2001",3.11283333333333,2.268,6.538,0.888622057698125
"2002",4.79427893217893,4.925,12.07,0.804950151676929
"2003",2.48256031746032,3.925,6.362,0.805373269323735
"2004",0.231,0.924,0.924,0.963063639270867
"2005",0.5985,1.478,1.478,0.931080711243855
"2008",2.80363333333333,4.959,7.201,0.843780377563101
"2009",0.691333333333333,3.148,3.148,0.854943879370874
"2012",0.609,1.437,1.437,0.932959147665033
"2013",0.2395,1.437,1.437,0.94255676367125
"2018",0.1325,0.265,0.265,0.977386184238597
"2019",0.439333333333333,1.318,1.318,0.947313719219699
