"year","area.occupied","D75","D95","Gini"
"1970",1.87242857142857,2.122,2.122,0.902618262865824
"1971",2.131,2.122,3.077,0.888879724169904
"1972",2.66204761904762,2.122,2.122,0.912963527611919
"1973",2.20833333333333,3.077,4.262,0.914922421372472
"1974",1.81097619047619,1.539,2.14,0.918453619334088
"1975",3.61283333333333,2.777,3.727,0.886048827862985
"1976",2.93073333333333,3.256,3.84,0.907453522895014
"1977",4.62363095238095,2.838,5.544,0.889311394307779
"1978",4.20445238095238,6.552,8.641,0.810109508380747
"1979",3.06197619047619,0.601,2.289,0.957520884747021
"1980",5.9751380952381,3.678,8.252,0.874172114801614
"1981",4.97847619047619,0.601,3.307,0.941228976467423
"1982",5.26644047619048,1.256,6.345,0.909998420024785
"1983",3.56057142857143,2.723,4.257,0.930763660977785
"1984",4.94869761904762,3.378,5.334,0.888853156592143
"1985",5.46466666666667,3.678,4.679,0.865376717709523
"1986",6.29107142857143,2.405,8.939,0.890441087504669
"1987",4.42045238095238,3.673,5.867,0.890134673571565
"1988",6.2482880952381,1.84,7.528,0.893382136103433
"1989",5.57384047619048,3.994,6.021,0.89181392861364
"1990",5.29193055555556,3.307,5.867,0.903114756200875
"1991",6.2293,4.917,7.796,0.851357617149734
"1992",7.8481,3.184,7.734,0.860344946236709
"1993",5.34466865079365,3.724,6.916,0.851762972563817
"1994",4.80759047619048,0.601,4.379,0.922157468162369
"1995",7.69567142857143,1.84,5.429,0.893041008319865
"1996",7.36558214285714,4.552,7.791,0.857178332945335
"1997",6.22191025641026,1.789,6.878,0.910800046529638
"1998",7.04802857142857,4.316,6.631,0.875020897533513
"1999",5.99115422077922,1.84,7.966,0.902757710299018
"2000",8.6519211038961,2.482,7.551,0.882372796684151
"2001",6.94196482683983,1.84,6.5,0.896570912357635
"2002",7.92507922077922,1.656,8.369,0.903112477267916
"2003",6.78604188311688,1.185,5.334,0.914483486418077
"2004",7.90675833333333,3.133,6.014,0.895972652628531
"2005",6.44403214285714,1.185,4.665,0.92890508207982
"2006",8.03832705627706,2.373,7.449,0.905609057600887
"2007",7.68234285714286,2.237,7.374,0.888974649679945
"2008",9.7552,2.583,5.059,0.904556266712468
"2009",7.95210396825397,1.185,5.599,0.928165610276331
"2010",8.51434761904762,1.018,5.839,0.937775062167737
"2011",9.608657997558,3.137,8.478,0.882297056530119
"2012",7.51244285714286,1.872,7.181,0.898969378807098
"2013",8.45014383116883,3.422,7.202,0.877624543517508
"2014",8.39684783549784,3.839,10.621,0.862350036580909
"2015",10.3454523809524,3.158,7.565,0.882980777562802
"2016",8.69545079365079,2.373,8.084,0.897836885885969
"2017",7.55052380952381,2.899,8.669,0.883128704177693
"2018",5.0686,1.185,2.373,0.888118747014467
"2019",7.27609603174603,3.715,8.231,0.87687154292097
"2020",7.0179,1.84,4.819,0.907457178791098
