"year","n","n.var","b","b.var"
1970,0,0,0,0
1971,0,0,0,0
1972,0,0,0,0
1973,0,0,0,0
1974,0.00323219065723863,1.04464283651949e-05,0,0
1975,0,0,0,0
1976,0,0,0,0
1977,0,0,0,0
1978,0.0180533581314976,0.00017170458296827,0,0
1979,0.0767327320101192,0.00477714899244638,0,0
1980,0.101459724458308,0.00511843696127367,0,0
1981,0.0741383486704731,0.00129985563319269,0,0
1982,0.0297756657961127,0.000279254613175581,0,0
1983,0.0419071255180997,0.000770581040144192,0,0
1984,0.06314008054453,0.00257182478206503,0,0
1985,0.0276916019934605,0.000261169825178077,0,0
1986,0.0131971910526282,9.61705331690378e-05,0,0
1987,0.00852579349216499,4.33059993013986e-05,0,0
1988,0.0170130087332342,0.000156024706275125,0,0
1989,0.0170130087332342,0.000156024706275125,0,0
1990,0.0121760580853526,8.21415286031875e-05,0,0
1991,0,0,0,0
1992,0.0178816766419818,0.000131862881165997,0,0
1993,0.182402671122391,0.0236216071978452,0,0
1994,0.366062585025045,0.012267498819323,0,0
1995,0.133497309397372,0.00298120265349063,0.00206387055851655,5.42027637632244e-07
1996,0.37867045279222,0.0128011261713677,0.00812765857857686,5.89349338959012e-06
1997,0.380926283056824,0.0322921347745556,0.0132151444589024,3.4161690875839e-05
1998,0.177064368450847,0.00649810543762326,0.00332520981384595,2.01070434671379e-06
1999,0.128497597956117,0.005702507093621,0.00527186583183538,8.79631160062392e-06
2000,0.364970374271648,0.0204068911311686,0.00203897222203189,8.05626497266949e-07
2001,0.949717735684293,0.138537775661848,0.00672485211146829,5.67240041892154e-06
2002,0.348638059539866,0.0185583145469503,0.00689707425371004,1.50054510752393e-05
2003,0.0728015456923316,0.000575921045188141,0.000969703409199369,1.05612755296387e-07
2004,0.142265042924174,0.00583527921783417,0.00211330165067658,1.02936661516198e-06
2005,0.204941583178012,0.0159276491455243,0.00324144652136437,3.83055478677057e-06
2006,0.113941960429091,0.00224820033948647,0.00227212702489163,5.68710188556131e-07
2007,0.0528772320178362,0.000807924464358119,0.00155096218646055,5.26879058124172e-07
2008,0.0439541120515047,0.000570269777174823,0.000840876521270399,1.74108925524823e-07
2009,0.0068433214237141,4.68296724585088e-05,0.000109493142779426,1.19883961493783e-08
2010,0.0176592489281436,0.000311838603580745,8.82962446407182e-05,7.79596508951869e-09
2011,0.0570516167673845,0.000602566790426778,0.000941186468518815,2.50809884526409e-07
2012,0.0105732331307963,0.00011179114554405,0.000243184362008315,5.91375159928026e-08
2013,0.761342205310733,0.0782325361072359,0.00388080911041963,1.4812742504255e-06
2014,0.643495306753933,0.0469941775174667,0.00659509064035347,3.13092523114737e-06
2015,0.343260481993044,0.00614701751453516,0.00505904030227294,1.32842641948943e-06
2016,0.712563446686046,0.0472394672018479,0.00777397680087958,3.21624608584893e-06
2017,0.506273538989547,0.0120806659834322,0.00633656784378192,1.86337292935945e-06
2018,0.21512080548208,0.00316850004156474,0.00268164275732904,5.14793529798583e-07
2019,1.25878566844307,0.47064704010408,0.011058984019758,3.67598737724545e-05
2020,0.519427046601217,0.0218895176269584,0.00700461087276016,4.44854233376647e-06
