"temperature","cum.catch","cum"
-1,0,0
-0.9,0,0
-0.8,0,0
-0.7,0,0.00890101292552528
-0.6,0,0.00890101292552528
-0.5,0,0.013878459353479
-0.4,0.0367199660919983,0.0668206669758833
-0.3,0.0367199660919983,0.0773480729831606
-0.2,0.11131143641264,0.129808506923104
-0.1,0.190274051496873,0.177278676976482
0,0.346582134358648,0.289926692197277
0.1,0.375429339720522,0.338640511776608
0.2,0.375429339720522,0.416061522202827
0.3,0.523131731328976,0.577289485768554
0.4,0.616371069229778,0.690941687836141
0.5,0.904196851445297,0.915565208604009
0.6,1.2255846826689,1.20035311715619
0.7,2.12781984861138,1.64275049863668
0.8,2.81659828457864,2.22435180460946
0.9,3.4358964596769,2.69678481496878
1,4.16570851352427,3.21859176098029
1.1,5.48226890555569,4.18099018315273
1.2,6.68456284813176,4.7814086034449
1.3,8.18821258648659,5.94192524573006
1.4,9.02474817926888,6.61703169248548
1.5,10.2732146465225,7.39873231277924
1.6,11.3671406251679,8.25756850073043
1.7,12.329484696976,8.99396828888671
1.8,13.2757056261868,9.64076463169759
1.9,13.9569907410735,10.2338235080055
2,15.4511309874096,11.2618776156278
2.1,15.7399950703806,12.0442289423522
2.2,17.0430725203482,13.2145450742848
2.3,18.2402961700063,14.3280900880119
2.4,19.3600450976062,15.3871671587754
2.5,20.7149474990318,16.6203804050579
2.6,22.1945871356723,17.7757034504127
2.7,23.259681016599,18.7262708327019
2.8,24.5702493396493,19.693795831416
2.9,25.3950586735456,20.5333484580619
3,26.5056651689021,21.4993900733019
3.1,27.8971823424597,22.6107198877037
3.2,28.9753304860747,23.548713733043
3.3,29.9163530571143,24.511783864954
3.4,30.6123991787133,25.1645427674405
3.5,31.5508098061077,26.2856334803967
3.6,32.5544338343113,27.1260302282455
3.7,33.6505800070207,28.2813780099391
3.8,34.3365467427272,29.2159348800957
3.9,35.3873185456265,29.9845001745415
4,36.2117080129391,30.9033069286013
4.1,36.8300479018365,31.7188177704219
4.2,38.2900988004514,32.8019576921562
4.3,39.2737012146862,33.6897979008544
4.4,40.5402076767099,34.4818962575074
4.5,42.265398342832,35.7444828490525
4.6,43.0977449918253,36.4343492744903
4.7,43.8546293127878,37.3689289748707
4.8,44.4452416405467,38.0249090941207
4.9,45.9080270225794,38.9731482596519
5,47.2665826759457,40.0089059142151
5.1,47.8960084275206,40.8411786451441
5.2,49.720565210343,42.2876226438418
5.3,50.9567704199319,43.3309264425959
5.4,52.1284217256612,44.4195915993083
5.5,53.8857146647679,45.6994091251068
5.6,55.2213343978281,46.6617457159765
5.7,56.2765965602907,48.0835049328871
5.8,57.3543338599422,49.1446053464589
