"par.name","lm1.est","glm.poisson.est","glm.nb.est"
"(Intercept)",-0.482407106964806,-6.3189406967211,-6.402055419686
"log(yearly.estimate)",0.104934106259418,4.9380249283607,5.14877688888898
"as.factor(stratum)441",0.323882220179792,1.24890843527605,1.20104762126476
"as.factor(stratum)444",0.181677105353739,0.445558895950049,0.110600097457603
"as.factor(stratum)445",0.227266859997692,1.29585665482857,0.96355613102363
"as.factor(stratum)446",0.298253225590457,2.95389259689559,3.06021373222445
"as.factor(stratum)447",-0.0581679332307807,-0.673069680346302,-0.85054754733425
"as.factor(stratum)448",-0.126679079868017,-0.135820910858236,-0.0721741665632749
"as.factor(stratum)449",0.328336989011624,2.69097596943496,2.65069793424388
"as.factor(stratum)450",1.32699179929601,3.14459483408694,3.06348652643874
"as.factor(stratum)451",0.399845232534211,5.21850103647354,5.31346585821006
"as.factor(stratum)452",1.68209224464759,5.06714404716439,5.1292444565472
"as.factor(stratum)453",0.150451184440987,4.00356284250173,4.09565229552876
"as.factor(stratum)454",1.08161984587681,2.82323483448205,3.07484480632492
"as.factor(stratum)455",-0.00714487223586996,2.25373656409623,2.31720853107621
"as.factor(stratum)456",0.159067812569156,2.3123998939442,2.41924435889076
"as.factor(stratum)457",0.758238091063205,2.25986727860779,2.01546193803056
"as.factor(stratum)458",-0.0822712446200133,1.62460002442135,1.67019135234473
"as.factor(stratum)459",0.154569418708303,1.314196834669,1.22802079124033
"as.factor(stratum)460",0.420646251846614,2.05598117152732,1.77311702361157
"as.factor(stratum)462",0.561231479331816,2.33455155985938,2.05728606855857
"as.factor(stratum)463",0.766830679095062,4.2814726648616,4.338082203106
"as.factor(stratum)464",0.452816633927458,3.38916161496069,3.48959311163293
"as.factor(stratum)465",0.406705167429117,3.34578609373687,3.44281378006857
"as.factor(stratum)466",0.0476352945092217,2.17535935174353,2.20163735499018
"as.factor(stratum)470",0.163598900858267,1.50848503021496,1.55664047211891
"as.factor(stratum)472",0.320842274512957,2.89453328259753,2.86451555796209
"as.factor(stratum)473",0.315166475061388,1.68991458918923,1.74673190105659
"as.factor(stratum)474",0.370233717869539,3.77519779966863,3.79796391559703
"as.factor(stratum)475",0.757943320452514,3.73083210217796,3.77278633013005
"as.factor(stratum)476",0.55770849986321,2.24719107405901,2.28069396250736
"as.factor(stratum)477",0.967705480054272,3.68860928034455,3.74224310728864
"as.factor(stratum)478",-0.121236327432484,2.70842498586629,2.89596747816378
"as.factor(stratum)480",1.58923028836412,4.63311017815127,4.69291654654143
"as.factor(stratum)481",0.431519826435041,3.43412908709876,3.46205559747003
"as.factor(stratum)482",-0.194900821229021,2.04522507512576,2.10347609733604
"as.factor(stratum)485",0.531245030625711,1.3942689321062,1.41653309410533
"as.factor(stratum)490",0.802203905109202,3.74393340597209,3.85968180195948
"as.factor(stratum)491",0.229348519609228,0.385518481499042,0.205533993263344
"as.factor(stratum)492",0.183215180728366,-0.89429854316039,-0.500054301514925
"as.factor(stratum)493",0.0888262558523977,2.59987542517222,2.67105936834798
"as.factor(stratum)494",-0.12411676792943,2.75046806062445,2.82947375722189
"as.factor(stratum)495",0.285041289809651,2.58267381967989,2.6039621645689
"log(yearly.estimate):as.factor(stratum)441",0.155518562837886,-0.57883733943406,-0.4846658199472
"log(yearly.estimate):as.factor(stratum)444",0.102151358456135,0.123732713472892,0.7727713028888
"log(yearly.estimate):as.factor(stratum)445",0.115535494929922,-1.24257630938244,-0.37078826456917
"log(yearly.estimate):as.factor(stratum)446",0.080903639664244,-3.00066578725999,-3.24913135420091
"log(yearly.estimate):as.factor(stratum)447",-0.0244300761489616,0.284230594393523,0.643032979032596
"log(yearly.estimate):as.factor(stratum)448",-0.0676008924544374,-1.59627705795144,-1.76433199269887
"log(yearly.estimate):as.factor(stratum)449",0.0979358007662434,-2.93141381172844,-2.7952875874582
"log(yearly.estimate):as.factor(stratum)450",0.536930759424359,-0.654943835650439,-0.401331850197292
"log(yearly.estimate):as.factor(stratum)451",-0.229194476023953,-6.14945311627809,-6.38939792761625
"log(yearly.estimate):as.factor(stratum)452",0.300869969403175,-3.58493965180512,-3.59692499314838
"log(yearly.estimate):as.factor(stratum)453",-0.112987067031942,-5.30026961932892,-5.4994437932465
"log(yearly.estimate):as.factor(stratum)454",0.434221693129987,-0.696989655418319,-1.3539512068297
"log(yearly.estimate):as.factor(stratum)455",-0.0503932578385329,-3.92095046049957,-4.07479485554119
"log(yearly.estimate):as.factor(stratum)456",0.0188610008773765,-2.52539909105404,-2.78607938153141
"log(yearly.estimate):as.factor(stratum)457",0.35829366196213,-1.18651287587715,-0.588012015481353
"log(yearly.estimate):as.factor(stratum)458",-0.0628439556242531,-3.67330651605192,-3.80774165831498
"log(yearly.estimate):as.factor(stratum)459",0.0715579575729077,-1.48614350170652,-1.25757115273198
"log(yearly.estimate):as.factor(stratum)460",0.192498547961644,-1.52116775982515,-0.903673103771014
"log(yearly.estimate):as.factor(stratum)462",0.254544275842492,-1.55017840292004,-0.799735460788638
"log(yearly.estimate):as.factor(stratum)463",0.126113365581188,-4.30255643392942,-4.43685134154765
"log(yearly.estimate):as.factor(stratum)464",0.0546830485301338,-3.36913935545516,-3.60357531170964
"log(yearly.estimate):as.factor(stratum)465",0.0562914536050968,-3.4701374879029,-3.69497136242047
"log(yearly.estimate):as.factor(stratum)466",-0.0226025243370028,-3.27246719186972,-3.27649290870668
"log(yearly.estimate):as.factor(stratum)470",0.0685450297866541,-1.83976027127914,-1.93377485409609
"log(yearly.estimate):as.factor(stratum)472",0.081447006805517,-3.30395173534949,-3.17242566459054
"log(yearly.estimate):as.factor(stratum)473",0.133228337026772,-1.35623777230389,-1.45769736522338
"log(yearly.estimate):as.factor(stratum)474",0.0275044613440525,-3.93933660220102,-4.01779780707829
"log(yearly.estimate):as.factor(stratum)475",0.156884083980878,-3.28086026768909,-3.32755440670059
"log(yearly.estimate):as.factor(stratum)476",0.27205148934277,-1.1862122436924,-1.23749942027462
"log(yearly.estimate):as.factor(stratum)477",0.256575811170031,-2.63607810734555,-2.73772481158041
"log(yearly.estimate):as.factor(stratum)478",-0.128325938636261,-6.19760739732553,-6.67804122239507
"log(yearly.estimate):as.factor(stratum)480",0.406719336841682,-2.68920837961068,-2.79061675905421
"log(yearly.estimate):as.factor(stratum)481",0.0848065651000183,-2.84998653507231,-2.90545989484474
"log(yearly.estimate):as.factor(stratum)482",-0.124170368197968,-7.17983285554717,-7.33382479579548
"log(yearly.estimate):as.factor(stratum)485",0.274867139839849,0.438849620663479,0.383727904611597
"log(yearly.estimate):as.factor(stratum)490",0.224418489456157,-2.93651170106878,-3.15130245243558
"log(yearly.estimate):as.factor(stratum)491",0.124374283681529,0.446056235782518,0.792868676197004
"log(yearly.estimate):as.factor(stratum)492",0.106493935442982,2.64126529969285,1.80716515278568
"log(yearly.estimate):as.factor(stratum)493",-0.0142994946095959,-3.41534669297059,-3.52447933535065
"log(yearly.estimate):as.factor(stratum)494",-0.132783694800597,-5.78924695728101,-6.00690559208771
"log(yearly.estimate):as.factor(stratum)495",0.0822215712931657,-2.52837538486244,-2.53278654269468
