"lengths","lf.1970","lf.1977","lf.1984","lf.1991","lf.1998","lf.2005"
4,0.000119431506031291,0.000928241755408297,3.42383675146369e-05,6.96961248954558e-05,0.000587889476778366,0.00386134269416411
7,0.00119431506031291,0.00265580280019596,0.000650528982778101,0.0397267911904098,0.011925757957504,0.101096972356297
10,0.00238863012062582,0.00121187118067194,0.00270483103365632,0.017284638974073,0.00209960527420845,0.0110574813514699
13,0.000716589036187746,0.00165020756517031,0.00256787756359777,0.00487872874268191,0.00151171579743008,0.00272049144361562
16,0.0032843664158605,0.0115256684629864,0.0110247543397131,0.00411207136883189,0.00285546317292349,0.00289600702062308
19,0.0200047772602413,0.0295748137070366,0.0253021535933167,0.00933928073599108,0.0102460737381372,0.00658183413777973
22,0.0334408216887615,0.0291106928293324,0.0332796932242271,0.0158210203512685,0.0306542370034434,0.0180781044317683
25,0.048847485966798,0.0157027563623237,0.0297531413702195,0.0310147755784778,0.0467792055093642,0.0446687143483984
28,0.0506389585572674,0.022535647061857,0.0370459136508371,0.0475327571787009,0.0706307214243722,0.0727512066695919
31,0.0701062940403678,0.0452517855761545,0.0558427774163728,0.0679537217730694,0.0830603846476862,0.0896884598508118
34,0.0973963931685179,0.0642807415620246,0.0667990550210566,0.0809172010036242,0.0957420005039053,0.105835892935498
37,0.0883793144631554,0.0761416084366862,0.0782004314034307,0.0953442988569835,0.109599395313681,0.0931987713909609
40,0.0793622357577929,0.0816079209963128,0.0905262437087,0.0975745748536381,0.117829847988578,0.0890741553312857
43,0.0798399617819181,0.0867906041306758,0.095148423323176,0.0940200724839699,0.0958259847148736,0.0720491443615621
46,0.0728532186790875,0.0834128355207178,0.087410552264868,0.0827989963758015,0.0824724951709079,0.0599385695480474
49,0.0655081810581631,0.0794678080602326,0.0800835416167357,0.0632143852801784,0.0610565213739817,0.0488810881965774
52,0.0560133763286755,0.0733053141840497,0.0735440134214401,0.05199330917201,0.0446796002351558,0.0409828872312418
55,0.0489669174728293,0.0618312147074749,0.0596089978429828,0.0430025090604962,0.0340975896531452,0.0299254058797718
58,0.037561208646841,0.0506665291493696,0.0464957030848769,0.0278087538332869,0.023347610649198,0.0253620008775779
61,0.0314104860862295,0.042905396694428,0.0342041291471223,0.0262754390855868,0.0162089527168892,0.0239578762615182
64,0.0228114176519766,0.0309929608333548,0.0243777176704215,0.0175634234736549,0.0115058369026623,0.0166739798157086
67,0.0156455272900991,0.0226387850346801,0.0143458759886329,0.0145664901031503,0.00923826320651717,0.012022817025011
70,0.0137943389466141,0.017352963927494,0.0106823706645667,0.0124059102313911,0.00713865793230873,0.00965335673541027
73,0.012301445121223,0.0127375396436583,0.00790906289588112,0.0118483412322275,0.00747459477618208,0.00675734971478719
76,0.00913651021139377,0.0119124358610732,0.005752045742459,0.00989684973515473,0.00520702108003695,0.00386134269416411
79,0.00686731159679924,0.00915349508805404,0.00499880165713699,0.00815444661276833,0.00453514739229025,0.00289600702062308
82,0.0060312910545802,0.00693602867235645,0.00349231348649296,0.00550599386674101,0.00344335264970186,0.00315928038613427
85,0.00627015406664278,0.00528582110718614,0.00328688328140514,0.00564538611653192,0.00285546317292349,0.00140412461605968
88,0.0040606712050639,0.00482170022948199,0.00277330776868559,0.0036241984945637,0.00277147896195515,0.000526546731022378
91,0.00346351367490744,0.00389345847407369,0.00273906940117095,0.00243936437134095,0.00109179474258839,0.000438788942518649
94,0.0026274931326884,0.00319727715751747,0.00202006368336358,0.00202118762196822,0.000755857898715042,0
97,0.00161232533142243,0.00232060438852074,0.00160920327318793,0.00160301087259548,0.000755857898715042,0
100,0.00220948286157888,0.0022174664156976,0.00171191837573185,0.00083635349874547,0.000755857898715042,0
103,0.00161232533142243,0.00134079364670087,0.00102715102543911,0.000766657373850014,0.000671873687746704,0
106,0.000716589036187746,0.0014697161127298,0.000719005717807375,0.00111513799832729,8.39842109683379e-05,0
109,0.000656873283172101,0.000928241755408297,0.000616290615263464,0.000418176749372735,0.000167968421936676,0
112,0.000656873283172101,0.000670396823350437,0.000924435922895196,0.000418176749372735,0.000167968421936676,0
115,0.000358294518093873,0.000567258850527293,0.000273906940117095,0.000278784499581823,0,0
118,0.000418010271109519,0.000206275945646288,6.84767350292738e-05,0,0,0
121,0.000179147259046937,0.000232060438852074,0.000102715102543911,6.96961248954558e-05,0.000167968421936676,0
124,0.000119431506031291,0.000335198411675219,3.42383675146369e-05,6.96961248954558e-05,0,0
127,0,0.00012892246602893,0.000171191837573185,0,0,0
130,5.97157530156455e-05,0,6.84767350292738e-05,0,0,0
133,0.000119431506031291,5.15689864115721e-05,3.42383675146369e-05,6.96961248954558e-05,0,0
136,0.000119431506031291,2.5784493205786e-05,3.42383675146369e-05,0,0,0
139,5.97157530156455e-05,0,0,0,0,0
142,5.97157530156455e-05,2.5784493205786e-05,0,0,0,0
145,0,0,0,0,0,0
148,0,0,0,0,0,0
151,0,0,0,0,0,0
154,0,0,0,0,0,0
157,0,0,0,0,0,0
