"year","n","n.var","b","b.var"
1970,36.1808282894313,30.8649691797864,9.3079609943891,1.99704615311212
1971,32.1494695700299,110.952850561398,10.3157057263074,5.73070731376913
1972,28.709613555732,26.9499543057328,7.98661980126488,1.33319425935005
1973,24.8659910535607,30.1575188679748,7.23832647216724,2.02854164636018
1974,48.3772975508229,48.7932897517812,13.388282318378,7.25133924307446
1975,35.0310152549613,44.5927737747498,11.4350563482796,4.17176161662136
1976,40.7998076456935,146.14114732716,14.5301199319477,14.1857532576338
1977,22.6846489395452,18.4649057698504,6.5681747635713,1.66671365163961
1978,25.9789870323152,32.1242130076154,7.56587768354819,2.69369985622758
1979,37.7966062112275,18.323267858563,12.6646871191058,3.98348208703809
1980,38.4125006987042,181.373939001322,14.4827680171754,26.1482901184067
1981,33.2444639510002,46.2379746752845,12.271232769359,6.97510079009115
1982,33.5938328384326,22.8703710049597,10.1863639413211,2.06509371714224
1983,32.9423761623167,50.864808422535,8.8535997986661,3.40198573486013
1984,35.9981890703644,57.3923130990405,9.567093525627,4.04930999783862
1985,27.716996687312,35.5607725501537,9.49758607138396,8.20017840904284
1986,25.6413711849985,17.5366047197253,5.76775227239422,0.762837749725377
1987,23.4853580243929,13.6901934762028,6.47789804129116,0.939025144139445
1988,22.3647785895232,10.9077142784085,5.25207987911834,0.491574499539226
1989,26.8555519372927,46.6374245260432,7.73809044301333,6.97330223630914
1990,27.4718862274267,24.7369407334647,6.37222631966463,1.91202918397635
1991,35.201833024775,24.7580303876034,6.86181035514482,0.649183110787145
1992,22.1823158421325,5.5484575114226,5.25433176929883,0.411104860242531
1993,19.4238786535167,6.19342119917779,3.64026638431255,0.244670055208042
1994,23.0629666750217,10.2082026478706,3.36252454022648,0.149249130724257
1995,31.3064997573711,33.7896814370599,4.97585352734667,0.408146845847352
1996,25.5524263720716,10.5701659570362,4.16980817277943,0.266362220776665
1997,21.4590070275548,4.58684905174513,3.91423876067891,0.280191076215508
1998,30.7477635442104,21.5266337501312,5.12526379837921,0.820075782886469
1999,27.0890571988579,14.9253239721547,4.55441974275602,0.67359623570954
2000,25.8708511878521,10.9997474129322,4.11452333049395,0.430923736461642
2001,16.8736411835764,5.23458176077776,2.5427942122899,0.150482370427998
2002,22.2605276250964,17.0412236212208,3.62059225910768,0.508002278800882
2003,27.3637257865912,15.2244657399645,4.82027278925652,0.712111531918204
2004,28.9656956719864,40.0972148006755,4.47557165634405,1.20332209084833
2005,34.005946420173,22.2298784545713,4.936754169937,0.719498244560939
2006,32.0662572626806,88.8672712317711,6.6349939894734,5.14585684299527
2007,25.8198184681702,9.00547201061866,4.4346465525898,0.487029148068307
2008,26.1174337031423,13.2022623063305,4.04768481729717,0.558300332926979
2009,21.3912950172489,7.45593476399063,3.30132897342882,0.209369687944418
2010,18.7309316214274,20.2032981116934,3.07982607634467,0.682486696354485
2011,14.583579416279,3.68892269151251,2.30816998159737,0.127441883467592
2012,13.7341040777041,5.56289870515545,2.04435352261784,0.134052306176641
2013,26.3312276409461,70.5174716385507,4.68686204730515,3.423466776196
2014,6.68359381541668,0.634702046815294,0.91859344978359,0.0172215798577246
2015,10.3120004212337,5.27376353810052,1.40155770868511,0.149479973815297
2016,7.40101787305119,1.84811631104651,0.899739322050486,0.0186550133346991
2017,7.39573389160085,2.72979636688364,1.42425212833385,0.232453477743804
2018,0.901433094891582,0.191463944653976,0.116729810953168,0.00261992669080114
2019,10.3325406101683,2.94424603920904,1.27350468093761,0.0866569401725342
2020,16.3349233595581,8.35534667607474,1.15084855742258,0.0265849274364886
