"year","area.occupied","D75","D95","Gini"
"1970",10.4141928571429,9.006,14.121,0.722830700758421
"1971",8.1311,9.365,14.534,0.734228847903784
"1972",13.1925357142857,14.443,23.214,0.535006228800296
"1973",18.8416166666667,11.386,24.086,0.658918772501564
"1974",15.2732380952381,11.782,18.9,0.663247446456525
"1975",15.3024333333333,10.283,26.733,0.64176591173047
"1976",10.2619833333333,8.336,17.945,0.725656909258201
"1977",16.1060928571429,13.318,21.868,0.613882417254668
"1978",10.4614095238095,4.834,13.75,0.77744390522959
"1979",9.96785952380952,9.963,16.227,0.708199089220278
"1980",10.3245952380952,11.016,14.528,0.697810969335187
"1981",13.9433595238095,14.037,21.569,0.611255051631275
"1982",13.5900404761905,11.957,19.741,0.628364420465546
"1983",8.6137619047619,6.331,14.743,0.781938855337755
"1984",13.8498642857143,16.34,22.819,0.570093121464975
"1985",11.4831619047619,15.593,22.579,0.544265534721296
"1986",12.8798071428571,19.569,26.867,0.414249401315285
"1987",10.3321404761905,8.94,17.839,0.734967705612252
"1988",9.70792380952381,11.018,19.352,0.660634309366279
"1989",7.03685833333333,9.456,13.353,0.752472115576676
"1990",4.36735833333333,3.294,10.451,0.857482567918955
"1991",7.52108452380952,5.537,11.801,0.78631393346095
"1992",5.93753333333333,8.715,16.262,0.720175526581003
"1993",7.28276785714286,4.87,11.92,0.780303629818661
"1994",11.0362714285714,11.018,22.194,0.652851683864574
"1995",17.1223797619048,9.683,20.883,0.656765338098476
"1996",12.6580357142857,11.771,20.984,0.682427022707607
"1997",14.492958974359,11.381,23.026,0.615538259679892
"1998",16.2848563492064,9.37,23.12,0.65409731887213
"1999",16.3196626623377,10.423,16.875,0.729955007012624
"2000",15.8112007575758,12.347,18.919,0.659571034319439
"2001",12.1878154761905,9.947,17.89,0.711605013913992
"2002",12.9879345238095,10.501,18.65,0.667015660233585
"2003",10.8281511904762,8.971,19.323,0.70657482599925
"2004",8.57719285714286,6.268,14.82,0.77328474138888
"2005",12.2068416666667,12.217,20.08,0.659907872838278
"2006",9.31684123376623,6.252,13.97,0.773572239309146
"2007",9.49057976190476,5.506,15.723,0.778691496540585
"2008",10.7557333333333,7.835,16.75,0.7278758785026
"2009",8.08429404761905,10.829,15.166,0.678389508271037
"2010",8.65394523809524,11.696,15.345,0.681428105316785
"2011",9.34005238095238,9.868,19.106,0.675428489955815
"2012",7.17627142857143,8.31,14.084,0.733570994939522
"2013",7.65232738095238,7.66,15.711,0.775920718457371
"2014",9.34207380952381,9.758,19.929,0.671841461763701
"2015",10.4026134920635,8.268,17.053,0.700925835115752
"2016",9.41184444444444,10.618,19.789,0.681450870818342
"2017",9.77434285714286,6.125,11.809,0.794856649496392
"2018",9.37576904761905,7.248,13.267,0.444987371500096
"2019",12.0134944444444,10.878,23.891,0.633862965653976
"2020",14.3778261904762,12.252,23.631,0.600352786865404
