"temperature","cum.catch","cum"
-1,0,0
-0.9,0,0
-0.8,0,0
-0.7,0,0.00790844620301916
-0.6,0,0.00790844620301916
-0.5,0,0.032536213522984
-0.4,0.0784674964861456,0.0874913781461612
-0.3,0.0784674964861456,0.106613110831333
-0.2,0.132533638372385,0.136894878574726
-0.1,0.313275076886155,0.189910126344017
0,0.313275076886155,0.301781815288627
0.1,0.470210069858446,0.364737904732721
0.2,0.526323102233851,0.447231372518249
0.3,0.877696558549876,0.609702483183086
0.4,0.958584024087252,0.721311725940093
0.5,1.16001619798904,1.0362822116391
0.6,1.82116434679066,1.30186408495077
0.7,2.69757630510251,1.83429731078342
0.8,3.31456455616114,2.39936463335151
0.9,3.89673651081564,2.83169200953468
1,4.45424879750711,3.3411158577185
1.1,5.16352238500343,4.29999711851347
1.2,5.78199740454791,5.07285191916104
1.3,6.67290901075839,6.08406571810962
1.4,7.43529454817735,6.71769412888795
1.5,7.98757938088893,7.60440916389305
1.6,8.94582301926524,8.50542607448276
1.7,9.70704041745677,9.12915421203883
1.8,10.167810759428,9.77276523076753
1.9,10.8083916920952,10.3114203088781
2,11.5996106565994,11.1204946142872
2.1,13.0267258970158,11.8691678161422
2.2,14.3472621712945,13.0849596314892
2.3,15.8802243372106,14.182631842747
2.4,17.2697675414658,15.154371223122
2.5,18.2264639896931,16.3210143354772
2.6,19.389304493229,17.3085583009909
2.7,19.8981130694545,18.3098377057576
2.8,21.2471162463392,19.2957921215022
2.9,22.0164118037199,20.1205606610787
3,22.9503946424295,21.1610968198513
3.1,24.1236803373828,22.0483253995966
3.2,25.6925572872572,22.9478431880607
3.3,26.7227683619791,23.942983293096
3.4,27.4190161299503,24.6778382539457
3.5,28.7095483171153,25.7195295146933
3.6,29.3938276575942,26.4799567119286
3.7,31.4867851897707,27.6927430962046
3.8,32.3461439286746,28.6798033094059
3.9,33.0955590736375,29.3620412718151
4,34.1946707005297,30.2780367744629
4.1,34.6583080336129,31.1242261321099
4.2,35.1340537826761,32.0267075847771
4.3,36.0106060655822,32.7663478659113
4.4,37.6540120898749,33.5694464928167
4.5,39.0850182555306,34.5856967949344
4.6,39.7587174729844,35.2430609269945
4.7,40.981021153551,36.1888940322181
4.8,41.8537144260875,36.9328844762453
4.9,42.7930773418251,37.9868961739163
5,43.6791843011485,39.0787637688985
5.1,44.1377911235665,39.9244660447754
5.2,46.0393641517399,41.2959978463954
5.3,46.838932513631,42.3579218181389
5.4,48.4782255988571,43.3787585223244
5.5,50.0649100693901,44.5252270562986
5.6,51.125026919983,45.4115979392066
5.7,52.0173006895422,46.9198511040819
5.8,53.2131047006774,47.8597322478872
