"year","area.occupied","D75","D95","Gini"
"1970",21.0322261904762,3.608,18.267,0.798281684775707
"1971",14.6239333333333,7.309,14.256,0.755932136480532
"1972",18.3399666666667,7.997,18.044,0.71962988842866
"1973",23.7841666666667,9.365,25.014,0.670154908197696
"1974",25.5362595238095,8.995,20.658,0.688254561719432
"1975",17.8246,3.35,15.275,0.809360517391921
"1976",21.4868,9.984,22.678,0.676608867066879
"1977",22.9591333333333,10.107,24.662,0.660993077965202
"1978",23.9858523809524,10.723,23.937,0.652801608566819
"1979",22.0257666666667,10.198,22.045,0.65198176054804
"1980",19.5707666666667,11.881,19.898,0.643411643981078
"1981",22.1648214285714,7.532,22.51,0.719719640824609
"1982",22.58035,13.11,22.281,0.635303733917424
"1983",19.67685,4.233,15.475,0.782338678736356
"1984",27.4388095238095,9.736,22.857,0.659027843296409
"1985",22.7940333333333,6.145,15.571,0.791993197697697
"1986",25.7308404761905,11.293,18.22,0.698491356400434
"1987",23.2129785714286,10.13,22.693,0.683452206170449
"1988",19.3780654761905,8.912,19.935,0.684718042684635
"1989",21.1584095238095,12.801,22.525,0.640645436024928
"1990",21.2190416666667,6.153,16.917,0.762271830908802
"1991",17.1524674603175,4.037,13.468,0.816989266903628
"1992",15.9013357142857,2.264,10.494,0.861425758785265
"1993",18.1527107142857,10.032,18.457,0.715865030825225
"1994",18.2961166666667,8.733,20.791,0.683581987942301
"1995",18.8041142857143,4.373,15.396,0.794217683459397
"1996",21.4072083333333,4.77,12.822,0.814228717231808
"1997",16.5018224358974,5.606,13.333,0.79612080506059
"1998",20.4243103174603,8.197,18.238,0.731329717176341
"1999",22.9871023809524,10.463,20.105,0.692571192499115
"2000",26.1470122655123,10.879,22.166,0.635706512086816
"2001",21.1457083333333,4.274,15.063,0.78467828521084
"2002",21.4815531385281,8.57,21.314,0.714686746824845
"2003",17.7035777777778,6.347,16.635,0.773455984755195
"2004",15.4782777777778,8.543,16.688,0.723350320290877
"2005",18.5516071428571,3.188,12.902,0.816879039013206
"2006",20.7187305194805,7.802,20.654,0.744117485288198
"2007",19.075519047619,5.875,18.409,0.732521137850195
"2008",21.1801083333333,5.304,15.891,0.799035215314553
"2009",22.0408226190476,6.966,14.072,0.767993016838638
"2010",20.5136586580087,7.501,19.011,0.7433375145473
"2011",21.9726905372405,11.276,24.343,0.660931229326957
"2012",18.1072079365079,6.11,16.006,0.764114770272333
"2013",16.9718166666667,4.274,20.35,0.759309306229551
"2014",18.7409368686869,8.338,18.453,0.734744118721885
"2015",23.5144817460317,11.394,27.168,0.629119521648106
"2016",22.6386952380952,11.465,21.063,0.699080085993096
"2017",18.5028857142857,8.465,18.681,0.702916765305441
"2018",10.8401547619048,3.846,8.334,0.666772793629264
"2019",16.3788857142857,4.378,18.612,0.782542953528997
"2020",18.659730952381,7.722,16.207,0.751497679010276
