"year","area.occupied","D75","D95","Gini"
"1974",7.19906666666667,7.073,7.073,0.785486562111921
"1975",5.2453,3.148,4.171,0.848311652486085
"1976",3.42633333333333,3.925,8.096,0.783839076666112
"1977",0.341,1.023,1.023,0.959106172049888
"1979",4.04233333333333,3.148,6.782,0.830283374228677
"1980",0.76725,1.023,1.023,0.959106172049888
"1981",2.51913333333333,1.023,1.023,0.932037767849315
"1982",3.01186666666667,1.023,5.948,0.898853058250444
"1983",6.51933333333333,4.948,10.364,0.758577497696148
"1984",0.25575,1.023,1.023,0.958974153315554
"1985",4.20465,4.171,8.096,0.785464513082065
"1986",4.87463333333333,3.148,5.171,0.827170565524492
"1987",2.98581666666667,1.023,5.171,0.911924163163877
"1988",6.50021904761905,7.073,8.096,0.756573877881921
"1989",3.39583333333333,1.023,4.948,0.915485641302312
"1990",4.66534523809524,1.023,8.096,0.858667666532344
"1991",6.93675,3.148,7.073,0.780830682944237
"1992",3.82358333333333,1.023,8.096,0.877363687824837
"1993",7.37491111111111,1.023,5.171,0.878732267686815
"1994",7.08535714285714,1.023,4.948,0.896932732031479
"1995",9.34788095238095,1.023,4.171,0.870151120740539
"1996",8.566375,1.023,6.759,0.843784217351272
"1997",5.99877142857143,1.023,4.948,0.899602284690477
"1998",7.61924166666667,3.148,9.51,0.760658941812699
"1999",6.26583333333333,1.023,8.096,0.871572760449264
"2000",5.66634087301587,3.148,10.212,0.788580678076361
"2001",3.6454,1.023,8.096,0.873180352208928
"2002",5.83331111111111,7.073,8.997,0.769650944689068
"2003",5.18642976190476,1.023,4.171,0.88555107547742
"2004",3.71096666666667,3.925,8.096,0.782734634912922
"2005",7.5272619047619,3.148,8.096,0.772912697063501
"2006",6.30015,3.148,4.171,0.822659743157502
"2007",5.98571666666667,1.023,4.171,0.899593005036737
"2008",3.13476666666667,3.148,3.148,0.86801212960561
"2009",1.80177777777778,3.148,5.171,0.843349003355642
"2010",0.356818181818182,3.925,3.925,0.84310041573393
"2011",4.55024157509158,1.023,6.266,0.909891608997737
"2012",5.90187777777778,3.925,8.096,0.770399143991474
"2013",6.258,1.023,4.171,0.877792524377091
"2014",1.915,3.148,3.148,0.868785297027693
"2015",0.987273809523809,1.023,2.341,0.930409496169655
"2016",2.09726731601732,1.023,8.096,0.858624016505454
"2017",2.59046666666667,2.023,7.385,0.898427364669886
"2019",3.46551587301587,3.148,8.073,0.818165884283748
"2020",1.64005357142857,1,4.148,0.855397176882089
