"year","area.occupied","D75","D95","Gini"
"1970",2.80917857142857,4.374,5.716,0.870274696183313
"1971",1.60016666666667,1.239,5.003,0.920790572544051
"1972",3.01882857142857,2.655,5.725,0.870862928216118
"1973",5.25041666666667,3.892,9.024,0.847169945054106
"1974",4.52664285714286,5.508,6.779,0.837440105449629
"1975",4.8245,4.365,7.871,0.843754417094326
"1976",3.06516666666667,3.077,5.164,0.878856844591447
"1977",4.69539285714286,4.211,11.459,0.82725623367122
"1978",5.49037619047619,7.445,11.248,0.738609655689694
"1979",1.88270952380952,0.584,4.003,0.947661396155709
"1980",3.73135238095238,4.505,6.68,0.835709644502545
"1981",5.97142857142857,3.759,9.716,0.835527535930794
"1982",7.75945952380952,8.834,17.231,0.753962084215623
"1983",7.55766666666667,5.368,13.345,0.771289922133212
"1984",8.36980952380952,11.42,15.563,0.67602177586624
"1985",4.07730952380952,3.888,9.647,0.846907090110268
"1986",7.34386904761905,5.351,12.103,0.841759220752462
"1987",5.73100714285714,5.797,9.04,0.821870308950302
"1988",7.89833333333333,10.036,15.713,0.686045757962077
"1989",9.10987619047619,12.244,19.927,0.637565458241057
"1990",7.7235253968254,9.005,16.485,0.750389933877117
"1991",5.30936468253968,6.013,12.875,0.803381265646862
"1992",7.051075,6.22,14.41,0.801408034221287
"1993",5.67758333333333,2.907,9.375,0.861790442559846
"1994",5.68689285714286,3.802,10.011,0.861091248339038
"1995",12.2677571428571,2.374,10.167,0.866149558564448
"1996",9.35740238095238,2.203,8.261,0.886088724939882
"1997",9.91811547619048,3.827,12.045,0.839312153054663
"1998",10.9420952380952,2.539,12.381,0.859844469573108
"1999",12.8126773809524,7.275,16.167,0.705857691854299
"2000",7.21332380952381,4.27,13.945,0.817623861681332
"2001",9.37291742424242,8.159,19.198,0.743108247730851
"2002",7.12203531746032,3.888,8.705,0.840832214351524
"2003",6.60448961038961,5.142,14.239,0.796566459806208
"2004",7.7560873015873,3.082,10.707,0.863182925722371
"2005",7.73911825396825,2.89,8.943,0.870639763121766
"2006",7.37505833333333,6.299,15.747,0.806319364425883
"2007",7.13054761904762,2.668,7.031,0.880922448596133
"2008",8.39580833333333,5.038,11.386,0.806538363860584
"2009",8.2806619047619,3.454,9.887,0.856236867429634
"2010",7.40250714285714,5.886,13.13,0.801089692879953
"2011",13.4753533577534,10.798,22.804,0.68740363120028
"2012",5.66476071428571,2.374,7.825,0.883856258291577
"2013",3.37983571428571,2.19,6.525,0.898594860395138
"2014",5.18931666666667,5.533,7.592,0.837043894956475
"2015",4.44995476190476,1.687,6.751,0.901917694046821
"2016",5.67895952380952,3.803,11.184,0.834915154565816
"2017",4.15161666666667,1.001,9.191,0.906824985310799
"2018",4.45179523809524,2.792,8.649,0.724726409569908
"2019",4.37296587301587,2.482,11.252,0.866171193436261
"2020",3.82852619047619,7.443,10.429,0.796220027375285
