"year","area.occupied","D75","D95","Gini"
"1970",13.4828904761905,4.374,9.277,0.843609242680579
"1971",13.61625,3.077,7.694,0.861254040593974
"1972",9.41876666666667,4.339,9.856,0.819910188311227
"1973",14.7884166666667,5.99,11.367,0.794664664918356
"1974",12.93345,5.99,12.269,0.784455001432019
"1975",18.8268333333333,4.339,11.805,0.832215754857703
"1976",13.16065,5.99,15.338,0.772603278783416
"1977",12.9087238095238,4.396,10.701,0.834825224732195
"1978",15.2390666666667,1.449,12.737,0.863715896651501
"1979",12.7497642857143,3.229,11.055,0.8536471204518
"1980",13.0382166666667,8.221,15.349,0.713485763403097
"1981",15.4916642857143,7.025,15.519,0.736120791470693
"1982",19.6029880952381,11.87,21.834,0.645133370961643
"1983",10.042730952381,5.011,11.796,0.833633094861641
"1984",13.8803238095238,5.964,12.056,0.782173486760777
"1985",12.3803571428571,5.69,12.986,0.834932357787545
"1986",15.4604285714286,4.365,12.955,0.838210594634618
"1987",12.5788428571429,10.144,18.308,0.710087078432871
"1988",15.1698535714286,4.35,12.784,0.823673883888167
"1989",14.0505083333333,5.34,12.83,0.781081322526953
"1990",14.6570170634921,5.633,13.657,0.795458900929405
"1991",16.8487964285714,5.602,14.306,0.787199185136237
"1992",15.4681952380952,5.978,12.734,0.776179452079044
"1993",17.0130170634921,4.963,12.623,0.821157103073585
"1994",17.1151654761905,6.631,14.476,0.752861287233593
"1995",16.9417154761905,4.514,17.988,0.807501632706523
"1996",16.2344988095238,5.544,17.648,0.789064936013204
"1997",15.3137632783883,5.652,14.365,0.809525566542543
"1998",17.2370825396825,8.314,19.639,0.733933109891726
"1999",18.2453814935065,7.226,18.604,0.788276083575531
"2000",18.8795294372294,5.296,15.812,0.806967801333919
"2001",14.0223884199134,5.746,16.879,0.78377964924384
"2002",14.8750761904762,7.181,16.745,0.745526934031044
"2003",16.0988858225108,7.335,18.971,0.73345944671098
"2004",15.9342630952381,4.957,17.701,0.770278784113232
"2005",17.0985654761905,0.499,10.894,0.915221745063656
"2006",16.3588111471861,4.903,15.571,0.813958676228369
"2007",17.4109678571429,7.025,15.157,0.762430541361793
"2008",14.6435833333333,7.419,15.185,0.730297691588651
"2009",14.7868714285714,7.244,13.381,0.800038776093936
"2010",15.3782511904762,7.358,16.363,0.771970513187408
"2011",14.2182103174603,8.376,15.819,0.757876749554019
"2012",14.1279968253968,6.582,13.877,0.777957587053248
"2013",15.3697731601732,5.554,15.497,0.782237643855434
"2014",14.6950350649351,9.591,18.444,0.734238104899595
"2015",16.2172912698413,8.651,16.622,0.722063729453622
"2016",14.9767166666667,8.103,14.373,0.742362571447889
"2017",14.8674047619048,6.876,12.626,0.757580543663483
"2018",4.25143333333333,0.601,3.647,0.886549660499754
"2019",13.983053968254,11.774,19.173,0.652128539864107
"2020",16.718475,7.074,20.224,0.730161904011697
