"year","area.occupied","D75","D95","Gini"
"1970",5.13928571428571,4.693,8.704,0.828667511222016
"1971",4.8155,3.571,7.674,0.837378614685575
"1972",4.01461904761905,3.491,6.852,0.858296725306346
"1973",7.23923333333333,5.035,11.242,0.820575923227227
"1974",4.70108333333333,3.155,8.246,0.861505252873831
"1975",4.6385,2.122,4.923,0.866430194153503
"1976",2.72875,2.2,6.896,0.889156708133561
"1977",4.30182857142857,3.738,6.495,0.873952966654987
"1978",5.37316666666667,4.717,9.021,0.835529570514024
"1979",8.39596428571429,1.613,10.014,0.865590336035258
"1980",7.92229523809524,3.649,11.879,0.80708423975307
"1981",4.66771428571429,3.738,9.619,0.838336583851581
"1982",7.86299285714286,5.047,14.999,0.801686723775007
"1983",3.88557142857143,3.738,6.798,0.86131468726397
"1984",5.21792857142857,3.077,10.144,0.836818031880847
"1985",6.18659523809524,4.322,9.713,0.818966199680848
"1986",7.20031904761905,4.756,12.474,0.814169019065159
"1987",4.78365476190476,4.838,8.838,0.822818289592589
"1988",7.03311785714286,4.365,9.287,0.825687473621489
"1989",5.71205238095238,3.531,11.243,0.829004518134776
"1990",6.22293134920635,3.123,13.368,0.829653310441746
"1991",8.24754523809524,5.639,12.116,0.767154073197882
"1992",7.77431904761905,4.739,14.542,0.795753150354078
"1993",6.92562738095238,4.222,9.831,0.840603136891047
"1994",6.3074880952381,4.414,9.502,0.844440257503058
"1995",7.68499880952381,2.233,17.34,0.841700123192909
"1996",5.74715833333333,1.492,7.908,0.897899374656006
"1997",5.1578445054945,4.739,7.714,0.842561802704282
"1998",6.54342142857143,5.154,10.888,0.814690085611465
"1999",3.13771818181818,1.446,7.568,0.908543075190874
"2000",4.16921266233766,0.908,7.27,0.921522281005483
"2001",4.10841937229437,4.326,12.399,0.859328673655043
"2002",3.49199480519481,4.437,11.538,0.836932421463953
"2003",7.21421414141414,4.821,9.472,0.838931651873513
"2004",4.82049325396825,2.947,6.687,0.905390023610174
"2005",5.27243888888889,3.029,9.74,0.847902162407151
"2006",2.83420714285714,0.417,2.789,0.962297715507782
"2007",2.92359047619048,5.009,9.755,0.854820343462397
"2008",3.181175,0.584,5.978,0.943148485685415
"2009",2.9896869047619,0.417,3.392,0.959343636314751
"2010",2.79195833333333,1.001,5.429,0.936515846329153
"2011",5.90865952380952,2.292,8.517,0.869868952646451
"2012",5.31900238095238,2.292,3.334,0.916854684789976
"2013",3.68969285714286,2.247,5.307,0.905526413280115
"2014",2.72125238095238,3.622,6.692,0.865933450002559
"2015",4.63639285714286,5.88,11.659,0.807972406684166
"2016",2.46664285714286,2.979,5.19,0.871512869434716
"2017",3.33790952380952,3.715,8.636,0.869946106888178
"2018",1.2475,0.655,3.572,0.844272246447923
"2019",1.99918253968254,4.947,6.797,0.848188627820799
"2020",1.23133333333333,0.655,3.361,0.946297536042985
