"salinity","cum.catch","cum"
30,0,0
30.01,0,0
30.02,0,0
30.03,0,0
30.04,0,0
30.05,0,0
30.06,0,0
30.07,0,0
30.08,0,0
30.09,0,0.0116459592358602
30.1,0,0.0116459592358602
30.11,0,0.0116459592358602
30.12,0,0.0116459592358602
30.13,0,0.0116459592358602
30.14,0,0.0116459592358602
30.15,0,0.0116459592358602
30.16,0,0.0116459592358602
30.17,0,0.0116459592358602
30.18,0,0.0116459592358602
30.19,0,0.0116459592358602
30.2,0,0.0116459592358602
30.21,0,0.0116459592358602
30.22,0,0.0116459592358602
30.23,0,0.0116459592358602
30.24,0,0.0116459592358602
30.25,0,0.0116459592358602
30.26,0,0.0116459592358602
30.27,0,0.0116459592358602
30.28,0,0.0116459592358602
30.29,0,0.0116459592358602
30.3,0,0.0116459592358602
30.31,0,0.0116459592358602
30.32,0,0.0116459592358602
30.33,0,0.0116459592358602
30.34,0,0.0116459592358602
30.35,0,0.0116459592358602
30.36,0,0.0149917596793117
30.37,0,0.0149917596793117
30.38,0,0.0149917596793117
30.39,0,0.0149917596793117
30.4,0,0.0149917596793117
30.41,0,0.0149917596793117
30.42,0,0.0149917596793117
30.43,0,0.0149917596793117
30.44,0,0.0149917596793117
30.45,0,0.0149917596793117
30.46,0,0.0198388808345684
30.47,0,0.0198388808345684
30.48,0,0.0198388808345684
30.49,0,0.0198388808345684
30.5,0,0.0198388808345684
30.51,0,0.0198388808345684
30.52,0,0.0198388808345684
30.53,0,0.0198388808345684
30.54,0,0.0198388808345684
30.55,0,0.0198388808345684
30.56,0,0.025315126859534
30.57,0,0.025315126859534
30.58,0,0.025315126859534
30.59,0.0141082697854604,0.0396949196201289
30.6,0.0141082697854604,0.0396949196201289
30.61,0.0141082697854604,0.0637466902072119
30.62,0.0141082697854604,0.0637466902072119
30.63,0.0141082697854604,0.0637466902072119
30.64,0.0141082697854604,0.0637466902072119
30.65,0.0141082697854604,0.0637466902072119
30.66,0.0141082697854604,0.0743159880183203
30.67,0.0141082697854604,0.0743159880183203
30.68,0.0141082697854604,0.0743159880183203
30.69,0.0141082697854604,0.0743159880183203
30.7,0.0938345523254352,0.0958492165133546
30.71,0.0938345523254352,0.0958492165133546
30.72,0.0938345523254352,0.0958492165133546
30.73,0.0938345523254352,0.0958492165133546
30.74,0.0938345523254352,0.0958492165133546
30.75,0.0938345523254352,0.0958492165133546
30.76,0.0938345523254352,0.0958492165133546
30.77,0.0938345523254352,0.0958492165133546
30.78,0.0938345523254352,0.0958492165133546
30.79,0.179214730599321,0.118909502646682
30.8,0.179214730599321,0.118909502646682
30.81,0.179214730599321,0.118909502646682
30.82,0.179214730599321,0.125929964260933
30.83,0.179214730599321,0.125929964260933
30.84,0.179214730599321,0.125929964260933
30.85,0.179214730599321,0.133064812215131
30.86,0.179214730599321,0.133064812215131
30.87,0.179214730599321,0.155570324599715
30.88,0.179214730599321,0.155570324599715
30.89,0.179214730599321,0.155570324599715
30.9,0.179214730599321,0.155570324599715
30.91,0.179214730599321,0.178851519352066
30.92,0.179214730599321,0.178851519352066
30.93,0.179214730599321,0.180910473471113
30.94,0.179214730599321,0.189846906279477
30.95,0.179214730599321,0.189846906279477
30.96,0.204962984696519,0.196801238290946
30.97,0.204962984696519,0.196801238290946
30.98,0.280655307920726,0.217244936897984
30.99,0.280655307920726,0.234081176308942
31,0.334721253080874,0.248683818171113
31.01,0.334721253080874,0.254367389437232
31.02,0.334721253080874,0.261369153284376
31.03,0.334721253080874,0.270174858847087
31.04,0.334721253080874,0.270174858847087
31.05,0.407777209193201,0.302431806712158
31.06,0.491791558722378,0.394080287021617
31.07,0.491791558722378,0.411938854345852
31.08,0.491791558722378,0.41853930361811
31.09,0.491791558722378,0.41853930361811
31.1,0.491791558722378,0.432410434623253
31.11,0.505899828507838,0.436220929572739
31.12,0.505899828507838,0.436220929572739
31.13,0.610110444165169,0.488071304251243
31.14,0.610110444165169,0.515808970381798
31.15,0.610110444165169,0.518897401560369
31.16,0.682022915747043,0.53832020208338
31.17,0.682022915747043,0.558721822858224
31.18,0.682022915747043,0.578099583759881
31.19,0.773660495479245,0.620692767268418
31.2,0.773660495479245,0.620692767268418
31.21,0.828823036253916,0.635591588046523
31.22,0.828823036253916,0.651521315713401
31.23,0.918713625731258,0.675799816367164
31.24,0.918713625731258,0.684902109368452
31.25,0.918713625731258,0.684902109368452
31.26,0.918713625731258,0.70173834877941
31.27,0.968304326374898,0.759120971128478
31.28,0.968304326374898,0.76264907480122
31.29,1.0439966495991,0.783092773408258
31.3,1.0439966495991,0.797307063433242
31.31,1.0771100557935,0.859192456393351
31.32,1.09366675889069,0.906761683994461
31.33,1.14882929966536,0.94494384426879
31.34,1.14882929966536,0.953880277077154
31.35,1.14882929966536,0.989465867434685
31.36,1.14882929966536,1.00307784188839
31.37,1.19002650622088,1.05429051272168
31.38,1.19002650622088,1.11620416183124
31.39,1.25111822604235,1.15912895573876
31.4,1.25111822604235,1.19860225182524
31.41,1.25111822604235,1.2520556523318
31.42,1.3256247134572,1.29911276275677
31.43,1.35154858283351,1.3341478609971
31.44,1.35154858283351,1.39498198902341
31.45,1.35154858283351,1.41028766121519
31.46,1.35154858283351,1.49369709091088
31.47,1.41876006245685,1.59426675251671
31.48,1.44194738765772,1.61077055662719
31.49,1.44194738765772,1.63777717148869
31.5,1.44194738765772,1.67330383245502
31.51,1.44194738765772,1.70907816027346
31.52,1.44194738765772,1.74845565780024
31.53,1.44194738765772,1.80882713393373
31.54,1.44194738765772,1.84551119061206
31.55,1.55223011792816,1.88704344081759
31.56,1.61091310876186,1.90289309804651
31.57,1.72573801369493,1.94073352913024
31.58,1.88812491738478,2.0094751235587
31.59,1.88812491738478,2.02876556274548
31.6,1.88812491738478,2.07596279643689
31.61,1.97187457142079,2.11962799442512
31.62,2.05160085396077,2.19244061911842
31.63,2.05160085396077,2.26695474061843
31.64,2.1016680064921,2.35518521410735
31.65,2.28213209981914,2.45379517557453
31.66,2.40099096406798,2.55560306931028
31.67,2.49262854380018,2.68124859968126
31.68,2.50918524689737,2.72431321831944
31.69,2.5822412030097,2.85482135966254
31.7,2.65339135157127,2.90305807921821
31.71,2.65339135157127,2.94188693083588
31.72,2.70940091792406,2.99746049422335
31.73,2.90860280521194,3.14880160518662
31.74,3.08258185895654,3.29722998375122
31.75,3.38634640690765,3.423026361108
31.76,3.56122807228393,3.57987076569953
31.77,3.64520838953542,3.73200650426812
31.78,3.71621295557575,3.9296764659587
31.79,3.83414803255346,4.0088823678791
31.8,3.94314434272713,4.09630733684734
31.81,3.99273504337077,4.13102001644815
31.82,4.30702123717502,4.26513192326177
31.83,4.53863641107788,4.45299208179929
31.84,4.66727842075394,4.56842726958785
31.85,4.74700470329391,4.74057528983104
31.86,4.90989830978495,4.89092035450438
31.87,5.04010466982558,5.14102715917056
31.88,5.17481955038758,5.31069657041003
31.89,5.3622504290946,5.41102850588138
31.9,5.49237473353236,5.50359171945311
31.91,5.60582057494606,5.67711490892554
31.92,5.81482413634568,5.858694644616
31.93,5.84791107299076,6.0072381755005
31.94,5.94444022543657,6.14984076585401
31.95,6.07812909584888,6.33649212291365
