"temperature","cum.catch","cum"
-1,0,0
-0.9,0,0
-0.8,0,0
-0.7,0.0470016452611171,0.00890101292552528
-0.6,0.0470016452611171,0.00890101292552528
-0.5,0.0470016452611171,0.013878459353479
-0.4,0.0470016452611171,0.0668206669758833
-0.3,0.0470016452611171,0.0773480729831606
-0.2,0.203242634372312,0.129808506923104
-0.1,0.250244279633429,0.177278676976482
0,0.392287011744146,0.289926692197277
0.1,0.43986771727488,0.338640511776608
0.2,0.673353090274005,0.416061522202827
0.3,0.739230596271987,0.577289485768554
0.4,0.8449842981095,0.690941687836141
0.5,0.934347586211557,0.915565208604009
0.6,1.2289820996954,1.20035311715619
0.7,1.73817912379623,1.64275049863668
0.8,2.39838303379199,2.22435180460946
0.9,2.63153375507685,2.69678481496878
1,2.97909212112471,3.21859176098029
1.1,3.71126307027848,4.18099018315273
1.2,4.21299623311185,4.7814086034449
1.3,4.93518215274635,5.94192524573006
1.4,5.59704168450556,6.61703169248548
1.5,6.10055714972723,7.39873231277924
1.6,7.17294668800488,8.25756850073043
1.7,8.06861388975929,8.99396828888671
1.8,8.53256041561102,9.64076463169759
1.9,8.85909964589811,10.2338235080055
2,9.70383693917089,11.2618776156278
2.1,10.6884824631709,12.0442289423522
2.2,11.6309500536178,13.2145450742848
2.3,12.4830673214121,14.3280900880119
2.4,13.2698802346998,15.3871671587754
2.5,15.0588670464224,16.6203804050579
2.6,16.3152803806155,17.7757034504127
2.7,17.1789874483887,18.7262708327019
2.8,18.1763153591844,19.693795831416
2.9,19.0100719042739,20.5333484580619
3,19.5681092779985,21.4993900733019
3.1,20.5689215774295,22.6107198877037
3.2,21.8719745994517,23.548713733043
3.3,22.8148329750063,24.511783864954
3.4,23.5059263662677,25.1645427674405
3.5,24.3882775095214,26.2856334803967
3.6,25.2627014895758,27.1260302282455
3.7,26.6744303728667,28.2813780099391
3.8,27.9704276869562,29.2159348800957
3.9,28.8752093582327,29.9845001745415
4,30.5062070044988,30.9033069286013
4.1,31.3933574461517,31.7188177704219
4.2,32.4120322508478,32.8019576921562
4.3,33.5494577093006,33.6897979008544
4.4,34.1858248020474,34.4818962575074
4.5,35.520801892466,35.7444828490525
4.6,36.0595159497908,36.4343492744903
4.7,36.7635636211748,37.3689289748707
4.8,37.154570308102,38.0249090941207
4.9,37.7244518278515,38.9731482596519
5,38.6878182298473,40.0089059142151
5.1,39.3778211829386,40.8411786451441
5.2,40.1914723042512,42.2876226438418
5.3,41.7385479447519,43.3309264425959
5.4,42.3947123990635,44.4195915993083
5.5,43.5409750783724,45.6994091251068
5.6,44.7980148325882,46.6617457159765
5.7,46.5164340170819,48.0835049328871
