"lengths","lf.1970","lf.1977","lf.1984","lf.1991","lf.1998","lf.2005"
4,0,0,0,0,0,6.73060743732122e-05
7,0,0,0,0.00039912193175015,0,0.00016826518593303
10,0,0,0,9.97804829375374e-05,0,0.000437489483425879
13,0,0,0.001284168042561,0.000299341448812612,0.000664180248301231,0.000134612148746424
16,0.00247218788627936,0,0.0339387268391121,0.000748353622031531,0.00781689061462218,0.00427393572269897
19,0.00494437577255871,0.00112739571589628,0.00678774536782242,0.00179604869287567,0.00582434986971849,0.0125862359077907
22,0.00432632880098887,0.00225479143179256,0.02568336085122,0.0221013769706645,0.040923721453022,0.0766952717482753
25,0.0203955500618047,0.0225479143179256,0.0539350577875619,0.123927359808421,0.220048025341031,0.258623590779068
28,0.11495673671199,0.153325817361894,0.155384333149881,0.449910197565356,0.506667347877178,0.271142520612485
31,0.26946847960445,0.450958286358512,0.381948266373143,0.302484534025145,0.204107699381801,0.054416961130742
34,0.38566131025958,0.285231116121759,0.320124747752706,0.0915984833366593,0.0137945128493333,0.0016489988221437
37,0.158220024721879,0.0800450958286359,0.0207301412584847,0.0065356216324087,0.000153272364992592,3.36530371866061e-05
40,0.0389369592088999,0.00450958286358512,0,4.98902414687687e-05,0,0
43,0.000618046971569839,0,0.000183452577508714,4.98902414687687e-05,0,0
46,0,0,0,0,0,0
49,0,0,0,0,0,0
52,0,0,0,0,0,0
55,0,0,0,0,0,0
58,0,0,0,0,0,0
61,0,0,0,0,0,0
64,0,0,0,0,0,0
67,0,0,0,0,0,0
70,0,0,0,0,0,0
73,0,0,0,0,0,0
76,0,0,0,0,0,0
79,0,0,0,0,0,0
82,0,0,0,0,0,0
85,0,0,0,0,0,0
88,0,0,0,0,0,0
91,0,0,0,0,0,0
94,0,0,0,0,0,0
97,0,0,0,0,0,0
100,0,0,0,0,0,0
103,0,0,0,0,0,0
106,0,0,0,0,0,0
109,0,0,0,0,0,0
112,0,0,0,0,0,0
115,0,0,0,0,0,0
118,0,0,0,0,0,0
121,0,0,0,0,0,0
124,0,0,0,0,0,3.36530371866061e-05
127,0,0,0,0,0,0
130,0,0,0,0,0,0
133,0,0,0,0,0,0
136,0,0,0,0,0,0
139,0,0,0,0,0,0
142,0,0,0,0,0,0
145,0,0,0,0,0,3.36530371866061e-05
148,0,0,0,0,0,0.000134612148746424
151,0,0,0,0,0,3.36530371866061e-05
154,0,0,0,0,0,0
157,0,0,0,0,0,3.36530371866061e-05
160,0,0,0,0,0,3.36530371866061e-05
163,0,0,0,0,0,3.36530371866061e-05
166,0,0,0,0,0,0
169,0,0,0,0,0,3.36530371866061e-05
172,0,0,0,0,0,0
175,0,0,0,0,0,3.36530371866061e-05
178,0,0,0,0,0,3.36530371866061e-05
181,0,0,0,0,0,0
184,0,0,0,0,0,3.36530371866061e-05
187,0,0,0,0,0,0
190,0,0,0,0,0,3.36530371866061e-05
193,0,0,0,0,0,3.36530371866061e-05
196,0,0,0,0,0,3.36530371866061e-05
199,0,0,0,0,0,0
202,0,0,0,0,0,6.73060743732122e-05
205,0,0,0,0,0,3.36530371866061e-05
208,0,0,0,0,0,6.73060743732122e-05
211,0,0,0,0,0,6.73060743732122e-05
214,0,0,0,0,0,0.000100959111559818
217,0,0,0,0,0,0.000471142520612485
220,0,0,0,0,0,0.000403836446239273
223,0,0,0,0,0,0.000403836446239273
226,0,0,0,0,0,0.000908632004038365
229,0,0,0,0,0,0.000639407706545516
232,0,0,0,0,0,0.00205283526838297
235,0,0,0,0,0,0.00191822311963655
238,0,0,0,0,0,0.00215379437994279
241,0,0,0,0,0,0.004442200908632
244,0,0,0,0,0,0.00319703853272758
247,0,0,0,0,0,0.00508160861517752
250,0,0,0,0,0,0.00743732121823995
253,0,0,0,0,0,0.0049806495036177
256,0,0,0,0,0,0.00740366818105334
259,0,0,0,0,0,0.00740366818105334
262,0,0,0,0,0,0.0128891132424701
265,0,0,0,0,0,0.0132256436143362
268,0,0,0,0,0,0.0126198889449773
271,0,0,0,0,0,0.0170284368164227
274,0,0,0,0,0,0.0146390711761737
277,0,0,0,0,0,0.0189803129732458
280,0,0,0,0,0,0.0197543328285378
283,0,0,0,0,0,0.0148746424364799
286,0,0,0,0,0,0.0208312300185092
289,0,0,0,0,0,0.015211172808346
292,0,0,0,0,0,0.020932189130069
295,0,0,0,0,0,0.015211172808346
298,0,0,0,0,0,0.0155140501430254
301,0,0,0,0,0,0.0143025408043076
304,0,0,0,0,0,0.0101295641931684
307,0,0,0,0,0,0.00918727915194346
310,0,0,0,0,0,0.00636042402826855
313,0,0,0,0,0,0.00450950698300522
316,0,0,0,0,0,0.00400471142520612
319,0,0,0,0,0,0.00252397778899546
322,0,0,0,0,0,0.00319703853272758
325,0,0,0,0,0,0.00137977452465085
328,0,0,0,0,0,0.000874978966851758
331,0,0,0,0,0,0.000740366818105334
334,0,0,0,0,0,0.000336530371866061
337,0,0,0,0,0,0.000302877334679455
340,0,0,0,0,0,0.000235571260306243
343,0,0,0,0,0,6.73060743732122e-05
346,0,0,0,0,0,3.36530371866061e-05
349,0,0,0,0,0,0
352,0,0,0,0,0,3.36530371866061e-05
355,0,0,0,0,0,0
358,0,0,0,0,0,0
361,0,0,0,0,0,0
364,0,0,0,0,0,0
367,0,0,0,0,0,0
370,0,0,0,0,0,0
373,0,0,0,0,0,0
376,0,0,0,0,0,0
379,0,0,0,0,0,0
382,0,0,0,0,0,0
385,0,0,0,0,0,0
388,0,0,0,0,0,0
391,0,0,0,0,0,3.36530371866061e-05
