"year","n","n.var","b","b.var"
1970,0.812233894710562,0.0884002873778661,0.426628540613589,0.033816769668407
1971,1.02120804471344,0.217115662405652,0.32423422921439,0.015865077170921
1972,0.724488339984183,0.0194862885251124,0.301366965149457,0.00425123552064556
1973,0.705634571773372,0.0201148831313418,0.380753361903102,0.00632013882680673
1974,1.24012167222385,0.0277921897731135,0.529911748583043,0.005438226419185
1975,0.967133014040796,0.0216243349685794,0.545272087694879,0.0106087450771667
1976,1.03265536242305,0.135808603161351,0.4839496632761,0.0240163219276552
1977,0.841324873277457,0.0175747688087955,0.523442214636802,0.00714749709809941
1978,1.04980294045597,0.0326768212884295,0.575722598747983,0.0117181872333231
1979,0.880487758241395,0.0552439715481847,0.485684069530114,0.0084318080004344
1980,0.720689081017702,0.0140427598189741,0.365693688313172,0.00448713231890567
1981,0.694992569183632,0.0190544029023407,0.37076208199219,0.0038890418613652
1982,0.645187585076843,0.00918925964439449,0.236687513401726,0.00211888912817279
1983,0.489937110792894,0.00896929251530938,0.252988866010772,0.00245310463634118
1984,0.248511876596649,0.00351926296716756,0.150066028819986,0.00138590613241463
1985,0.476879797497178,0.0162873246705116,0.233326976529591,0.00673342176222941
1986,0.591774904761891,0.0152023936731862,0.284142667347581,0.00430219951623179
1987,0.347133619818283,0.00346393103405584,0.133919882574172,0.000945427730930958
1988,0.269026722196183,0.00398944111885635,0.128284564420022,0.00137263026469592
1989,0.185705213206032,0.00165565116396572,0.057299685771912,0.000309802804436403
1990,0.191782429149802,0.00259771444705484,0.0565635086788382,0.000459653591977046
1991,0.469046802268388,0.0104769382663631,0.0993000419560628,0.000530252774608508
1992,0.257070023115489,0.0074447579196607,0.0944569488327034,0.000844428102403083
1993,0.300269662462513,0.0044940198321043,0.0585337384335381,0.00014436558587028
1994,0.470265817580222,0.0130329756930622,0.137610869451038,0.00071657617054349
1995,0.640966738054533,0.0844238759552589,0.189689490748197,0.00563122469933985
1996,0.633226496939644,0.0188076308813735,0.111021685777007,0.000694292999559618
1997,0.490271063202469,0.00621397631952259,0.157812488622313,0.000968217725586254
1998,0.33177842181876,0.00303213538577967,0.111574877016674,0.000536041681273082
1999,0.4963988516315,0.011032468432117,0.176912603552271,0.00208639577684356
2000,0.268201061139921,0.00346882182574435,0.11120291908661,0.00122221193072329
2001,0.308668196454743,0.00328932325614428,0.0941946148492755,0.000719778138235447
2002,0.336384648511056,0.00537762544935496,0.112892271616865,0.000726148897887666
2003,0.379433205877964,0.00530097541402555,0.111380051911165,0.000565337909731671
2004,0.210240308990531,0.00747849751677292,0.0808381956271707,0.00195368994350934
2005,0.358435093754668,0.00721927176398874,0.144204243757004,0.00122937521394692
2006,0.606150589157792,0.0482168419772648,0.212394013165567,0.0077501776006038
2007,0.293803938267152,0.00628350094661817,0.110583636776035,0.0009860364733175
2008,0.206017676509844,0.00138941143280172,0.0543938989410612,0.000225477656613343
2009,0.760796408326598,0.0245005887586205,0.232820935847195,0.00177181634982511
2010,0.578620350066853,0.035481078669451,0.170765326025245,0.00292628038106081
2011,0.381068379588342,0.0131803291122867,0.110603516490073,0.00117864131746689
2012,0.399349570484724,0.0140748107175724,0.0816652748955031,0.000440514410430405
2013,0.342867880271075,0.00978970904632924,0.0884348196085078,0.000659521287110332
2014,0.424770454382064,0.0114651987769912,0.0905337868550186,0.00060065399683406
2015,0.284534257900867,0.0034402477134787,0.0989914967570304,0.000600781299816965
2016,0.446207844953654,0.00840289823733598,0.150173378682543,0.000812947131856597
2017,0.369806079654173,0.0237681648441824,0.0857662733634211,0.000414405047185255
2018,0.356924105530886,0.00858131229254125,0.118883430260357,0.00135377058766962
2019,0.409906652469918,0.0152600804401262,0.0996869963189276,0.000560982174396022
2020,0.333991826193544,0.00515393248858926,0.102294032470216,0.00045655981946894
