"year","n","n.var","b","b.var"
1970,0.129620281596203,0.00322185543433834,0.0132442440140683,5.29525458800486e-05
1971,0.0586741042750184,0.00116117072865264,0.00729769058913407,2.76481515563713e-05
1972,0.0214918008030416,0.000231379573169566,0,0
1973,0.296407929643982,0.035529458458895,0.0802784012349743,0.00366858561834192
1974,0.125576134541867,0.00171350102901528,0.0328945030735885,0.000123982361004616
1975,0.0122575963148291,0.000150246145408626,0,0
1976,0,0,0,0
1977,0.182937780931315,0.00740614992048075,0.0099387780709235,3.11782044291464e-05
1978,0.567752263551327,0.322338536927341,0.154841526423089,0.0239755936557526
1979,1.11863475776489,0.134542293801065,0.350008255337499,0.0118177665876897
1980,1.05749941202566,0.0418169517595273,0.266373603435238,0.00219030329187916
1981,2.09792802182256,0.393423174570964,0.587390739006272,0.0257341087238922
1982,4.58207313330005,1.1130755329407,1.46342794157777,0.183325468749103
1983,4.98731587678637,2.68799003869358,1.07506261896526,0.136825066127885
1984,7.60225057131703,10.6133657215905,2.42288557739759,1.27412066442517
1985,2.00795965985966,0.129503062664482,0.46840477432134,0.0122171101634507
1986,4.14920955556696,1.16806106310375,1.01871508575528,0.0763202005364615
1987,4.27345701299256,1.6268010605523,1.14601690015068,0.0885754951873907
1988,3.07900820279215,0.723995193712669,0.72725676937947,0.0300255960203697
1989,2.1523930097135,0.17197400523453,0.631255543796581,0.0154526097872522
1990,1.17199244873693,0.0719473772023037,0.213640620786072,0.00310266122005584
1991,1.1994138547674,0.0981464054220302,0.203361927438897,0.00351280582301759
1992,1.64325940309715,0.271857875544389,0.454617753787902,0.0268639031538677
1993,1.60471569610653,0.0668005219876115,0.30493542938846,0.00276083522000539
1994,3.07842646963475,0.276861347577023,0.617544550419977,0.0110925782316315
1995,3.29361402787238,0.206372153270423,0.7373991598337,0.0225178924292425
1996,9.39241360459734,8.3511884737302,0.918505723852554,0.0365987818342792
1997,3.02748125315809,0.142458085629154,0.470636767159237,0.00325807104250191
1998,3.13962284466812,0.511853052186297,0.735757787391765,0.0488744906468435
1999,2.46224287347687,0.269390467290372,0.413647670067832,0.00895570053704472
2000,2.69654777339898,0.315826699448874,0.360698480545762,0.00751004749702858
2001,3.92004923869271,0.912197316788481,0.693555232763671,0.0294692250370297
2002,2.54828958722603,0.199284760997348,0.478250684696865,0.00602927782855334
2003,2.39795510258004,0.18433282322209,0.447420627106444,0.00642179749208585
2004,1.70159832714976,0.182162828436483,0.25856707318696,0.00293971009126112
2005,2.27696955617071,0.246434771162357,0.403298510324086,0.00792552391511682
2006,1.35880970569958,0.057371407588221,0.201924117098083,0.000761129967759018
2007,2.11446125265443,0.247546838210989,0.339301535386884,0.00687568600617693
2008,2.68956560143176,0.111160294940504,0.366377405926011,0.00245880358161366
2009,2.92353997983683,0.627821236730624,0.526355294050511,0.0337619338606591
2010,2.35095889540555,0.338914070529087,0.251995832674437,0.00211467040629956
2011,3.0535841555774,0.167874678248591,0.432187235767788,0.00333591874528585
2012,2.05215517060618,0.3083945143404,0.309459619396614,0.00648725723139411
2013,4.93314219111492,0.651547034017706,0.703454693219631,0.0165688719214081
2014,4.70224582028034,0.588568607087772,0.632707815891742,0.0114001942547272
2015,4.64543387388701,0.729481566333743,0.755441623789427,0.0250068285612894
2016,6.64126583352055,2.93539998206381,1.00209336660873,0.0826902946327003
2017,4.06575214945989,0.401212802885038,0.605060402843103,0.011886020209019
2018,3.23459579525979,0.258206729696594,0.488211984414683,0.00541780421737927
2019,5.67119307669702,0.814836605666438,0.811681597801485,0.0145532042083883
2020,5.52869314760314,0.747274202354918,0.627080662469311,0.0172108008049859
