"year","area.occupied","D75","D95","Gini"
"1970",4.11075,6.451,9.86,0.782408466262686
"1971",3.04145,3.038,5.21,0.910617777600157
"1972",3.72670952380952,5.86,9.052,0.809024050648992
"1973",4.86308333333333,9.748,11.196,0.773705393200782
"1974",5.1202619047619,6.502,10.147,0.794452398244577
"1975",4.86475,4.227,9.607,0.845390485911028
"1976",8.6816,11.618,16.878,0.64421611628683
"1977",6.14475,4.718,11.826,0.878572041916191
"1978",6.94985238095238,7.115,11.892,0.80920794057744
"1979",9.4715880952381,11.329,18.854,0.641707801005234
"1980",10.77105,12.733,22.368,0.662298549119725
"1981",7.05019285714286,10.522,16.188,0.697050594567381
"1982",7.47505952380952,10.682,18.476,0.661813002231189
"1983",2.35143333333333,2.476,5.609,0.897766616186259
"1984",6.64010952380952,10.309,16.659,0.693580785026833
"1985",4.72244285714286,4.662,12.328,0.808145621833263
"1986",4.48104523809524,4.335,7.924,0.830298539337418
"1987",4.94397261904762,10.672,15.251,0.697451172302814
"1988",5.04909880952381,5.941,12.193,0.795211575812811
"1989",8.05873452380952,8.606,16.874,0.731751291092184
"1990",5.02936388888889,5.518,14.812,0.775542763901641
"1991",7.25553333333333,10.344,17.035,0.710979246167916
"1992",7.07768571428571,12.086,18.536,0.634090015636949
"1993",5.83539682539682,8.075,16.314,0.767760132699761
"1994",4.26104880952381,7.897,10.343,0.752106498062376
"1995",3.9871380952381,5.348,10.105,0.783019319710815
"1996",3.3101880952381,3.529,10.93,0.851208047168406
"1997",4.40939047619048,6.935,10.568,0.763487017886234
"1998",3.19779603174603,3.623,9.068,0.852539565396497
"1999",4.53545909090909,10.375,13.541,0.714963532200902
"2000",3.7464,7.091,10.341,0.804294901947071
"2001",5.83935,8.032,14.826,0.694886262627517
"2002",4.9475487012987,10.187,14.221,0.700544663463835
"2003",4.64422380952381,9.396,13.888,0.753778408111011
"2004",5.16328452380952,9.427,14.186,0.697315480300947
"2005",5.82519166666667,6.736,13.339,0.796798024100699
"2006",8.27345313852814,11.343,18.247,0.664390104014788
"2007",11.1454976190476,11.666,22.625,0.648391176807349
"2008",9.65779166666667,10.208,22.708,0.65877315855766
"2009",9.66859285714286,11.679,20.951,0.654834262604774
"2010",15.3232846320346,15.515,28.207,0.580915574901382
"2011",11.9342294871795,11.173,27.943,0.615308556419739
"2012",11.5021492063492,17.429,29.409,0.488115129703138
"2013",13.3125662337662,17.62,29.728,0.486493276525747
"2014",12.308299963925,16.042,26.04,0.524188410893462
"2015",16.0322984126984,21.044,33.893,0.471059990121598
"2016",13.194468037518,17.317,27.818,0.568750570660303
"2017",14.1275833333333,18.449,32.051,0.442981879663422
"2018",4.9348,4.302,8.12,0.710348471826873
"2019",8.82710396825397,16.309,26.69,0.503287601942406
"2020",8.20704285714286,9.784,20.755,0.717287943445098
