"year","area.occupied","D75","D95","Gini"
"1970",23.4613523809524,14.869,24.322,0.520670294576468
"1971",21.9885,11.106,22.063,0.698306873305906
"1972",25.4841452380952,17.736,29.605,0.492490505308109
"1973",27.0243166666667,15.567,27.44,0.590563414351743
"1974",26.7907833333333,9.967,25.391,0.714277184924016
"1975",24.5314166666667,16.619,28.216,0.50067612677617
"1976",20.6095166666667,18.044,27.701,0.480083496525575
"1977",24.0711880952381,8.17,30.161,0.680252095823315
"1978",17.9927857142857,13.01,21.592,0.581533149179813
"1979",17.194969047619,15.773,33.401,0.503920147485087
"1980",20.8309928571429,13.781,28.706,0.500673198422679
"1981",19.429819047619,14.275,23.542,0.577604122519201
"1982",23.192819047619,15.392,30.491,0.528795256183255
"1983",19.7919357142857,9.692,23.536,0.629879192674828
"1984",19.8171666666667,12.576,28.301,0.614724986753417
"1985",21.9393928571429,15.39,25.848,0.534268663907772
"1986",22.5186571428571,16.035,31.827,0.499637731699948
"1987",17.2719619047619,17.345,31.436,0.50536436528197
"1988",20.4040964285714,19,32.077,0.497355109150983
"1989",17.6689345238095,16.42,25.765,0.557236316896278
"1990",8.56145317460317,9.008,20.084,0.717112397042837
"1991",16.4904845238095,13.593,26.517,0.508300910263693
"1992",12.810975,16.697,31.286,0.515284296722262
"1993",9.64579801587302,7.318,18.704,0.757920496641219
"1994",12.59855,12.629,29.884,0.58617081898989
"1995",21.995975,19.854,31.937,0.456426604673017
"1996",24.6225607142857,9.96,24.742,0.632162137946177
"1997",29.657608974359,10.629,25.363,0.721469488972559
"1998",29.0286944444444,9.831,23.001,0.715665290711059
"1999",28.6999034632035,11.597,23.403,0.604752545027551
"2000",25.6822892135642,10.844,27.972,0.573508734454517
"2001",27.7997792207792,8.346,22.748,0.697811162961931
"2002",26.4597157647908,14.245,29.945,0.569061892517974
"2003",26.6517582251082,13.548,29.579,0.552427963427681
"2004",22.0468115079365,10.499,26.553,0.613745972760789
"2005",26.8932194444444,11.768,24.885,0.644051021377027
"2006",26.3199141774892,8.445,28.284,0.673240235316554
"2007",28.8802238095238,8.497,22.63,0.656336318887379
"2008",31.3325583333333,16.283,29.826,0.53348628609191
"2009",29.2463158730159,4.925,20.965,0.79913766845775
"2010",27.4092222943723,17.068,27.901,0.534372574284345
"2011",29.2745617216117,9.255,29.728,0.67149295297987
"2012",29.3370150793651,8.796,25.939,0.653056642098396
"2013",28.8743598484848,13.361,31.096,0.614210684214625
"2014",28.4176098124098,15.791,31.532,0.563319130044125
"2015",25.6531329365079,13.608,29.163,0.584165624544968
"2016",29.0765121212121,10.182,24.898,0.700810337104801
"2017",26.7084904761905,9.772,23.122,0.663839641172406
"2018",10.629369047619,6.021,13.465,0.550514761590368
"2019",24.8494515873016,7.593,20.81,0.67629070201603
"2020",26.4123654761905,6.53,22.319,0.734752352585907
