"year","area.occupied","D75","D95","Gini"
"1999",6.94790584415584,4.734,8.305,0.843201093569719
"2000",8.9301832972583,4.544,13.597,0.822306752650953
"2001",5.29277261904762,3.148,6.034,0.8334221012642
"2002",4.60872817460317,2.437,3.915,0.900384971344813
"2003",13.0150284632035,4.204,11.581,0.820219830155566
"2004",4.02689325396825,2.767,7.352,0.835903180506851
"2005",5.14344682539683,1.875,5.8,0.852124769764778
"2006",1.37548333333333,1.449,2.107,0.930285123585222
"2007",9.82598214285714,4.63,10.168,0.841424007500249
"2008",7.44783333333333,3.544,4.862,0.871167864841864
"2009",9.84665436507936,5.243,8.01,0.780508120387875
"2010",7.53426493506494,2.886,5.673,0.879587077955001
"2011",12.0094487789988,5.243,10.437,0.803382262570309
"2012",5.77834682539683,6.811,10.17,0.759867869191738
"2013",1.37053333333333,1.318,1.318,0.946657587771599
"2014",5.78200595238095,2.755,5.82,0.871132936904873
"2015",4.92536190476191,1.318,3.841,0.898301358018593
"2016",5.6706,1.437,1.437,0.925398386173312
"2017",2.3094619047619,3.053,5.82,0.861707836946771
"2018",0.6745,1.086,1.086,0.859274290858271
"2019",6.19932142857143,2.095,4.413,0.898486086518471
"2020",10.5630845238095,1.437,12.694,0.863355351125253
