"year","n","n.var","b","b.var"
1970,3.27018708400916,1.39563798547985,1.10408977936549,0.18553580875534
1971,3.89090332333505,0.359774774247338,1.11393172550854,0.0443592240265884
1972,0.789717220715161,0.0376138112420133,0.195276962950508,0.00428239372309039
1973,2.95895990583524,2.02580463523715,0.469182602348463,0.022886321773017
1974,3.4186050901506,0.475650297721771,0.528650102135007,0.0116891119074327
1975,0.437222678197102,0.0199996234909152,0.113783355553031,0.00141604202240601
1976,1.36609771328737,0.275558586076179,0.430753785957906,0.0263596246294423
1977,6.53514054584437,10.8337576094601,1.19772013827423,0.248902035071098
1978,22.8414343409505,394.307746503817,5.45105746833849,22.6922283819867
1979,7.02526300283311,6.39164667747509,1.49393934989522,0.25989380418777
1980,2.27798908097529,0.524615557998268,0.743396292180612,0.0632516631900284
1981,4.96372126195533,6.74578989758306,1.20885382521279,0.583084473514764
1982,8.33975915960167,11.3519158050966,0.807408850082879,0.0780887292514175
1983,16.6914608552888,79.7369045589192,2.44987168788457,1.14665054908988
1984,5.1149411089579,2.9286903305792,0.937523510602508,0.0957912398173212
1985,11.1073170456111,14.2402648806899,2.41555072190049,0.704231151904043
1986,10.399329820391,31.4817867553919,3.35521257544409,3.88323964365711
1987,3.7159043491305,1.08369122222958,1.19363759835318,0.114647337566852
1988,3.0304623695519,1.3493216369472,1.093922965963,0.122893774771725
1989,0.614424286373245,0.0427222174858597,0.165626814742704,0.00496029321943375
1990,1.92464949055662,0.595884579011036,0.608684310487424,0.0775740741461625
1991,2.29594814335452,1.24970442601666,0.809812718312292,0.196037127003268
1992,5.61048771043948,17.9281895766229,1.0749032980632,0.519462648804731
1993,11.127675790076,12.7858597350026,1.1182726882743,0.110819497239272
1994,13.178593213794,44.30400652316,1.61995864327712,1.02531257158545
1995,55.0515850346008,506.871460565255,6.08015432776675,4.36413527443955
1996,4.95651707197347,2.49308098926411,0.890253905637298,0.0776995583822533
1997,2.49981684845516,2.20920427681443,0.530018449573517,0.0830558578585349
1998,2.8048009999328,1.53448547068382,0.836352861933567,0.165798610399655
1999,0.564244612422146,0.0257592403430275,0.0470111878808301,0.000285044088217364
2000,3.16638712193969,2.18205797275584,0.393687439794534,0.0341103560451635
2001,3.48994618986411,10.3920247354093,0.449352358480753,0.158793202437528
2002,1.65795524281019,0.374439662430452,0.348486327647725,0.035339227088743
2003,0.218338598572916,0.00436830566109984,0.0411371045429912,0.000452059494045545
2004,0.236505923303728,0.00710097899870209,0.0407104422636227,0.000297685241891337
2005,0.181972843955459,0.00773671420367902,0.0422701072233574,0.000424155322240344
2006,0.13615913307543,0.00289003524542099,0.0542240547466232,0.000624603590923492
2007,0.365744552965858,0.0400066499967452,0.116039069834767,0.0043526793648782
2008,0.0442150338337134,0.000491750466437846,0.00414123757177964,6.33606008900309e-06
2009,0.60107167807512,0.0753038513322395,0.173610097353311,0.00759552034458255
2010,17.2891103610558,255.110752555037,9.00710015378817,73.6255260938865
2011,0.443733464684515,0.0785172313788094,0.176175243886718,0.0142318217103523
2012,0.0829049182916902,0.000920388433982247,0.0112998355662454,2.64919953914315e-05
2013,0.0298236689698104,0.000349223534205022,0.0074606690462594,4.39948522306606e-05
2014,0.29221455187974,0.0649463298439901,0.0639187762988769,0.00343913881585248
2015,0.0445908737186424,0.000341450575121106,0.010962216652275,5.51091484935254e-05
2016,0.360454419231373,0.0773106822440744,0.11929895220535,0.0113977596319741
2017,0.12230617116197,0.00158607805897778,0.0113023806369131,2.10134997798629e-05
2018,0.238156865160942,0.0120668806342188,0.0411923268778671,0.000724180430631331
2019,0.271879333976414,0.0195333288325466,0.0199915764963147,0.000232366585489182
2020,1.01023261326038,0.769091359675334,0.167202824588622,0.0210686915733883
