"salinity","cum.catch","cum"
30,0,0
30.01,0,0
30.02,0,0
30.03,0,0
30.04,0,0
30.05,0,0
30.06,0,0
30.07,0,0
30.08,0,0
30.09,0.0217089774556327,0.0112794593086791
30.1,0.0217089774556327,0.0112794593086791
30.11,0.0217089774556327,0.0112794593086791
30.12,0.0217089774556327,0.0112794593086791
30.13,0.0217089774556327,0.0112794593086791
30.14,0.0217089774556327,0.0112794593086791
30.15,0.0217089774556327,0.0112794593086791
30.16,0.0217089774556327,0.0112794593086791
30.17,0.0217089774556327,0.0112794593086791
30.18,0.0217089774556327,0.0112794593086791
30.19,0.0217089774556327,0.0112794593086791
30.2,0.0217089774556327,0.0112794593086791
30.21,0.0217089774556327,0.0112794593086791
30.22,0.0217089774556327,0.0112794593086791
30.23,0.0217089774556327,0.0112794593086791
30.24,0.0217089774556327,0.0112794593086791
30.25,0.0217089774556327,0.0112794593086791
30.26,0.0217089774556327,0.0112794593086791
30.27,0.0217089774556327,0.0112794593086791
30.28,0.0217089774556327,0.0112794593086791
30.29,0.0217089774556327,0.0112794593086791
30.3,0.0217089774556327,0.0112794593086791
30.31,0.0217089774556327,0.0112794593086791
30.32,0.0217089774556327,0.0112794593086791
30.33,0.0217089774556327,0.0112794593086791
30.34,0.0217089774556327,0.0112794593086791
30.35,0.0217089774556327,0.0112794593086791
30.36,0.0217089774556327,0.0223792003734415
30.37,0.0217089774556327,0.0223792003734415
30.38,0.0217089774556327,0.0223792003734415
30.39,0.0217089774556327,0.0223792003734415
30.4,0.0217089774556327,0.0223792003734415
30.41,0.0217089774556327,0.0223792003734415
30.42,0.0217089774556327,0.0223792003734415
30.43,0.0217089774556327,0.0223792003734415
30.44,0.0217089774556327,0.0223792003734415
30.45,0.0217089774556327,0.0223792003734415
30.46,0.0217089774556327,0.0291899512837782
30.47,0.0217089774556327,0.0291899512837782
30.48,0.0217089774556327,0.0291899512837782
30.49,0.0217089774556327,0.0291899512837782
30.5,0.0217089774556327,0.0291899512837782
30.51,0.0217089774556327,0.0291899512837782
30.52,0.0217089774556327,0.0291899512837782
30.53,0.0217089774556327,0.0291899512837782
30.54,0.0217089774556327,0.0291899512837782
30.55,0.0217089774556327,0.0291899512837782
30.56,0.0217089774556327,0.05417934519982
30.57,0.0217089774556327,0.05417934519982
30.58,0.0217089774556327,0.05417934519982
30.59,0.0348172687240503,0.070868486660138
30.6,0.0348172687240503,0.070868486660138
30.61,0.0348172687240503,0.0765381693551303
30.62,0.0348172687240503,0.0765381693551303
30.63,0.0348172687240503,0.0765381693551303
30.64,0.0348172687240503,0.0765381693551303
30.65,0.0348172687240503,0.0765381693551303
30.66,0.0538296834044657,0.0864165599051116
30.67,0.0538296834044657,0.0864165599051116
30.68,0.0538296834044657,0.0864165599051116
30.69,0.0538296834044657,0.0864165599051116
30.7,0.0538296834044657,0.0914016016708973
30.71,0.0538296834044657,0.0914016016708973
30.72,0.0538296834044657,0.0914016016708973
30.73,0.0538296834044657,0.0914016016708973
30.74,0.0538296834044657,0.0914016016708973
30.75,0.0538296834044657,0.0914016016708973
30.76,0.0538296834044657,0.0914016016708973
30.77,0.0538296834044657,0.0914016016708973
30.78,0.0538296834044657,0.0914016016708973
30.79,0.0950075617345734,0.143541287435789
30.8,0.0950075617345734,0.143541287435789
30.81,0.0950075617345734,0.143541287435789
30.82,0.0950075617345734,0.15373815827516
30.83,0.0950075617345734,0.15373815827516
30.84,0.0950075617345734,0.15373815827516
30.85,0.0950075617345734,0.161340525259892
30.86,0.0950075617345734,0.161340525259892
30.87,0.101637200145721,0.164785124934963
30.88,0.101637200145721,0.164785124934963
30.89,0.101637200145721,0.164785124934963
30.9,0.101637200145721,0.164785124934963
30.91,0.136432507334662,0.182863924471825
30.92,0.136432507334662,0.182863924471825
30.93,0.136432507334662,0.190466291456557
30.94,0.146946592268282,0.195929155537518
30.95,0.146946592268282,0.195929155537518
30.96,0.146946592268282,0.210028479673367
30.97,0.146946592268282,0.210028479673367
30.98,0.227758178491119,0.252016224159867
30.99,0.248347117656173,0.262713738678721
31,0.248347117656173,0.275208435636742
31.01,0.248347117656173,0.285086826186723
31.02,0.248347117656173,0.290071867952509
31.03,0.291913312929426,0.312707808674403
31.04,0.291913312929426,0.312707808674403
31.05,0.319365231816165,0.340343054514774
31.06,0.340427716582015,0.378130241633538
31.07,0.340427716582015,0.383115283399323
31.08,0.367879635468753,0.412241049595988
31.09,0.367879635468753,0.412241049595988
31.1,0.401474901632074,0.429696336858038
31.11,0.401474901632074,0.436507087768374
31.12,0.401474901632074,0.436507087768374
31.13,0.43555645892996,0.472694996466569
31.14,0.499497468400951,0.516114068395692
31.15,0.499497468400951,0.526310939235063
31.16,0.528883499754709,0.541579209957427
31.17,0.572449695027963,0.571218456850997
31.18,0.589497336656628,0.593437194506655
31.19,0.589497336656628,0.632885349046379
31.2,0.589497336656628,0.632885349046379
31.21,0.60364193786302,0.640234541520832
31.22,0.622501406138209,0.653536900825026
31.23,0.670020677731153,0.67822676433454
31.24,0.687178127035365,0.687141359766918
31.25,0.687178127035365,0.687141359766918
31.26,0.706202306823875,0.697025863182338
31.27,0.747853730754779,0.735397847761466
31.28,0.773569315771931,0.748759043395514
31.29,0.854380901994767,0.790746787882014
31.3,0.895723491838195,0.827089810540732
31.31,0.923175410724934,0.864741171641817
31.32,0.96284000202641,0.903164860874452
31.33,1.01463353739002,0.967352800658111
31.34,1.02529860787752,0.972894113178877
31.35,1.06886480315077,1.00561899870477
31.36,1.07479441763031,1.02119457984423
31.37,1.12534712626024,1.07364568214289
31.38,1.14060647145856,1.13913026256732
31.39,1.16999250281232,1.16407214284745
31.4,1.31812243321792,1.26689276239739
31.41,1.34525865503746,1.3025188138608
31.42,1.37464468639121,1.37331635423417
31.43,1.45133907303645,1.41814994322596
31.44,1.48115185694744,1.48768073116579
31.45,1.48115185694744,1.4954310804347
31.46,1.53657528467658,1.54238824183244
31.47,1.6221044831601,1.61818879209123
31.48,1.64182868688022,1.64883075267903
31.49,1.64182868688022,1.66369316618389
31.5,1.76613097559937,1.75500001844048
31.51,1.787839953055,1.80690150621542
31.52,1.787839953055,1.84502744796061
31.53,1.86512739919076,1.9066326511556
31.54,1.9228999624879,1.96351846752869
31.55,1.94396244725375,2.02817169825337
31.56,1.94396244725375,2.03969648722835
31.57,2.05458681738758,2.11266423376145
31.58,2.14585464342924,2.19869568314389
31.59,2.15516084393184,2.20353095970641
31.6,2.18272806087791,2.23562635593351
31.61,2.24267128661845,2.26677140534697
31.62,2.24860090109799,2.3083674170399
31.63,2.299123216532,2.35717253470763
31.64,2.37435520024111,2.43866620031225
31.65,2.47067025765523,2.61587103772251
31.66,2.53307111643411,2.68274695726149
31.67,2.70498532697245,2.86790733245724
31.68,2.77525537634278,2.94308487984666
31.69,2.86134459397159,3.05436638437193
31.7,2.87360187575452,3.07432735215775
31.71,3.00016698693048,3.16669682418987
31.72,3.01969902721839,3.18329223504679
31.73,3.12516929958124,3.31942600308372
31.74,3.21971932339239,3.49683442669887
31.75,3.27365548102511,3.57856842979635
31.76,3.39023750581277,3.71718831718765
31.77,3.46926213254938,3.84269158993955
