"year","area.occupied","D75","D95","Gini"
"1970",2.54566666666667,2.116,2.116,0.909007737309872
"1971",0.705333333333333,2.116,2.116,0.91541413495363
"1972",1.38400952380952,2.383,2.766,0.897002975648478
"1973",2.89261666666667,4.647,7.56,0.818517751118139
"1974",1.2305,2.116,2.116,0.914238750835829
"1975",4.804,0.92,3.268,0.92054353749196
"1976",2.17033333333333,3.27,4.886,0.86442479378279
"1977",3.26174285714286,1.344,4.492,0.919350819485286
"1978",1.38678571428571,2.122,2.933,0.898137820833691
"1979",3.61729285714286,1.616,6.951,0.870005934467879
"1980",1.65514285714286,3.354,4.651,0.872302677954153
"1981",1.04757142857143,1.616,3.999,0.864648496465042
"1982",1.60566666666667,3.148,4.103,0.83831758678687
"1983",1.19447619047619,1.344,3.466,0.904340877395794
"1984",5.27081904761905,1.154,4.225,0.903000059225402
"1985",3.87438571428571,2.116,5.392,0.88140384322245
"1986",7.68307142857143,5.843,7.655,0.808625306089878
"1987",2.27675357142857,1.154,2.109,0.935523071078455
"1988",3.57225714285714,2.116,3.27,0.888513356785684
"1989",3.62268452380952,2.411,8.159,0.862495181369689
"1990",2.563425,3.071,8.333,0.881196477954602
"1991",4.09311031746032,1.154,3.537,0.94060992083674
"1992",4.46857142857143,4.505,8.074,0.802834514445257
"1993",5.06009404761905,2.158,5.773,0.889644238984828
"1994",5.66407142857143,3.387,10.345,0.872473191000233
"1995",7.51129880952381,4.499,7.625,0.809466044801844
"1996",6.00725833333333,4.238,9.769,0.815232678022886
"1997",6.60257564102564,3.365,8.861,0.856622982609171
"1998",2.41109444444444,2.386,5.071,0.8708242596722
"1999",1.67334242424242,0.601,2.723,0.943665859048453
"2000",2.71669318181818,2.122,7.395,0.88187651053263
"2001",2.69754480519481,3.077,8.238,0.885363866730096
"2002",2.77390551948052,1.297,4.975,0.923909581209334
"2003",4.30486028138528,9.479,16.907,0.703384171006314
"2004",2.154475,0.955,1.556,0.944556203989595
"2005",0.658388888888889,1.875,2.53,0.913485594048099
"2006",0.721909090909091,2.122,2.122,0.913576062634714
"2007",1.01233333333333,0.417,1.018,0.969658174143094
"2008",0.2,1,1,0.960025583626479
"2009",0.25525,0.302,0.302,0.982961176738754
"2010",2.72275,2.342,6.47,0.900376234018629
"2011",3.48884126984127,0.417,6.603,0.940652558186114
"2012",4.78438571428571,0.302,0.302,0.977537065996512
"2013",6.40033333333333,3.698,12.83,0.842492810226441
"2014",6.73828571428571,5.798,13.694,0.819551519632497
"2015",4.27538333333333,2.116,5.042,0.891592560859314
"2016",3.80119920634921,7.107,13.941,0.768511133637079
"2017",10.4942785714286,1.086,4.49,0.917331283239593
"2018",7.97635,1.154,3.537,0.848426587607299
"2019",12.0194349206349,1.582,12.328,0.832185621770346
"2020",4.57197857142857,6.595,11.586,0.796242278221358
