"year","area.occupied","D75","D95","Gini"
"1970",22.4743,12.206,19.728,0.661012637884863
"1971",23.3606666666667,5.964,15.271,0.77495885989955
"1972",16.7541666666667,3.184,10.785,0.862053277281363
"1973",22.9275833333333,6.332,18.512,0.792854428322515
"1974",24.6564761904762,10.002,17.295,0.665724409981249
"1975",20.0495,2.196,10.248,0.883247845921542
"1976",21.8816666666667,8.796,11.198,0.69913357962983
"1977",19.7702738095238,5.757,12.979,0.803022424245594
"1978",18.432,5.269,9.951,0.836090991603785
"1979",16.7990833333333,3.679,8.412,0.855939717273243
"1980",14.14775,1.835,11.596,0.868887571568954
"1981",15.6214666666667,3.909,12.076,0.851897303170767
"1982",17.1781666666667,5.812,13.495,0.77133296635262
"1983",17.4903333333333,2.795,11.516,0.87450379022765
"1984",20.1003333333333,7.126,18.209,0.746311514571174
"1985",18.5710833333333,7.85,15.891,0.71884373860107
"1986",20.6055,10.874,14.532,0.69980990760144
"1987",18.2749952380952,3.425,9.67,0.860250025837005
"1988",18.0131404761905,8.943,13.488,0.713092308786585
"1989",19.3766333333333,1.76,13.588,0.884199640579534
"1990",18.6109321428571,6.75,11.757,0.789028940682489
"1991",16.0418277777778,2.759,9.023,0.892301186673754
"1992",11.78375,2.755,6.941,0.896953797431172
"1993",15.9740666666667,6.741,16.914,0.757589144331468
"1994",15.8842047619048,3.68,12.607,0.839162671027296
"1995",22.3056035714286,2.799,7.203,0.865553994036421
"1996",24.8638214285714,3.746,5.157,0.868893216887132
"1997",22.6639619047619,2.402,9.958,0.859464625243883
"1998",26.0553321428571,3.322,5.515,0.878196544178976
"1999",23.690244047619,6.006,11.147,0.807440811656664
"2000",24.7542301587302,3.742,9.3,0.814113736051071
"2001",24.8974174242424,5.275,9.848,0.834809143782392
"2002",24.6809638888889,3.844,9.479,0.821780443957215
"2003",25.9976300865801,3.551,10.026,0.851380798480972
"2004",22.0294583333333,8.31,14.803,0.750950312327493
"2005",33.2297337301587,7.065,13.103,0.772500639215919
"2006",29.3853273809524,5.153,12.17,0.787686953750297
"2007",27.3513952380952,6.541,13.099,0.785976022493605
"2008",26.606925,4.662,13.109,0.769386846347025
"2009",28.5378380952381,5.153,8.572,0.84909903878456
"2010",28.8005611471861,5.974,13.455,0.820617461405454
"2011",28.2065702686203,11.132,18.207,0.654565675450717
"2012",29.0006325396825,5.587,12.001,0.80917356819885
"2013",28.187430952381,12.578,18.343,0.641676411415582
"2014",30.4351435786436,5.574,13.393,0.801400636075428
"2015",29.9889119047619,5.095,10.765,0.791771889897416
"2016",29.912852020202,4.309,12.081,0.825437443487507
"2017",26.5367976190476,2.234,16.873,0.848816659820067
"2018",16.899,6.961,10.467,0.526421853546915
"2019",26.4431849206349,4.142,14.129,0.833537647216798
"2020",25.5105726190476,8.297,16.603,0.72785965922554
