"stratum","mean.n","slope.glm.poisson","slope.glm.poisson.stderr","slope.glm.nb","strat.quan95","strat.quan75","strat.median.top25"
"440",1.47176039403592,0.122082123673775,0.00619226604986352,0.245113383507755,2.03235294117647,0,0
"441",4.8314245683867,-0.0816473628082525,0.00709996240911283,-0.109487239146006,7.26249999999996,0,0
"442",0.0837277066608438,-0.0699005017960061,0.0289686816733615,-0.189481707282211,0,0,0
"444",0.311156526769453,-0.0169888864564933,0.0115636949365699,-0.0355420649769403,0.437499999999989,0,0
"445",0.621138280893753,-9.36203879611823e-05,0.0110463826892721,0.124217814056233,0,0,0
"446",1.07797936179369,-0.107324846027038,0.0127782780967519,-0.231984534885625,2.74753451676527,0,0
"447",1.74836398879565,-0.106345283831339,0.00849063747748062,-0.120583340611322,1.00287356321839,0,0
"449",11.1855361805189,-0.0707407553467181,0.00700016360784714,-0.155068958258079,75.7167709397343,0,0
"450",6.53776361060708,0.0283812012263014,0.00710503500283763,-0.120000013510352,6.61619318181817,0,0
"451",46.3466481647903,-0.0874907471844245,0.00647533642359284,-0.204436580080248,161.030172413793,5.9375,1.00287356321839
"452",6.79142160693535,-0.133217636947207,0.00851238443999406,-0.306475943311606,15.0454963235294,1.02941176470588,0
"453",6.93088679751764,-0.0168023344513239,0.00717365915199721,-0.0590193813048854,11.4923376105312,0,0
"454",18.1587758110002,-0.0109181955948059,0.00652673971798442,0.260323760534763,1.02941176470588,0,0
"455",0.551892966900321,-0.0823258512348543,0.00992065089701363,-0.192289172069646,1.85983675766957,0,0
"456",2.87587992133802,-0.136671147163193,0.0078956270861017,-0.275744356429243,5.45903201835159,0,0
"457",0.180639235627334,-0.113656484957991,0.0310870794068008,-0.2459381788192,1,0,0
"458",0.539727542073753,-0.206697823278602,0.018901616472038,-0.33107842189615,1.93821167994627,0,0
"459",2.97682353469706,0.0267544484413532,0.007287335894721,-0.10887370954527,3.9515065913371,0,0
"460",34.1497585784533,-0.0474449651893675,0.00637704315492918,-0.12587610765364,196.805555555555,18.1040462427746,5.23243125272807
"461",5.83061624675496,0.0213875309984228,0.00739813572138257,-0.147257319199433,12.4209674347743,2.91666666666667,2.96610169491525
"462",10.6591360924548,-0.0662821920035778,0.00661273442704133,-0.158782571776989,24.3930555555556,3.07017543859649,1
"463",3.41293187830447,-0.1314742480159,0.00999193491997438,-0.254826147861931,11.183908045977,2.19005847953216,1.00872093023256
"464",3.72066158967217,-0.159592261672415,0.00810981327939631,-0.284029764100133,9.7057152406417,1.03882711621234,0
"465",3.98573872458704,-0.131977951723246,0.00723976456743337,-0.262191340085207,14.328309731064,1.96629213483146,0
"466",9.76748503536971,-0.0736236187357221,0.00708650816763516,-0.193613928330093,39.9726957070705,0,0
"470",52.6120847737579,-0.00237567089451053,0.00634298102439518,-0.0849285459916253,135.694444444444,15.9558823529411,4.5735294117647
"471",9.00000155695862,-0.0121501601336201,0.0069823114956978,-0.0891170965843223,22.4398896162685,4.11764705882353,7.16374269005848
"472",20.4403574455328,-0.107965321874325,0.00652636569373545,-0.216139994693093,55.7573529411763,7.74554941682013,1.0234268125855
"473",0.968147616461381,-0.0981565455864801,0.0143640294104302,-0.229449624262488,5.70833333333333,0.972222222222222,0
"474",0.435165707354932,-0.134431990708138,0.0265089314927307,-0.26391837948026,2.96610169491525,0,0
"475",0.986630231534898,-0.141016682496904,0.018194206058691,-0.267817631513308,2.99411764705882,0.980399849350323,0
"476",15.4152638305257,0.0557325783516126,0.00656361924085236,-0.119469442619752,33.5944444444444,4.04624277456647,0.994318181818182
"477",17.7092086293909,0.0965190987988512,0.0066207447690884,-0.0921950269026419,14.7538280046225,1.34895833333333,0
"478",17.0479258653136,-0.0689101118475501,0.0067012313347307,-0.159649451398608,109.783760354459,5.00408496732026,1.50902406417112
"480",3.36145199488213,-0.0702425798863701,0.00720718065864235,-0.181821465515611,6.8313029661017,1.0219043247654,0
"481",7.54642333469451,-0.00252510568517763,0.00650718696295679,-0.113357699028883,9.68750000000001,1.97187766310008,0
"482",8.44346170838084,-0.0862290334736041,0.00713617097162396,-0.200229624425107,40,6.17647058823529,1.58128415300546
"483",7.4910228847644,-0.0893416143377053,0.00760476839659693,-0.186630854270922,23.0047892720307,5.8659217877095,2.49589221163325
"484",16.5188805844502,-0.0704680313240856,0.00655617460740735,-0.136990111674324,44.1842830882353,9.52771493212669,5.96590909090909
"485",28.9310562808848,-0.0954349073111173,0.00644152782344506,-0.197729818222577,107.384589652096,14.5559059633028,3.88888888888889
"490",6.04537958907335,-0.0607719959195363,0.00708260306842079,-0.166072898710372,17.2666666666667,2.33333333333333,0
"491",7.5991829732275,-0.0963087178929687,0.0072239312301842,-0.219966912451762,26.6673290937997,6.35349370962258,2.0409724583475
"492",2.58212049331105,-0.0980182037886792,0.00874364689098913,-0.226087136739181,10.7106426385583,2.92481378026071,0.983270202020202
"493",1.66952941541012,-0.0495354230133777,0.0090832521574212,-0.124129289990584,3.04003740224414,0,0
"494",0.35860899918374,-0.237910979577007,0.0394926407954517,-0.362514863351466,1.77862511052166,0,0
"495",0.609685991023006,-0.171190354770636,0.0233315981325049,-0.317649112787328,2.97988826815642,0,0
