"year","area.occupied","D75","D95","Gini"
"1971",0.4055,0.811,0.811,0.967580748321075
"1974",0.896916666666667,3.925,5.243,0.827326403674216
"1978",0.1325,0.265,0.265,0.989406779661017
"1982",0.638916666666667,2.383,3.038,0.893325629189815
"1986",0.16375,0.655,0.655,0.973816757275344
"1987",0.509466666666667,1.449,1.449,0.917827692944486
"1989",0.810166666666667,3.925,3.925,0.841926730491245
"1990",1.26553968253968,3.925,3.925,0.83671573617199
"1993",0.439190476190476,1.616,1.616,0.898794220100825
"1994",0.439333333333333,1.318,1.318,0.947313719219699
"1995",6.85398333333333,8.391,14.682,0.790503905895323
"1996",11.67535,6.68,10.783,0.800032951290368
"1997",10.3582200549451,11.682,18.432,0.656446587971968
"1998",10.2984988095238,8.391,13.057,0.743195433512123
"1999",8.30050497835498,9.936,18.222,0.691668553726533
"2000",7.24498448773449,9.361,18.77,0.682483282736715
"2001",5.3391130952381,4.397,12.044,0.803253608085936
"2002",6.58552564935065,6.463,14.748,0.735747349430272
"2003",5.54375313852814,1.449,2.886,0.927070565158964
"2004",9.73335277777778,5.82,15.63,0.771878045283941
"2005",9.7565123015873,9.745,17.153,0.70319509294958
"2006",6.63229242424242,3.722,10.795,0.828394893074894
"2007",7.45586785714286,4.084,12.839,0.8249830393783
"2008",8.94381666666667,8.468,16.407,0.70456022607206
"2009",5.53697301587302,6.179,15.69,0.766763482388719
"2010",6.81624199134199,8.176,13.664,0.723278218262287
"2011",7.05370659340659,9.643,14.837,0.669358384061598
"2012",3.98273849206349,3.843,10.049,0.842221081769488
"2013",1.87809166666667,1.318,2.755,0.923329860499155
"2014",2.97521825396825,6.721,9.435,0.822103784691687
"2015",4.87507103174603,2.755,9.219,0.858719339501431
"2016",4.43486017316017,6.811,13.232,0.750189777119916
"2017",5.09646666666667,1.437,7.352,0.869383845538268
"2018",0.156,0.156,0.156,0.986687716004608
"2019",5.29160317460317,3.925,9.828,0.780420407180981
"2020",6.80737619047619,5.243,13.676,0.767564491127022
