"MISSION","SETNO","STRAT","YEAR","MONTH","DAY","SCIEN","FSHNO","FLEN","CLEN","FWT","pred.wgt","condition"
"ATC1970175",8,"495",1970,7,7,"LIMANDA FERRUGINEA",147,28,1,175,167.897442131903,1.04230295457698
"ATC1970175",27,"480",1970,7,10,"LIMANDA FERRUGINEA",148,48,1,1125,886.659531615485,1.26880720263646
"ATC1970175",27,"480",1970,7,10,"LIMANDA FERRUGINEA",149,45,1,750,726.474691095692,1.03238283341823
"ATC1970175",27,"480",1970,7,10,"LIMANDA FERRUGINEA",150,50,1,1250,1005.75687323438,1.24284509831901
"ATC1970175",27,"480",1970,7,10,"LIMANDA FERRUGINEA",151,28,1,175,167.897442131903,1.04230295457698
"ATC1970175",27,"480",1970,7,10,"LIMANDA FERRUGINEA",152,28,1,190,167.897442131903,1.13164320782643
"ATC1970175",27,"480",1970,7,10,"LIMANDA FERRUGINEA",153,27,1,160,150.065399266653,1.06620180789107
"ATC1970175",27,"480",1970,7,10,"LIMANDA FERRUGINEA",154,27,1,150,150.065399266653,0.999564194897876
"ATC1970175",27,"480",1970,7,10,"LIMANDA FERRUGINEA",155,21,1,75,69.072618526148,1.08581376528542
"ATC1970175",28,"480",1970,7,11,"LIMANDA FERRUGINEA",1,43,1,700,631.338566115155,1.10875532965987
"ATC1970175",28,"480",1970,7,11,"LIMANDA FERRUGINEA",2,36,1,400,364.769676132023,1.09658238108374
"ATC1970175",28,"480",1970,7,11,"LIMANDA FERRUGINEA",3,46,1,760,777.482960132093,0.977513384821806
"ATC1970175",28,"480",1970,7,11,"LIMANDA FERRUGINEA",4,40,1,525,504.999848465381,1.03960427234859
"ATC1970175",28,"480",1970,7,11,"LIMANDA FERRUGINEA",5,33,1,280,278.836503231127,1.00417268454951
"ATC1970175",28,"480",1970,7,11,"LIMANDA FERRUGINEA",6,29,1,210,187.10967035494,1.1223364329681
"ATC1970175",28,"480",1970,7,11,"LIMANDA FERRUGINEA",7,24,1,100,104.316096373926,0.958624828536
"ATC1970175",28,"480",1970,7,11,"LIMANDA FERRUGINEA",8,21,1,65,69.072618526148,0.941038596580695
"ATC1970175",28,"480",1970,7,11,"LIMANDA FERRUGINEA",9,22,1,75,79.7411008833399,0.940543824567007
"ATC1970175",28,"480",1970,7,11,"LIMANDA FERRUGINEA",10,19,1,40,50.711812817635,0.788770855891984
"ATC1970175",28,"480",1970,7,11,"LIMANDA FERRUGINEA",11,22,1,190,79.7411008833399,2.38271102223642
"ATC1970175",28,"480",1970,7,11,"LIMANDA FERRUGINEA",12,20,1,50,59.4135753160531,0.841558511401188
"ATC1970175",28,"480",1970,7,11,"LIMANDA FERRUGINEA",13,20,1,60,59.4135753160531,1.00987021368143
"ATC1970175",28,"480",1970,7,11,"LIMANDA FERRUGINEA",14,15,1,25,24.4426071712054,1.02280414789185
"ATC1970175",28,"480",1970,7,11,"LIMANDA FERRUGINEA",15,16,1,25,29.8321068738065,0.838023278267039
"ATC1970175",29,"481",1970,7,11,"LIMANDA FERRUGINEA",16,50,1,1175,1005.75687323438,1.16827439241987
"ATC1970175",29,"481",1970,7,11,"LIMANDA FERRUGINEA",17,56,1,1275,1427.08433860952,0.893430027577978
"ATC1970175",29,"481",1970,7,11,"LIMANDA FERRUGINEA",18,46,1,915,777.482960132093,1.17687466725257
"ATC1970175",29,"481",1970,7,11,"LIMANDA FERRUGINEA",19,35,1,390,334.38427147213,1.16632280065992
"ATC1970175",29,"481",1970,7,11,"LIMANDA FERRUGINEA",20,27,1,375,150.065399266653,2.49891048724469
"ATC1970175",29,"481",1970,7,11,"LIMANDA FERRUGINEA",21,20,1,75,59.4135753160531,1.26233776710178
"ATC1970175",29,"481",1970,7,11,"LIMANDA FERRUGINEA",22,21,1,75,69.072618526148,1.08581376528542
"ATC1970175",32,"481",1970,7,11,"LIMANDA FERRUGINEA",23,30,1,215,207.755767127221,1.03486898569869
