"year","area.occupied","D75","D95","Gini"
"1970",2.13,1.415,2.292,0.939851757017798
"1971",0.5055,0.491,0.638,0.974857985835874
"1972",0.539666666666667,0.924,0.924,0.961723200054991
"1973",0.336166666666667,0.345,0.345,0.978048731284459
"1974",0.746333333333333,0.491,1.249,0.965832958424434
"1975",0.574,0.532,0.532,0.961566006206732
"1976",0.644166666666667,0.924,1.269,0.951748263205164
"1977",0.1725,0.345,0.345,0.986208826351135
"1978",0.807833333333333,0.924,1.415,0.94897246908706
"1979",0.471666666666667,0.924,0.924,0.957843688954679
"1980",0.702333333333333,0.924,0.924,0.961630540544781
"1981",0.08625,0.345,0.345,0.986208826351135
"1982",0.327333333333333,0.491,0.491,0.980372561560601
"1983",0.618333333333333,0.532,0.532,0.97702927336659
"1984",1.12066666666667,1.76,2.166,0.945693383431296
"1985",1.29625,1.415,1.947,0.935296141715563
"1986",0.935933333333333,0.491,1.415,0.964677446848796
"1987",1.06653333333333,0.924,0.924,0.958482846289716
"1988",1.56575,0.924,2.585,0.941067461667763
"1989",1.1825,0.491,1.648,0.956290805355674
"1990",0.660666666666667,1.023,1.023,0.957133253052078
"1991",0.1165,0.233,0.233,0.99068596098497
"1992",0.961833333333333,0.924,1.415,0.949785828105298
"1993",0.7581,1.415,1.415,0.940421368430044
"1994",0.231,0.924,0.924,0.963063639270867
"1995",2.1205,0.924,1.641,0.94921090230722
"1996",1.92966666666667,0.491,1.674,0.968859689607011
"1997",1.37583333333333,0.924,1.415,0.9529318610288
"1998",2.39183333333333,1.183,2.06,0.943117074659042
"1999",2.5075,0.532,1.829,0.953016364268014
"2000",2.367,1.456,1.947,0.938964858383711
"2001",2.01093333333333,1.689,3.203,0.943605180100481
"2002",2.3935,2.49,5.221,0.907989521990638
"2003",1.9479,0.724,2.18,0.952850052248032
"2004",1.64883333333333,1.456,2.18,0.951005396150214
"2005",1.4085,0.924,0.924,0.960674215947957
"2006",2.80916666666667,1.456,2.989,0.944227330785179
"2007",2.24641666666667,0.924,2.479,0.946176241186324
"2008",1.78504166666667,1.456,4.373,0.92032646808214
"2009",2.38816666666667,1.071,1.788,0.948770423945118
"2010",1.43283333333333,0.758,2.173,0.956542223059071
"2011",1.48543333333333,1.415,2.399,0.942317308486256
"2012",1.79366666666667,0.924,2.206,0.948524040195288
"2013",1.24733333333333,0.491,1.415,0.963905372397308
"2014",1.42166666666667,1.533,2.065,0.940480332747763
"2015",1.59666666666667,0.491,2.415,0.958192374243564
"2016",1.20016666666667,0.571,1.495,0.966262726667451
"2017",1.3075,1.465,2.223,0.953400621494622
"2019",1.24345714285714,1.641,2.986,0.951673604347837
"2020",2.37333333333333,0.924,1.801,0.945354825443592
