"stratum","mean.n","slope.glm.poisson","slope.glm.poisson.stderr","slope.glm.nb","strat.quan95","strat.quan75","strat.median.top25"
"441",0.0703730347051851,-0.135606600714225,0.77357875340673,-0.140441068504093,0.973036933581626,0,0
"442",0.114609160720022,0.475443553960827,0.985194691845478,0.449194263977783,1.02125726744186,0,0
"443",0.0351030675198969,2.03802956782932,1.19166552233486,2.12736164868743,0,0,0
"444",0.0266853144621535,0.00232030520954242,1.30556550753876,2.92227121986491e-05,0,0,0
"447",1.97313263745367,1.92487418325272,0.780370035343362,2.20414197910415,9.3626999746064,1.94444444444444,1.50902406417112
"448",1.10823645503718,2.13761314638813,0.784701609445917,2.13282655758056,4.19470916858361,0.988700564971751,0
"449",0.318911880600222,2.51447687199454,0.87823364026782,2.53805415487449,2,0,0
"450",0.234930315294293,0.9067936412532,0.905282217454974,1.19959511672147,1,0,0
"452",0.0832147179414743,2.43956643707327,1.11910630801364,2.23050848349009,0,0,0
"454",0.267018447632695,0.764332260628889,0.917428359627179,0.983623913199673,1.16666666666667,0,0
"455",1.01191126456888,0.169142157210243,0.790085064547664,0.148516603182296,3.94191919191919,1.59090909090909,0
"456",1.21879721880753,-0.16256492079851,0.794588721726311,-0.188626401765865,5.67982456140351,1.05764314928426,0
"457",0.213373903579041,0.542701429956681,0.972608679713066,0.562260122497582,1.39309210526315,0,0
"458",2.61399584967757,0.869749346260615,0.780976371683608,0.83075780976974,14.6865685543964,2.01149425287356,0.988700564971751
"459",0.0708076593955027,-0.902268802248343,1.24435449339345,-0.966161097963935,0.962258287292817,0,0
"460",0.065504116915565,-2.43961738299828,1.89387178880644,-2.66992473831202,0.858253588516746,0,0
"462",0.0329450262942827,0.191186454768129,1.45554361072692,0.198990585441011,0,0,0
"463",0.165914676467896,-1.51637344460858,1.3488156360448,-1.40662799237271,1.02941176470588,0,0
"464",0.974736514096097,1.11016642048206,0.790953289754646,1.12191001737211,4.28492647058823,1.02941176470588,0
"465",0.0779466330706455,2.02111685769033,0.890883590522811,2.14020508705365,0,0,0
"470",0.0531668097904511,0.283178751474057,1.55578908154445,0.309536103958263,0.342391304347817,0,0
"472",0.134354281131498,1.09053271001199,0.95100866117954,0.991137569779789,1.02941176470588,0,0
"473",0.251387982796871,0.911494280238497,0.9561189236022,0.834124842718347,1.02941176470588,0,0
"474",0.330244634073153,2.4189506912416,0.888764358405092,2.20206988962094,1.99214572192513,0,0
"475",0.915083230835183,1.84644604506589,0.816332806497833,1.48200191589196,3.08287997279837,1.06158088235294,0
"476",0.484037647673106,0.389858230128455,0.845032205594754,0.471493689584634,2.45603448275862,0,0
"477",0.335265242286988,1.76684522250422,0.831675276047753,1.63095427388742,1.97573478067669,0,0
"480",1.59623972288254,1.06501256185401,0.78349427180936,1.11880684848502,8.83952893495449,1.75,0
"481",0.580479084483005,0.409494639207447,0.803574893641403,0.320721697685263,3.01907514450867,0.972222222222222,0
"482",0.048723550706812,-0.953568641962563,1.72496238202396,-1.01643231604113,0,0,0
"484",0.039445229978266,2.3096610735161,1.2174139409702,2.24921666455636,0,0,0
"485",1.28995568800888,1.95164400815429,0.789561646737535,2.13760909120042,6.92738030591004,0.972222222222222,0
"490",9.18961955059788,1.57104693131827,0.776520577437234,1.65544012467244,26.3742897727272,13.0520833333333,11.8801795580111
"491",3.591464124845,1.21550171144422,0.780728451690675,1.30502033173273,14.7265625,4.89345114345114,1.95169307238273
"492",1.81871394200676,0.708821160974794,0.78943835590818,0.643201198779124,9.57585576603523,1.97746424923391,0
"493",3.91742063022651,1.34352237908258,0.780770861181889,1.16966378224427,16.0469210612513,5.78551912568306,2
"494",6.52596030735173,1.0880873079755,0.778721113000425,1.29483808474463,24.1023576903744,9.60828993055556,8.375
"495",9.05861128509433,1.20682967538826,0.777503911449887,1.26730443114406,31.6458333333333,11.5643440303937,9.8
