"year","area.occupied","D75","D95","Gini"
"1970",6.94975,6.374,13.369,0.745214331411099
"1971",19.7144166666667,5.977,20.335,0.75352357628713
"1972",12.4536833333333,7.506,15.47,0.724766318328682
"1973",11.0660833333333,3.727,13.39,0.812423744142214
"1974",15.7705595238095,7.321,12.482,0.734661358870256
"1975",16.2025333333333,3.847,12.612,0.798948503448789
"1976",36.7868,9.688,21.549,0.663143398757621
"1977",25.6039214285714,9.417,21.385,0.691860582044838
"1978",19.3492452380952,12.301,26.836,0.651402813137379
"1979",30.1580142857143,5.89,20.161,0.698509621763332
"1980",14.2947023809524,10.18,17.022,0.664746343452067
"1981",19.6333833333333,11.572,23.227,0.677491025580496
"1982",14.9662261904762,4.139,18.979,0.75884570442173
"1983",5.27976666666667,2.383,5.069,0.886083051169266
"1984",11.1577761904762,4.443,11.98,0.828273172440569
"1985",8.77268333333333,2.383,7.328,0.848161283976433
"1986",4.61573333333333,2.383,5.972,0.870893542721407
"1987",7.06265,8.105,17.189,0.742272550504086
"1988",12.0059130952381,4.505,15.191,0.781367898706279
"1989",13.5572666666667,5.419,15.351,0.752405364515369
"1990",23.3957511904762,10.478,25.158,0.637969418760829
"1991",13.8697976190476,6.007,16.283,0.752672624264701
"1992",7.36847261904762,1.249,5.097,0.912413992269027
"1993",11.9531392857143,3.861,12.321,0.800363369335349
"1994",25.4680869047619,10.813,21.088,0.692041952277695
"1995",21.3177095238095,4.258,12.372,0.791591024205783
"1996",27.6340369047619,13.447,26.006,0.589767433808742
"1997",31.150454029304,5.485,20.494,0.763128452735036
"1998",28.4285345238095,12.879,23.611,0.623330724663683
"1999",26.439166017316,6.763,17.275,0.754115439315253
"2000",17.3926217893218,8.665,22.904,0.739507327248236
"2001",15.1600762987013,8.783,17.56,0.721965410590649
"2002",21.8625917748918,2.383,8.341,0.854333356731902
"2003",25.1771311688312,5.736,13.555,0.755118444467391
"2004",34.114978968254,2.116,13.568,0.827551069259783
"2005",20.1399261904762,5.74,15.916,0.78171733856534
"2006",38.5711005411255,6.525,24.151,0.704608047264848
"2007",29.3519964285714,10.267,23.104,0.689371407451023
"2008",26.92505,5.412,12.318,0.769893127800115
"2009",31.5715793650794,3.991,12.88,0.801141947490997
"2010",33.3026001082251,10.461,24.68,0.674962650967862
"2011",32.688948962149,9.811,19.577,0.632986276358103
"2012",39.0993369047619,11.382,30.548,0.604559345142403
"2013",13.5865387445887,7.965,18.498,0.686314806138652
"2014",29.1164291125541,7.857,18.078,0.721499126273845
"2015",18.0146535714286,4.725,17.789,0.74205468339438
"2016",22.8804520923521,10.061,27.373,0.674090101722303
"2017",39.3794285714286,9.019,24.338,0.683468894898314
"2018",22.6654,10.052,16.897,0.347446911227255
"2019",43.6531388888889,10.64,20.779,0.622974340461076
"2020",43.0932023809524,11.686,28,0.593495113778424
