"year","area.occupied","D75","D95","Gini"
"1972",0.2046,1.023,1.023,0.959106172049888
"1981",0.2046,1.023,1.023,0.959106172049888
"1984",0.25575,1.023,1.023,0.958974153315554
"1986",0.1705,1.023,1.023,0.959106172049888
"1987",0.25575,1.023,1.023,0.959106172049888
"1988",0.524666666666667,3.148,3.148,0.874160537256156
"1989",0.1725,0.345,0.345,0.986208826351135
"1990",0.25575,1.023,1.023,0.959106172049888
"1992",0.5115,1.023,1.023,0.959106172049888
"1994",0.266,0.532,0.532,0.978733610489287
"1995",6.60995,8.375,14.469,0.697493905794266
"1996",10.5078333333333,4.948,14.113,0.784661020561818
"1997",4.87097619047619,1.086,7.275,0.923613005760701
"1998",6.287625,3.681,10.897,0.814591477915902
"1999",5.93950833333333,7.606,11.397,0.727995788041869
"2000",4.90799603174603,8.417,14.146,0.755427143484296
"2001",3.67761666666667,4.948,8.212,0.808982040673992
"2002",5.64498333333333,4.171,6.048,0.833552345061871
"2003",4.5393126984127,7.073,7.606,0.797112421348287
"2004",4.69165555555556,5.759,8.923,0.771162000329226
"2005",5.99192261904762,8.417,11.293,0.758087537419274
"2006",7.16271666666667,4.171,13.63,0.793256323467106
"2007",5.1573,4.302,7.441,0.8197798388693
"2008",7.1725,3.148,7.873,0.844259030922686
"2009",6.94970555555556,4.171,9.928,0.806878967499129
"2010",5.11270454545455,4.171,10.102,0.837274699276475
"2011",7.96342637362637,8.096,13.869,0.743194957248998
"2012",6.19302222222222,4.948,9.974,0.778742643952531
"2013",5.49016666666667,4.171,8.974,0.783963479885765
"2014",4.98715909090909,3.148,6.477,0.838723259980921
"2015",6.07846984126984,8.517,14.486,0.75847414659856
"2016",4.05334199134199,3.835,5.391,0.820088881500733
"2017",4.53508333333333,4.704,9.629,0.768653336685648
"2018",1.9283619047619,1.619,4.017,0.824706134627958
"2019",5.27404126984127,3.148,7.914,0.842354940133681
"2020",6.17578214285714,7.073,9.537,0.758840793469439
