"year","n","n.var","b","b.var"
1999,0.298514710651541,0.0118598599131958,0.0343344938754775,0.000148243184502706
2000,0.868791985825073,0.0221934567506035,0.0567254294801143,0.000231414245430524
2001,0.399501023003154,0.0215408794199616,0.0373083963365865,0.000177013576656504
2002,0.177403920039474,0.0031598718592227,0.0245321378297052,7.48103478131727e-05
2003,0.520676435929997,0.0820467059811502,0.06364009853268,0.00136950175005747
2004,0.0319346017297163,0.000852051294825257,0.00264139538924444,5.50065223410069e-06
2005,0.217171989857238,0.00553156094828477,0.0190359013680948,2.6670071557527e-05
2006,0.776456752382573,0.0631246334261406,0.0640326661915532,0.000315403168961626
2007,0.423864602126093,0.0144938964864575,0.0402754205433049,0.000300373000073375
2008,3.23324801302445,3.11494250506781,0.297434514345536,0.0245571612759166
2009,1.0504793562324,0.0640139451016847,0.103913634164321,0.000715839106643858
2010,1.54393955234543,0.101137735725267,0.147661224888199,0.00106473923669483
2011,1.88180006631363,0.115930641885883,0.179809380271448,0.0010173187793646
2012,1.87737865928502,0.13397279362425,0.206296704352639,0.00162135470488146
2013,2.72246020996756,0.40172897208377,0.254290097229309,0.00450714896696718
2014,1.6951357615254,0.128040236965658,0.150914480643536,0.000859016538593541
2015,1.7873390891898,0.0633471255881062,0.175590174038753,0.000585871526635153
2016,2.93294287769905,0.323188081457659,0.27005276488667,0.00147486276317569
2017,2.02359553864943,0.0729288922885806,0.245287039947272,0.00142409990617138
2018,1.42364314900797,0.148828409464915,0.0379764864893988,9.22138494127604e-05
2019,1.15888293846309,0.0396039967930514,0.152609456096208,0.000782793013842385
2020,2.29681676557784,1.13313464315703,0.111019295110924,0.000676037976137744
