"year","n","n.var","b","b.var"
1999,0.605086893071967,0.0184502812848305,0.0447605170996452,0.000119806708257212
2000,1.05999750813876,0.1387810946067,0.0108451790652042,5.32669349456595e-06
2001,0.750768588718299,0.184980299867948,0.0322342869163537,0.000491675645461186
2002,0.369090448661616,0.0134792218102588,0.0130083026863916,5.29044362407355e-05
2003,2.78108404175172,0.487772262776231,0.0832290810142852,0.000343032349244586
2004,0.519327710165376,0.0642997847527795,0.00653770918676396,8.89297802661364e-06
2005,1.26285981540147,0.522272974752658,0.152736328306406,0.0108051553242794
2006,0.0570408572375706,0.000828948500047642,0.00204882791378637,2.37568589078691e-06
2007,0.776842505171496,0.029458716036872,0.0359931349040829,8.81360886504249e-05
2008,0.481838695491274,0.00691941785839454,0.028203903988667,4.63441210243159e-05
2009,1.06236285599603,0.0628664308076856,0.0351714005449675,0.00010438484592313
2010,1.09715106621617,0.109176448324332,0.063376102552066,0.000294250509189667
2011,5.82897261281472,10.18099832341,0.0798189948277085,0.000381204184093763
2012,0.438919844748116,0.0223193441646445,0.009126336364681,1.08425090487175e-05
2013,0.0887469454661657,0.00110578381452611,0.00259289281457812,3.42724144752216e-06
2014,1.2146340899162,0.309858436736219,0.0145641916469197,4.91818715303409e-05
2015,0.341861641744259,0.00973824993007128,0.00285235421552363,6.32937565330837e-07
2016,1.72422807177299,0.933925866217062,0.0803769445212947,0.00345297043608285
2017,0.13739617881085,0.0027842440440056,0.0133870207234954,1.75222757089683e-05
2018,0.0132198520183289,8.78866749891645e-05,2.03332769544596e-05,2.39684924517414e-10
2019,0.517383369590262,0.0206532460494126,0.022849092799231,2.55869542406344e-05
2020,3.12588650430783,4.77392340769933,0.0353032778418885,0.000188032888131811
