"year","area.occupied","D75","D95","Gini"
"1970",8.77107857142857,8.212,14.748,0.742692089575959
"1971",5.11766666666667,2.44,7.358,0.88699954282562
"1972",9.93055952380952,13.947,22.935,0.644083544237401
"1973",10.37075,14.459,22.583,0.574484532813
"1974",14.226680952381,11.123,23.545,0.650438135608948
"1975",13.8851666666667,12.985,25.785,0.610309810266795
"1976",12.6396,14.201,26.961,0.630284585663063
"1977",16.3031571428571,20.846,30.69,0.417776225041031
"1978",13.1743619047619,9.851,23.05,0.693730020315493
"1979",14.7787476190476,15.214,29.599,0.567668907748219
"1980",11.3372095238095,14.79,24.931,0.579033028216276
"1981",10.8217666666667,10.815,20.884,0.720249187343937
"1982",9.51213333333333,17.558,26.31,0.507541347632304
"1983",10.1905,17.341,22.674,0.519323917645341
"1984",5.90197619047619,6.553,12.635,0.781871938728155
"1985",6.51213571428571,5.949,13.771,0.792069067931524
"1986",9.80581904761905,17.145,27.341,0.511612722345369
"1987",4.99220714285714,6.925,11.576,0.801932509891985
"1988",4.01230238095238,8.288,13.586,0.712268635636153
"1989",2.38896666666667,4.394,6.342,0.870490180266429
"1990",2.12875,4.376,5.94,0.861204788505522
"1991",4.45157738095238,9.889,14.242,0.695415325585919
"1992",4.05576547619048,12.726,15.423,0.621669299771928
"1993",2.29086111111111,1.561,6.831,0.895768706452313
"1994",5.51969047619048,8.029,13.104,0.77256486733147
"1995",8.15283214285714,6.947,15.313,0.741670571021411
"1996",11.5121916666667,9.154,19.019,0.694921644191683
"1997",10.8178142857143,7.013,19.795,0.728522339807242
"1998",9.21032738095238,8.226,17.244,0.747112712704039
"1999",7.92560909090909,4.924,11.833,0.809754362186708
"2000",7.43175634920635,4.119,10.197,0.834201536450501
"2001",7.99585238095238,4.838,12.616,0.799946878677535
"2002",7.44416071428571,8.063,13.407,0.800147351540686
"2003",8.04895753968254,11.191,17.352,0.633792102874056
"2004",5.17539047619048,2.609,5.405,0.868954738270877
"2005",7.51857976190476,6.81,12.405,0.785729246454409
"2006",7.56473647186147,2.906,10.415,0.876391063825099
"2007",6.95239880952381,9.732,13.366,0.687482326715353
"2008",7.79373333333333,7.188,10.92,0.797974606006461
"2009",10.8313361111111,8.652,18.587,0.721909320784004
"2010",7.97104318181818,6.23,16.877,0.813094769045612
"2011",6.60345561660562,5.611,16.354,0.790342062936995
"2012",7.00253333333333,7.043,12.144,0.779774464141337
"2013",5.82721666666667,3.648,11.264,0.816648040570095
"2014",7.14427738095238,7.097,11.702,0.796215275765693
"2015",7.11603333333333,9.592,18.396,0.716097825466321
"2016",8.35982445887446,6.065,15.663,0.782052346139258
"2017",7.84316904761905,6.065,14.52,0.786793747480463
"2018",5.95620476190476,3.846,7.097,0.671033122854443
"2019",6.32211428571429,6.225,12.543,0.779414094645611
"2020",8.12425595238095,5.822,13.592,0.790492191385212
