"depth","cum.catch","cum"
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0.00630692772753931
12,0,0.0280658283875499
13,0,0.0438331477063982
14,0,0.0586994773498837
15,0,0.106260410872803
16,0,0.17411238664064
17,0.046644435857957,0.301442338865292
18,0.0804935515451523,0.505354762467579
19,0.0804935515451523,0.759271764263857
20,0.149226750645266,0.987207274293825
21,0.217959949745381,1.3453627033487
22,0.217959949745381,1.73881501535026
23,0.264604385603338,2.08619237792763
24,0.609612193468472,2.63939633915362
25,0.660545365450147,3.13452577068618
26,1.11985330762739,3.94108759395788
27,1.38379362269634,4.64682005158326
28,1.68524721389633,5.34478556641211
29,1.97579313643313,6.11318953205805
30,2.61859315994799,7.19707806716938
31,3.4089768468919,8.10886022513034
32,3.96351954188582,9.34533549312843
33,4.65440860151378,10.7209658905029
34,5.19623142163593,11.8835263884717
35,5.75848017035675,13.0259645205599
36,6.56891297368608,14.0953449407593
37,7.66903049998004,15.0170651763687
38,8.51649395661461,15.9066781638827
39,9.707537836565,16.997988801322
40,10.4119146421783,18.0655315084885
41,11.6386615330375,19.2886199282109
42,13.105740942858,20.4199755613748
43,14.136734709824,21.5279544521693
44,16.1445350348604,22.8838350043369
45,18.4818820446466,24.2064033422853
46,20.6420285463802,25.43200674968
47,22.6039433689283,26.6155366266232
48,24.3820527880699,27.8327491508955
49,26.4477081112464,28.9762051641361
50,28.3887379120357,30.0109938185324
51,29.4830053895923,30.6988322781343
52,30.8759071333504,31.8380134620223
53,33.4439706063072,33.2153623720422
54,35.8601350836528,34.5808820714094
55,37.717377900863,35.9189898410421
56,38.9867291194853,36.9632467071745
57,41.0926757767318,38.2358537252973
58,43.7052722859272,39.5956517256821
59,45.3839259535454,40.646584760371
60,46.891068842506,42.0511055982433
61,49.1793878850868,43.2033392478799
62,51.2392784785386,44.4817229120612
63,52.9026645999974,45.6012022792241
64,54.7551750544402,46.9117226284046
65,56.5409055328758,47.9694287968717
66,57.3924019373776,48.924185274835
67,59.1773004768035,50.1215892759293
68,60.8524328857849,51.13664037563
69,61.9694646742552,51.9703882795239
70,64.341605116483,53.2256076878406
71,65.8766820915431,54.27278918049
72,67.1553102840643,55.1221054912558
73,68.9007722139229,56.5601359119756
74,70.4528600785278,57.7092013824304
75,72.8786087225966,58.9660983293039
76,73.7829840243826,60.0544739686024
77,75.3808741055123,60.987098570773
78,76.6857102564534,62.1969364681075
79,77.3948150518607,63.0503942365955
80,78.6744939087805,64.005421532775
81,79.7741032341902,64.8951205653033
82,80.9592121683442,65.9766954912305
83,83.0086391570738,67.184796444441
84,84.15762057968,67.9727920425889
85,84.7225404633042,68.9009114762456
86,85.9223475594652,70.0894726364908
87,86.3147314706851,70.7838361010595
88,87.1706149264934,71.8150574943335
89,87.502342167578,72.5056306698752
90,88.1645286792579,73.3654989563173
91,89.1019238605848,74.1019968335385
92,90.271957659409,75.0094706941612
93,90.9121401361244,75.7891698627342
94,91.5062157458348,76.304538425722
95,91.6664939669212,76.934531605212
96,91.8496513546841,77.4300387234927
97,92.158475799692,77.8830002916508
98,92.5412277766837,78.3187701748749
99,92.8989397627477,78.7747639270823
100,92.9662268425598,79.1699429203328
101,93.1392862061769,79.4301076987337
102,93.2554542445693,79.6345551812658
103,93.4293311854309,80.1014311119307
104,93.5251578547209,80.5601856791886
105,93.8617350301822,81.0349774252527
106,93.9034172920127,81.3971480091971
107,94.0239130550391,81.9809475714048
108,94.0762285469284,82.4334514745455
109,94.2396293932421,83.0077847486326
110,94.4055963924099,83.7132955153397
111,94.7363420007005,84.2881857991696
112,95.0526628728998,84.8431303415097
113,95.1594205026902,85.2084989199071
114,95.2294403226274,85.8482508372272
115,95.3814777904183,86.2753150374368
116,95.4181624341211,86.6814450491589
117,95.9316056695606,87.3097450231925
118,96.3992905716471,87.7723992590236
119,96.723125593088,88.5042038291363
120,96.8478888257779,88.97457648029
121,96.9541856822658,89.51810119077
122,97.1090267783821,89.9700087425245
123,97.1942698393535,90.2955437654461
124,97.3201672832498,90.7132672971951
125,97.5162440455341,90.9307113906914
126,97.6294702236103,91.3388325424237
127,97.6294702236103,91.618936741235
128,97.6294702236103,91.9374524413465
129,97.9200409570172,92.2285062591863
130,98.1218419414833,92.5575250459563
131,98.4063871778569,92.787977040305
132,98.5306896372443,93.0630361686565
133,98.6090069210374,93.4561640030906
134,98.6090069210374,93.7012664040423
135,98.6815255500385,93.895770734337
136,98.6815255500385,94.1059453034924
137,98.8704993146435,94.3825601721316
138,98.88613016283,94.5250115457188
139,98.9953334355339,94.6893786676451
140,99.0388446129345,94.7670747339582
141,99.0388446129345,94.9305331299627
142,99.0388446129345,95.0694078732962
143,99.125540882014,95.2791905355289
144,99.125540882014,95.3941496479256
145,99.1603469884065,95.5185000917626
146,99.2094725112782,95.7005120822778
147,99.2094725112782,95.7848135822171
148,99.2094725112782,95.9667126424035
149,99.2094725112782,96.0424971954377
150,99.2094725112782,96.1190124463814
151,99.2094725112782,96.2451014700862
152,99.2278325551797,96.3570431633429
153,99.267494503299,96.4750412054184
154,99.3041791470019,96.5827767392304
155,99.3198099951884,96.6493528004045
156,99.3198099951884,96.70965231277
157,99.3198099951884,96.791962672699
158,99.330230560646,96.8275852571622
159,99.330230560646,96.8627455537292
160,99.330230560646,96.9189280621729
161,99.3806675152249,96.9672503555576
162,99.3806675152249,97.0223537519691
163,99.3806675152249,97.1114432336911
164,99.3806675152249,97.2200610769737
165,99.3966882485135,97.301502996069
166,99.3966882485135,97.3414103289192
167,99.3966882485135,97.433266933906
168,99.3966882485135,97.4785612415702
169,99.3966882485135,97.6314200365248
170,99.4458137713852,97.7400563713232
171,99.4458137713852,97.8623447281094
172,99.4458137713852,97.9472722979425
173,99.4458137713852,98.073252353786
174,99.4458137713852,98.1462410084926
175,99.4458137713852,98.2295717038497
176,99.4719183511796,98.2752094253797
177,99.6894742381827,98.4116636041299
178,99.7051050863691,98.5013362290125
179,99.7051050863691,98.5482802440551
180,99.7051050863691,98.6466749207175
181,99.7051050863691,98.7372833483843
182,99.7051050863691,98.7772448349595
183,99.7051050863691,98.8732078772876
184,99.7706057835314,98.9815549519452
185,99.7871227342227,99.0292960834032
186,99.7871227342227,99.0714963642189
187,99.7871227342227,99.154021357814
188,99.8853737799661,99.2669226286611
189,99.9344993028378,99.3003856682374
190,99.9344993028378,99.4174964005856
191,99.9344993028378,99.445709170483
192,99.9344993028378,99.5008733247323
193,100,99.5816270952735
194,100,99.6183459624621
195,100,99.6530835958096
196,100,99.68929790878
197,100,99.7191458570076
198,100,99.7469940798783
199,100,99.7717859193434
200,100,99.8117738223699
201,100,99.8219078334671
202,100,99.8283930722404
203,100,99.8610834306187
204,100,99.8935558532745
205,100,99.9046573668976
