"year","area.occupied","D75","D95","Gini"
"1970",2.0818,2.404,5.29,0.880418553299455
"1971",3.438,1.318,5.067,0.885361451420768
"1972",1.36491666666667,1.437,3.312,0.906729542192269
"1973",2.81316666666667,4.585,6.591,0.824873890361571
"1974",0.0805,0.161,0.161,0.993564118963863
"1975",1.41058333333333,3.925,4.526,0.826782979222421
"1976",0.851,1.437,1.437,0.941145683250103
"1977",1.80771428571429,7.073,7.073,0.763217566190139
"1978",0.912416666666667,1.437,2.46,0.923986403978466
"1979",0.177666666666667,0.533,0.533,0.978693636072913
"1980",1.572,1.478,2.727,0.915304472810992
"1981",1.864,3.925,7.073,0.76628321768738
"1982",0.523,1.086,1.086,0.954606566138016
"1983",0.656666666666667,1.437,1.437,0.93656199948128
"1984",0.895666666666667,1.086,1.687,0.936802342841119
"1985",0.729833333333333,0.601,1.919,0.936713072926706
"1986",0.724666666666667,3.148,3.148,0.864609792118845
"1987",1.7702,3.148,4.585,0.853648322034579
"1988",1.88155238095238,5.412,8.167,0.798337800530743
"1989",0.596816666666667,1.437,2.392,0.919902415587585
"1990",0.59615,2.038,2.199,0.927865462371652
"1991",1.52735238095238,1.582,3.019,0.905536666581299
"1992",0.567416666666667,1.97,1.97,0.923881930427208
"1993",0.751583333333333,1.318,1.318,0.926911541847516
"1994",2.91131666666667,5.507,9.176,0.77055600912017
"1995",3.081225,10.238,11.458,0.717345843833791
"1996",0.8445,0.533,2.011,0.945297748961224
"1997",0.926416666666667,2.011,2.698,0.913799438469859
"1998",1.87093333333333,5.154,6.332,0.81960004466873
"1999",1.19883333333333,0.533,1.619,0.950614384785876
"2000",1.88535714285714,5.97,7.991,0.814095127736887
"2001",0.7315,1.086,1.086,0.937071713312449
"2002",1.3584,2.523,3.056,0.923381243773962
"2003",0.8521,0.533,1.619,0.964135146376518
"2004",0.9575,0.533,1.453,0.951274481150268
"2005",2.86211904761905,6.326,8.614,0.812989292295031
"2006",2.64638333333333,4.767,6.639,0.864026381534718
"2007",0.511333333333333,1.117,1.117,0.95853216307514
"2008",2.20075,2.087,4.098,0.917356606579979
"2009",0.94075,0.533,2.306,0.954687832385029
"2010",0.909416666666667,1.086,1.67,0.943355951126944
"2011",0.89575,2.271,2.804,0.926345801621958
"2012",0.757625,2.535,3.222,0.903684793859956
"2013",0.524666666666667,3.148,3.148,0.874160537256156
"2014",0.892166666666667,2.058,3.058,0.919627437670842
"2015",1.19248611111111,4.458,6.333,0.854574606405231
"2016",1.12905,1.086,3.35,0.922035785643088
"2018",0.362,1.086,1.086,0.907326022955156
"2020",0.743333333333333,1.086,1.086,0.948752713344679
