"year","area.occupied","D75","D95","Gini"
"1974",4.11213333333333,3.148,4.171,0.841452576641311
"1975",4.26405,3.148,4.171,0.846258997664229
"1976",1.095,3.148,3.148,0.863771131681203
"1979",1.27175,3.148,3.835,0.855685570338991
"1980",0.25575,1.023,1.023,0.959106172049888
"1981",1.3988,1.023,1.023,0.942118577827137
"1982",0.2046,1.023,1.023,0.959106172049888
"1983",1.3285,3.925,4.948,0.825003276110975
"1984",0.25575,1.023,1.023,0.958974153315554
"1985",2.43978333333333,3.148,7.073,0.780236471131626
"1986",1.45046666666667,3.148,4.171,0.849823611735099
"1987",2.73581666666667,4.948,8.096,0.841102016273052
"1988",3.05228571428571,3.148,4.171,0.845765227372991
"1989",1.67716666666667,1.023,1.023,0.910425040332852
"1990",2.41163095238095,1.023,5.608,0.880981263871016
"1991",3.49965,3.148,3.148,0.795986326468808
"1992",1.49275,1.023,1.023,0.885424565416205
"1993",3.66002222222222,3.148,8.096,0.819386837956813
"1994",2.76371428571429,1.023,4.948,0.885919958291279
"1995",9.34788095238095,4.948,8.096,0.836575298948017
"1996",8.566375,3.925,5.948,0.812774472499019
"1997",5.99877142857143,1.023,4.948,0.907087766597716
"1998",7.61924166666667,7.073,9.828,0.752678489311798
"1999",6.26583333333333,4.171,8.096,0.853070536990731
"2000",5.66634087301587,1.023,8.096,0.860235073068755
"2001",3.6454,1.023,8.096,0.882895798793345
"2002",5.83331111111111,7.073,8.997,0.765864822066493
"2003",5.18642976190476,1.023,8.096,0.891973320065819
"2004",3.71096666666667,4.948,6.385,0.797313498659028
"2005",7.5272619047619,7.073,9.096,0.744800007769399
"2006",6.30015,1.023,8.096,0.879605208786086
"2007",5.98571666666667,1.023,4.171,0.922397951236069
"2008",3.13476666666667,3.148,3.148,0.869002850243441
"2009",1.80177777777778,1,4.148,0.88146369006065
"2010",0.356818181818182,3.925,3.925,0.84310041573393
"2011",4.55024157509158,1.023,7.266,0.886825326915984
"2012",5.90187777777778,3.925,8.073,0.760832832704826
"2013",6.258,1.023,4.948,0.878682492433682
"2014",1.915,3.148,3.148,0.865755855760256
"2015",0.987273809523809,1.023,2.341,0.92318233470376
"2016",2.09726731601732,1.023,4.171,0.886807446087769
"2017",2.59046666666667,2.023,5.948,0.877827627046552
"2019",3.46551587301587,4.148,9.391,0.792858841937339
"2020",1.64005357142857,1,4.925,0.879159964560006
