"lengths","lf.1970","lf.1977","lf.1984","lf.1991","lf.1998","lf.2005"
4,0,0,0,0,0,0
7,0,0,0,0,0,0
10,0.00460829493087558,0.0101522842639594,0.00317460317460317,0,0.0153846153846154,0
13,0.00460829493087558,0.00761421319796954,0.00317460317460317,0.00444444444444444,0.0153846153846154,0.00947867298578199
16,0,0.0253807106598985,0.0158730158730159,0.0133333333333333,0.0846153846153846,0.037914691943128
19,0.0138248847926267,0.0228426395939086,0.0349206349206349,0.04,0.115384615384615,0.118483412322275
22,0.0368663594470046,0.0431472081218274,0.0793650793650794,0.0755555555555556,0.0692307692307692,0.104265402843602
25,0.0645161290322581,0.0685279187817259,0.0952380952380952,0.08,0.107692307692308,0.151658767772512
28,0.0783410138248848,0.0532994923857868,0.0857142857142857,0.191111111111111,0.115384615384615,0.170616113744076
31,0.0967741935483871,0.0634517766497462,0.104761904761905,0.12,0.0846153846153846,0.194312796208531
34,0.0599078341013825,0.101522842639594,0.0952380952380952,0.137777777777778,0.123076923076923,0.0805687203791469
37,0.0460829493087558,0.0989847715736041,0.0920634920634921,0.0933333333333333,0.0769230769230769,0.042654028436019
40,0.0368663594470046,0.0913705583756345,0.0698412698412698,0.0844444444444444,0.0615384615384615,0.033175355450237
43,0.0460829493087558,0.0736040609137056,0.073015873015873,0.0533333333333333,0.0461538461538462,0.014218009478673
46,0.0138248847926267,0.0609137055837563,0.0698412698412698,0.0222222222222222,0.0384615384615385,0.014218009478673
49,0.0184331797235023,0.032994923857868,0.0571428571428571,0.00888888888888889,0.0153846153846154,0.018957345971564
52,0.0460829493087558,0.0228426395939086,0.0253968253968254,0.0355555555555556,0.0153846153846154,0
55,0.0645161290322581,0.0228426395939086,0.0222222222222222,0.0133333333333333,0,0.004739336492891
58,0.0460829493087558,0.0203045685279188,0.0158730158730159,0.0133333333333333,0.00769230769230769,0
61,0.0506912442396313,0.032994923857868,0.00952380952380952,0,0.00769230769230769,0
64,0.0276497695852535,0.0152284263959391,0.00634920634920635,0.0133333333333333,0,0.004739336492891
67,0.0506912442396313,0.0253807106598985,0.00634920634920635,0,0,0
70,0.0460829493087558,0.0152284263959391,0.019047619047619,0,0,0
73,0.032258064516129,0.0253807106598985,0.00952380952380952,0,0,0
76,0.0368663594470046,0.0177664974619289,0.00317460317460317,0,0,0
79,0.0184331797235023,0.0203045685279188,0,0,0,0
82,0.0276497695852535,0.0126903553299492,0,0,0,0
85,0.00921658986175115,0.00761421319796954,0.00317460317460317,0,0,0
88,0.00921658986175115,0,0,0,0,0
91,0.00460829493087558,0.0050761421319797,0,0,0,0
94,0.00460829493087558,0,0,0,0,0
97,0.00460829493087558,0,0,0,0,0
100,0,0.00253807106598985,0,0,0,0
