"lengths","lf.1970","lf.1977","lf.1984","lf.1991","lf.1998","lf.2005"
4,0,0,0,0,0,0
7,0.00245398773006135,0.00821917808219178,0.00697674418604651,0.0303030303030303,0.128131021194605,0.106353591160221
10,0.00245398773006135,0.0045662100456621,0.0224806201550388,0.0223665223665224,0.0751445086705202,0.0428176795580111
13,0.0171779141104294,0.0155251141552511,0.0333333333333333,0.0367965367965368,0.0761078998073218,0.0842541436464088
16,0.0171779141104294,0.0210045662100457,0.0317829457364341,0.0317460317460317,0.0491329479768786,0.0718232044198895
19,0.0122699386503067,0.017351598173516,0.0589147286821705,0.0461760461760462,0.0529865125240848,0.0635359116022099
22,0.0257668711656442,0.0365296803652968,0.0813953488372093,0.0382395382395382,0.0491329479768786,0.0607734806629834
25,0.0319018404907975,0.0310502283105023,0.0821705426356589,0.0425685425685426,0.0741811175337187,0.0883977900552486
28,0.0466257668711656,0.0255707762557078,0.0658914728682171,0.0627705627705628,0.0597302504816956,0.069060773480663
31,0.0392638036809816,0.0191780821917808,0.0852713178294574,0.0598845598845599,0.069364161849711,0.0483425414364641
34,0.052760736196319,0.0310502283105023,0.0627906976744186,0.0375180375180375,0.0423892100192678,0.0621546961325967
37,0.0269938650306748,0.0255707762557078,0.0596899224806202,0.0533910533910534,0.0443159922928709,0.0483425414364641
40,0.0429447852760736,0.0310502283105023,0.0705426356589147,0.0411255411255411,0.0317919075144509,0.0441988950276243
43,0.0417177914110429,0.0273972602739726,0.0472868217054264,0.0447330447330447,0.035645472061657,0.0359116022099447
46,0.049079754601227,0.0328767123287671,0.0356589147286822,0.0476190476190476,0.0308285163776493,0.0262430939226519
49,0.0503067484662577,0.0292237442922374,0.0310077519379845,0.0353535353535354,0.0154142581888247,0.0303867403314917
52,0.0208588957055215,0.0383561643835616,0.0255813953488372,0.0339105339105339,0.0221579961464355,0.0179558011049724
55,0.0319018404907975,0.0337899543378995,0.0255813953488372,0.0281385281385281,0.0192678227360308,0.0151933701657459
58,0.0331288343558282,0.0438356164383562,0.0186046511627907,0.0303030303030303,0.0134874759152216,0.0151933701657459
61,0.0417177914110429,0.0484018264840183,0.0155038759689922,0.0216450216450216,0.01252408477842,0.00828729281767956
64,0.0404907975460123,0.0502283105022831,0.0155038759689922,0.0216450216450216,0.0163776493256262,0.0138121546961326
67,0.0306748466257669,0.0447488584474886,0.0147286821705426,0.0288600288600289,0.00963391136801541,0.0179558011049724
70,0.0319018404907975,0.0484018264840183,0.0131782945736434,0.0245310245310245,0.00481695568400771,0.00414364640883978
73,0.0392638036809816,0.0420091324200913,0.0131782945736434,0.0317460317460317,0.010597302504817,0.00966850828729282
76,0.0380368098159509,0.0484018264840183,0.0155038759689922,0.0266955266955267,0.00963391136801541,0.00552486187845304
79,0.0466257668711656,0.0484018264840183,0.0131782945736434,0.0288600288600289,0.00963391136801541,0.00414364640883978
82,0.0515337423312883,0.034703196347032,0.0108527131782946,0.0230880230880231,0.00770712909441233,0.00276243093922652
85,0.0355828220858896,0.0420091324200913,0.00930232558139535,0.0230880230880231,0.00192678227360308,0.00138121546961326
88,0.0294478527607362,0.0273972602739726,0.00775193798449612,0.0187590187590188,0.00770712909441233,0
91,0.0196319018404908,0.0255707762557078,0.00697674418604651,0.00793650793650794,0.00578034682080925,0
94,0.0184049079754601,0.0246575342465753,0.0062015503875969,0.00865800865800866,0.00867052023121387,0.00138121546961326
97,0.00858895705521472,0.0136986301369863,0.00232558139534884,0.00505050505050505,0.00385356454720617,0
100,0.00736196319018405,0.0146118721461187,0.00387596899224806,0.00288600288600289,0.000963391136801541,0
103,0.00858895705521472,0.0045662100456621,0.00387596899224806,0,0,0
106,0.0049079754601227,0.00365296803652968,0.000775193798449612,0.00288600288600289,0,0
109,0.00122699386503067,0.00182648401826484,0.00155038759689922,0.000721500721500722,0.000963391136801541,0
112,0.00122699386503067,0.00273972602739726,0.000775193798449612,0,0,0
115,0,0.00182648401826484,0,0,0,0
