"temperature","cum.catch","cum"
-1,0,0
-0.9,0,0
-0.8,0,0
-0.7,0.0440802787830923,0.00890069335677635
-0.6,0.0440802787830923,0.00890069335677635
-0.5,0.0440802787830923,0.0138779610818857
-0.4,0.0440802787830923,0.0668182679458935
-0.3,0.0440802787830923,0.07734529599282
-0.2,0.100361978733345,0.129803846471254
-0.1,0.100361978733345,0.177272312226145
0,0.12501167062885,0.289916283099898
0.1,0.159641137640847,0.338628353730598
0.2,0.208094180079222,0.416046584547839
0.3,0.34022922375942,0.577268759624206
0.4,0.439409851021377,0.690916881291918
0.5,0.658830899536703,0.906289857528814
0.6,0.98498969830856,1.18255705451886
0.7,1.60537806077487,1.62447164787784
0.8,1.91552337587041,2.21170436921037
0.9,2.72085243712599,2.68392816306
1,3.66111274306047,3.20477076522765
1.1,4.10111604057792,4.1715474799668
1.2,4.89020945355211,4.77725576891198
1.3,6.6469513831616,5.92476184213075
1.4,7.34570843600888,6.60296285381914
1.5,7.97101363871431,7.38385001191295
1.6,8.7703926179961,8.24356588098498
1.7,9.13102975139555,8.96545107182589
1.8,9.85915535295389,9.60226613120129
1.9,10.2948977247805,10.2102397907122
2,11.4867461798883,11.2428048868842
2.1,12.5377636018424,12.0143561501004
2.2,13.7836219013131,13.1867450694822
2.3,15.3007794553427,14.321481258604
2.4,16.1169616689717,15.3759021175126
2.5,17.4734587813901,16.6310636335397
2.6,18.7913079846201,17.7859678104933
2.7,19.4720510647962,18.767058094724
2.8,20.270364560768,19.7168443182987
2.9,21.0019601618722,20.5541309487227
3,21.2475613695623,21.5297705670177
3.1,21.9909664551834,22.640548480095
3.2,22.8388911714327,23.5770522583113
3.3,23.290907982186,24.543992725772
3.4,23.8561370545436,25.191696333928
3.5,25.612922140845,26.3375337698885
3.6,26.80095668627,27.1733303733835
3.7,29.0800529421069,28.344488555749
3.8,29.7611715862582,29.2775489041425
3.9,30.3723569940639,30.0747105229413
4,31.6104060313454,30.992456556135
4.1,32.0670515232583,31.8110213192443
4.2,33.1743786886162,32.8778905405149
4.3,33.7876591118534,33.7545149743002
4.4,34.6184514610072,34.5271457783389
4.5,35.687980401761,35.8162811926559
4.6,36.2065831184329,36.5118264144572
4.7,37.1953919320952,37.4455183318656
4.8,38.0536155646794,38.1014748997795
4.9,38.9829830040083,39.0531971004509
5,40.5675524024371,40.125148883671
5.1,41.2094708324977,40.964480483457
5.2,42.86068180394,42.4161230108508
5.3,43.6468452637553,43.4614780484157
5.4,44.8758915967855,44.5496372143682
5.5,46.313825554913,45.8429727361193
5.6,47.2312155977707,46.8031215209483
5.7,49.6148297210245,48.2407664439208
5.8,50.8047802052716,49.3142351410994
