"par.name","lm1.est","glm.poisson.est","glm.nb.est"
"(Intercept)",1.20249363666313,1.35964739584921,1.15065902509674
"log(yearly.estimate)",0.6321174885547,0.0874894637407193,0.116077370390382
"as.factor(stratum)441",-0.795506997602661,-1.47865079928683,-1.28321460506489
"as.factor(stratum)442",-1.86440279930859,-6.31184740573266,-6.12612013706971
"as.factor(stratum)444",-1.66733422474146,-4.19478718180944,-3.91246002597131
"as.factor(stratum)445",-0.83569070852589,-1.92177032917218,-1.6080103907423
"as.factor(stratum)446",-1.23204423338657,-0.607311712995993,-0.883363394525599
"as.factor(stratum)447",-1.84041621436416,-5.69520313971177,-5.4443016747703
"as.factor(stratum)448",-1.82989708390299,-5.65536837921368,-5.44141054875929
"as.factor(stratum)449",-1.54332363592233,-3.21076580796129,-2.78030649508469
"as.factor(stratum)450",-1.4363534176586,-1.91367522728607,-1.77510620070587
"as.factor(stratum)451",-1.00792018273803,-1.11941012745366,-1.01853977651591
"as.factor(stratum)452",0.0330724251023659,-0.289761868868521,-0.604394852430695
"as.factor(stratum)453",-0.688779825882703,-1.38764810825555,-1.2473197563094
"as.factor(stratum)454",-1.48214200830582,-2.54521093871421,-2.34246392078139
"as.factor(stratum)455",-1.87126159541644,-6.16960110489168,-5.98316495979461
"as.factor(stratum)456",-2.06927255177594,-5.6772876781627,-5.3773216876273
"as.factor(stratum)457",-1.57370093425696,-3.34132498374145,-3.16025147154102
"as.factor(stratum)458",-1.83178313075027,-4.94362780412515,-4.77211630809448
"as.factor(stratum)459",-1.72391458082015,-3.11766881987791,-2.94157781347655
"as.factor(stratum)460",-0.892578848375685,-1.71130260100563,-1.54479232223548
"as.factor(stratum)461",-0.73396535718787,-1.54647486091812,-1.3997576905612
"as.factor(stratum)462",-1.5610469787919,-1.94737590796544,-1.99967532551845
"as.factor(stratum)463",-1.61810162701367,-3.27284448873691,-3.07908757774331
"as.factor(stratum)464",-1.93898480481747,-4.78529348278423,-4.76096351919171
"as.factor(stratum)465",-1.81194789064085,-3.54058376113183,-3.68169142914999
"as.factor(stratum)466",-0.803186309126058,-1.80661313860846,-1.72747082900323
"as.factor(stratum)470",0.0261724107717275,-1.31524179153946,-1.1595009952312
"as.factor(stratum)471",-0.707647347229506,-1.72046424128694,-1.66890842877964
"as.factor(stratum)472",-1.64474471987227,-3.49747143857022,-3.48287524386557
"as.factor(stratum)476",-0.916073286347251,-2.42332838519128,-2.04152609388921
"as.factor(stratum)477",-1.69415495453894,-4.15038126749615,-4.03583607212497
"as.factor(stratum)478",-1.35647124569255,-1.85265390552383,-1.59122453438747
"as.factor(stratum)480",-1.87509266388798,-6.4308204599131,-6.20357460209988
"as.factor(stratum)481",-1.65433723285548,-3.20358161843129,-3.22190778960427
"as.factor(stratum)482",-1.30321331216796,-2.35773499787526,-2.22837148239285
"as.factor(stratum)483",-0.713815241167989,-1.52425402290168,-1.39337313659949
"as.factor(stratum)484",-0.13709387800276,-0.861790609430637,-0.92562431071002
"as.factor(stratum)485",-0.469869112409459,-1.5633505466845,-1.3767437632612
"as.factor(stratum)490",-1.91599990625108,-3.65679529394602,-3.06330055084708
"as.factor(stratum)491",-0.605416524688974,-1.3218156694706,-1.34537898693309
"as.factor(stratum)492",-0.753319308125162,-1.00480435326507,-1.42095995336344
"as.factor(stratum)493",-0.848110513737023,-1.49531483906904,-1.37441447494458
"as.factor(stratum)494",-0.506206697715453,-1.37814554506882,-1.30950266754957
"as.factor(stratum)495",-1.23915438731456,-2.23891854874937,-2.1528487317812
"log(yearly.estimate):as.factor(stratum)441",-0.67376500597524,-0.00522897995340479,-0.0237109427908457
"log(yearly.estimate):as.factor(stratum)442",-0.621640788964782,-0.0489458635938294,-0.0748245044865835
"log(yearly.estimate):as.factor(stratum)444",-0.711189688205853,-0.283771141038038,-0.325690455322707
"log(yearly.estimate):as.factor(stratum)445",-0.879887241446994,-0.158741269232519,-0.214763396922749
"log(yearly.estimate):as.factor(stratum)446",0.788189124489361,0.114776864787743,0.147830556228211
"log(yearly.estimate):as.factor(stratum)447",-0.653504695284347,-0.38470015693363,-0.421175577306647
"log(yearly.estimate):as.factor(stratum)448",-0.639852554666996,-0.136232197741186,-0.165733720712085
"log(yearly.estimate):as.factor(stratum)449",-0.711827863939952,-0.222481565196695,-0.296012878481047
"log(yearly.estimate):as.factor(stratum)450",-0.484921286616931,-0.0815682391450614,-0.0982041542002494
"log(yearly.estimate):as.factor(stratum)451",0.102262223483972,-0.0245197253723691,-0.0309461565486702
"log(yearly.estimate):as.factor(stratum)452",0.215976475267042,0.0539506955551447,0.0962007396230631
"log(yearly.estimate):as.factor(stratum)453",-0.0506748545845904,-0.0248542021375711,-0.0424741700270472
"log(yearly.estimate):as.factor(stratum)454",-0.525265671076757,-0.148580957771557,-0.171880556977873
"log(yearly.estimate):as.factor(stratum)455",-0.60768274767655,-0.0216096544260452,-0.0465866466512587
"log(yearly.estimate):as.factor(stratum)456",-0.39599966835036,0.132529873199544,0.0945923032528283
"log(yearly.estimate):as.factor(stratum)457",-0.517575572134084,-0.0279013961866785,-0.0526247484249681
"log(yearly.estimate):as.factor(stratum)458",-0.629703158705274,-0.152495004516681,-0.177567025302399
"log(yearly.estimate):as.factor(stratum)459",-0.329005397273073,0.0595638843400481,0.0333565472788416
"log(yearly.estimate):as.factor(stratum)460",-0.0292382170817503,-0.024073623934573,-0.0429181591119505
"log(yearly.estimate):as.factor(stratum)461",-0.083575449079186,-0.0450966164387531,-0.0643673828567532
"log(yearly.estimate):as.factor(stratum)462",0.324123977880256,0.0110865926173138,0.019094380393997
"log(yearly.estimate):as.factor(stratum)463",-0.660770052420314,-0.145106073598633,-0.174831906299311
"log(yearly.estimate):as.factor(stratum)464",-0.476811944836424,0.00870583270859955,0.00894590356874114
"log(yearly.estimate):as.factor(stratum)465",-0.379733931046394,-0.0174175073937752,0.00793439900808548
"log(yearly.estimate):as.factor(stratum)466",-0.0795330737382618,-0.0171046533375151,-0.0217620411604781
"log(yearly.estimate):as.factor(stratum)470",-0.288125022605233,-0.0377449169367517,-0.0567205828777364
"log(yearly.estimate):as.factor(stratum)471",-0.0134002534355015,-0.0267152025586073,-0.0279556078483832
"log(yearly.estimate):as.factor(stratum)472",-0.412688376007887,-0.0254025201622194,-0.0221181837849788
"log(yearly.estimate):as.factor(stratum)476",-0.328939863130288,0.0653849410922651,0.0154347911260467
"log(yearly.estimate):as.factor(stratum)477",-0.569937594845379,-0.0516083066267331,-0.0623858771186219
"log(yearly.estimate):as.factor(stratum)478",0.0831753222511642,-0.0109787915684257,-0.0313176023727351
"log(yearly.estimate):as.factor(stratum)480",-0.620325493851844,-0.0864065013055934,-0.118747338475335
"log(yearly.estimate):as.factor(stratum)481",-0.474897467508537,-0.0281234592350504,-0.0324571895107378
"log(yearly.estimate):as.factor(stratum)482",-0.279418921888699,-0.0389775074107454,-0.0490058233932723
"log(yearly.estimate):as.factor(stratum)483",-0.13630677565003,-0.0330849425510764,-0.0448570856233085
"log(yearly.estimate):as.factor(stratum)484",0.26938047865627,0.0672415874161631,0.0823736208820418
"log(yearly.estimate):as.factor(stratum)485",-0.261465002958103,0.00322260420130894,-0.017894657646176
