"year","area.occupied","D75","D95","Gini"
"1970",2.0818,1.318,4.204,0.896378970220675
"1971",1.864,1.318,1.318,0.942346855752468
"1972",1.36491666666667,1.437,1.437,0.913753423144547
"1973",2.50516666666667,4.068,5.505,0.833407759322022
"1974",0.0805,0.161,0.161,0.993564118963863
"1975",1.41058333333333,4.526,4.526,0.869170749609537
"1976",0.851,1.437,1.437,0.940066341927256
"1977",1.80771428571429,0.92,4.845,0.866394425813322
"1978",0.656666666666667,1.437,1.437,0.940064490490998
"1979",0.177666666666667,0.533,0.533,0.978693636072913
"1980",1.572,1.478,2.727,0.913417025258976
"1981",1.077,3.925,3.925,0.841667326577801
"1982",0.523,0.161,0.161,0.980966746412557
"1983",0.177666666666667,0.533,0.533,0.978693636072913
"1984",0.533666666666667,0.601,0.601,0.962058988325004
"1985",0.729833333333333,1.318,1.919,0.932835519515344
"1986",0.2,1,1,0.960025583626479
"1988",0.993552380952381,3.148,4.466,0.853142537802293
"1989",0.446566666666667,1.437,1.437,0.926939991446956
"1990",0.59615,0.317,1.754,0.965088258026203
"1991",1.34206666666667,1.582,1.582,0.921637274111695
"1992",0.567416666666667,0.533,1.134,0.955569607886646
"1993",0.439333333333333,1.318,1.318,0.947313719219699
"1994",2.76106666666667,3.925,8.176,0.798873683989076
"1995",3.081225,1.478,5.76,0.896418034002259
"1996",0.8445,0.533,0.533,0.973358808795225
"1997",0.926416666666667,1.478,1.478,0.932052988383234
"1998",1.87093333333333,0.92,2.006,0.953620653979783
"1999",1.19883333333333,2.961,2.961,0.889888993358158
"2000",1.88535714285714,2.822,7.407,0.843901323394574
"2001",0.7315,1.478,1.478,0.925783057644652
"2002",1.3584,1.086,1.247,0.952041339475163
"2003",0.8521,0.533,1.619,0.963823370420581
"2004",0.9575,0.533,0.533,0.9770253479454
"2005",2.86211904761905,2.992,4.765,0.887201425886392
"2006",2.64638333333333,4.866,5.714,0.854460639374703
"2007",0.511333333333333,0.533,0.533,0.969186075930748
"2008",2.20075,2.564,3.148,0.911536870775005
"2009",0.94075,0.533,1.619,0.959461027864208
"2010",0.909416666666667,0.687,0.687,0.953513007761136
"2011",0.89575,1.117,1.534,0.953740420965783
"2012",0.757625,1.086,1.619,0.944811381795834
"2013",0.524666666666667,3.148,3.148,0.874160537256156
"2014",0.892166666666667,1,1.533,0.950560882019141
"2015",1.19248611111111,3.925,3.925,0.836874198399252
"2016",1.12905,1.086,1.086,0.949071296024819
"2018",0.362,1.086,1.086,0.907326022955156
"2020",0.743333333333333,1.086,1.086,0.954890330746894
