"temperature","cum.catch","cum"
-1,0,0
-0.9,0,0
-0.8,0,0
-0.7,0,0.00492996517812753
-0.6,0,0.00492996517812753
-0.5,0,0.0118319164275061
-0.4,0.0925803850923995,0.0936945155702879
-0.3,0.0925803850923995,0.100596466819666
-0.2,0.159988472662827,0.131512349900475
-0.1,0.206541180478664,0.16123828618203
0,0.345149242847626,0.264685064069267
0.1,0.345149242847626,0.355191838607029
0.2,0.53165953597412,0.44040354784142
0.3,0.653785389627941,0.534293271660221
0.4,0.682762075105146,0.595765140156867
0.5,1.004629963754,0.876143946814472
0.6,1.22263139417054,1.12410193658291
0.7,1.46153279026841,1.5781315011352
0.8,2.7019641086901,2.21290167117988
0.9,3.20330993697244,2.61190957667286
1,3.71561723618035,3.14133350171481
1.1,4.72500643509653,4.09230207466558
1.2,5.5994222969525,4.7505058253959
1.3,6.67104379626971,5.64972124990751
1.4,7.41148707372034,6.28366814298602
1.5,8.20463820867803,7.02903383117014
1.6,9.10100284722117,7.89077850927264
1.7,9.41957054390886,8.58377221296576
1.8,9.99638513695769,9.16851306916422
1.9,10.1852786242622,9.71501448915753
2,11.2482612877538,10.4940823382357
2.1,12.5195386364974,11.3247623806284
2.2,13.4298176260586,12.443392348154
2.3,14.2613114079469,13.4332775540168
2.4,15.0145523047924,14.3052258711529
2.5,15.8622891148168,15.4615131126555
2.6,16.7567017648193,16.5165264757856
2.7,17.5756552339461,17.3916414443138
2.8,18.5325254752318,18.3999457690069
2.9,19.1115533220182,19.2956674847243
3,20.3225245935139,20.3722726508941
3.1,21.0499777403719,21.3687694197882
3.2,22.2891971132988,22.2940538283577
3.3,23.3725801300776,23.2105289066162
3.4,24.0266640092899,23.9618907936952
3.5,25.4193381415019,25.0726695821225
3.6,25.981254159617,25.882090233015
3.7,26.9314781809809,27.0190962985505
3.8,28.0927965643335,27.9766109073494
3.9,28.5681425469581,28.6601637772148
4,29.5976274286621,29.6719625652801
4.1,30.1027797283542,30.2979368132571
4.2,31.4016465291064,31.3445794425517
4.3,32.5172902418268,32.2533396913292
4.4,33.4676028100079,32.9978183430251
4.5,34.3996288978587,34.1533029164752
4.6,35.2842513950673,34.8462205102159
4.7,35.847529992439,35.8282081262096
4.8,36.4392758706576,36.5878302333872
4.9,37.6166087271854,37.6830139991575
5,38.6996825593133,38.7930229626503
5.1,39.3910915262682,39.681760933741
5.2,40.5947238292138,41.1471156754649
5.3,41.1896738521402,42.1561680471361
5.4,42.1964759561292,43.2514567044841
5.5,43.931948152762,44.5121511037268
5.6,44.7663782165552,45.3607857814404
5.7,45.8571866652466,46.7092035848467
5.8,46.8572257369637,47.7121842415305
