"par.name","lm1.est","glm.poisson.est","glm.nb.est"
"(Intercept)",-0.617853399819676,-4.27191769038782,-4.27271179678578
"log(yearly.estimate)",6.68674498770131e-05,-0.135606600714225,-0.140441068504093
"as.factor(stratum)442",0.0362573023314127,0.00327939174396426,0.051397809781528
"as.factor(stratum)443",-0.00617251975303993,-2.51620865555465,-2.58265534706225
"as.factor(stratum)444",-0.0479943189316375,-1.01227700754752,-1.00235369279826
"as.factor(stratum)447",1.05247269914318,1.66055684490292,1.43168123904667
"as.factor(stratum)448",0.638606533576507,0.833392378463583,0.836491090967064
"as.factor(stratum)449",0.391282865715791,-0.81805081638045,-0.835449138692158
"as.factor(stratum)450",0.189494501166562,0.479645586836885,0.257593600687159
"as.factor(stratum)452",0.0204576630687183,-1.99375380089866,-1.80079335904505
"as.factor(stratum)454",0.157811248183294,0.716694257816317,0.555476778186557
"as.factor(stratum)455",0.585984704167187,2.47952110205493,2.51152530361971
"as.factor(stratum)456",0.562355205365391,2.92224379451538,2.95145284475182
"as.factor(stratum)457",0.147507486466315,0.675625269589696,0.664552754837697
"as.factor(stratum)458",1.02612203416578,2.87797409544718,2.92023063112432
"as.factor(stratum)459",-0.0166892828435764,0.59510394234886,0.650392731893296
"as.factor(stratum)460",-0.0400302593312786,1.53011825039833,1.68682706550079
"as.factor(stratum)462",-0.0356068453109413,-0.943549239625622,-0.944166848087668
"as.factor(stratum)463",0.0248756630916973,1.82996011776646,1.76616380955486
"as.factor(stratum)464",0.742535287978253,1.69915011757892,1.71163126957358
"as.factor(stratum)465",0.0290719178514355,-1.67178198659102,-1.76573459035698
"as.factor(stratum)470",-0.0065892656911525,-0.489099125921593,-0.512988172424379
"as.factor(stratum)472",0.0442154788512047,-0.276986740236127,-0.187415311666103
"as.factor(stratum)473",0.226986277022883,0.494381354370288,0.583722506267344
"as.factor(stratum)474",0.391498405773111,-0.549085819411074,-0.350827791106788
"as.factor(stratum)475",0.659255020920275,1.00963052226572,1.33214907638868
"as.factor(stratum)476",0.252868559222496,1.54562918679325,1.52656399736776
"as.factor(stratum)477",0.228510122024961,-0.0186491203747695,0.115733446229787
"as.factor(stratum)480",0.819282187177222,2.20470240614712,2.19045354289102
"as.factor(stratum)481",0.371374796112076,1.7032151759479,1.82328690242852
"as.factor(stratum)482",-0.0298137195960926,0.297004075237378,0.345752105089937
"as.factor(stratum)484",-0.00742388182406159,-2.69094540706237,-2.63086398632068
"as.factor(stratum)485",0.689697244780512,1.10107401430453,1.00908168876804
"as.factor(stratum)490",2.65713163591517,3.5817469559048,3.54472013803575
"as.factor(stratum)491",1.52958567155747,2.89965316894436,2.85226069343293
"as.factor(stratum)492",0.781787355874016,2.63406084397306,2.7268000735303
"as.factor(stratum)493",1.41468223818789,2.8631585017049,3.04766696110779
"as.factor(stratum)494",2.22559510570196,3.58084812648364,3.42098648787081
"as.factor(stratum)495",2.62572869409498,3.81599180431518,3.79741626218296
"log(yearly.estimate):as.factor(stratum)442",0.0418716699406767,0.475443553960827,0.449194263977783
"log(yearly.estimate):as.factor(stratum)443",0.0865238280024011,2.03802956782932,2.12736164868743
"log(yearly.estimate):as.factor(stratum)444",0.000375583226077208,0.00232030520954242,2.92227121986491e-05
"log(yearly.estimate):as.factor(stratum)447",1.01993527715262,1.92487418325272,2.20414197910415
"log(yearly.estimate):as.factor(stratum)448",0.545375943389371,2.13761314638813,2.13282655758056
"log(yearly.estimate):as.factor(stratum)449",0.55718089361773,2.51447687199454,2.53805415487449
"log(yearly.estimate):as.factor(stratum)450",0.222739285374237,0.9067936412532,1.19959511672147
"log(yearly.estimate):as.factor(stratum)452",0.0809921050347965,2.43956643707327,2.23050848349009
"log(yearly.estimate):as.factor(stratum)454",0.0898337828787646,0.764332260628889,0.983623913199673
"log(yearly.estimate):as.factor(stratum)455",-0.114532163972558,0.169142157210243,0.148516603182296
"log(yearly.estimate):as.factor(stratum)456",-0.16961455199263,-0.16256492079851,-0.188626401765865
"log(yearly.estimate):as.factor(stratum)457",0.095216079960451,0.542701429956681,0.562260122497582
"log(yearly.estimate):as.factor(stratum)458",0.414256196928044,0.869749346260615,0.83075780976974
"log(yearly.estimate):as.factor(stratum)459",-0.0390661227681773,-0.902268802248343,-0.966161097963935
"log(yearly.estimate):as.factor(stratum)460",-0.0969716961468462,-2.43961738299828,-2.66992473831202
"log(yearly.estimate):as.factor(stratum)462",0.0164310312434269,0.191186454768129,0.198990585441011
"log(yearly.estimate):as.factor(stratum)463",-0.184956880357513,-1.51637344460858,-1.40662799237271
"log(yearly.estimate):as.factor(stratum)464",0.364238312893873,1.11016642048206,1.12191001737211
"log(yearly.estimate):as.factor(stratum)465",0.120764369259772,2.02111685769033,2.14020508705365
"log(yearly.estimate):as.factor(stratum)470",0.0270641757490695,0.283178751474057,0.309536103958263
"log(yearly.estimate):as.factor(stratum)472",0.0473045375498053,1.09053271001199,0.991137569779789
"log(yearly.estimate):as.factor(stratum)473",0.134958450057149,0.911494280238497,0.834124842718347
"log(yearly.estimate):as.factor(stratum)474",0.506741229643075,2.4189506912416,2.20206988962094
"log(yearly.estimate):as.factor(stratum)475",0.327030718317276,1.84644604506589,1.48200191589196
"log(yearly.estimate):as.factor(stratum)476",0.0748934910277673,0.389858230128455,0.471493689584634
"log(yearly.estimate):as.factor(stratum)477",0.189829309771423,1.76684522250422,1.63095427388742
"log(yearly.estimate):as.factor(stratum)480",0.366924344848225,1.06501256185401,1.11880684848502
"log(yearly.estimate):as.factor(stratum)481",0.0839300203933362,0.409494639207447,0.320721697685263
"log(yearly.estimate):as.factor(stratum)482",-0.024781335336105,-0.953568641962563,-1.01643231604113
"log(yearly.estimate):as.factor(stratum)484",0.0743784622055622,2.3096610735161,2.24921666455636
"log(yearly.estimate):as.factor(stratum)485",0.664299638115796,1.95164400815429,2.13760909120042
"log(yearly.estimate):as.factor(stratum)490",0.931261309647417,1.57104693131827,1.65544012467244
"log(yearly.estimate):as.factor(stratum)491",0.703149319792541,1.21550171144422,1.30502033173273
"log(yearly.estimate):as.factor(stratum)492",0.252110822767029,0.708821160974794,0.643201198779124
"log(yearly.estimate):as.factor(stratum)493",0.396907647834128,1.34352237908258,1.16966378224427
"log(yearly.estimate):as.factor(stratum)494",0.927430791062101,1.0880873079755,1.29483808474463
"log(yearly.estimate):as.factor(stratum)495",1.04597878178412,1.20682967538826,1.26730443114406
