"year","area.occupied","D75","D95","Gini"
"1970",4.744,1.574,5.32,0.910936683663673
"1971",6.6786,3.056,7.68,0.883420267394436
"1972",5.323,3.415,7.213,0.868210561577381
"1973",6.67375,5.007,9.013,0.826127039437383
"1974",6.72486666666667,2.291,9.207,0.867358516594014
"1975",2.87483333333333,2.533,3.796,0.920013538474237
"1976",4.90216666666667,3.838,6.717,0.838998666699346
"1977",6.22503333333333,4.258,7.176,0.827426665966656
"1978",5.248,1.042,1.275,0.947433654644596
"1979",8.08216666666667,5.629,11.282,0.795401768074428
"1980",5.3106,3.306,4.992,0.893720627470145
"1981",6.7692619047619,1.875,7.798,0.870817822070182
"1982",10.11125,5.912,15.537,0.772359886699743
"1983",8.90803333333333,2.291,7.909,0.870139320083411
"1984",7.92436666666667,8.096,12.789,0.764351947228895
"1985",8.71191666666667,3.732,9.12,0.852936550064973
"1986",6.614,3.27,9.336,0.876636506543747
"1987",6.1975,2.771,6.571,0.858006701997963
"1988",4.46623214285714,3.306,4.373,0.887967556378954
"1989",2.12258333333333,1.189,5.328,0.91415638936887
"1990",3.58556666666667,1.275,4.931,0.929404980424384
"1991",4.143,3.306,5.804,0.860698298131117
"1992",3.80628333333333,1.042,3.798,0.939523314962704
"1993",5.8111,3.124,6.549,0.846823120405112
"1994",7.36898333333333,1.042,8.57,0.89176223717288
"1995",10.6922285714286,2.917,6.549,0.869919461277452
"1996",6.7808,2.917,5.414,0.899494191087856
"1997",5.69136666666667,2.291,2.823,0.913757770696602
"1998",5.04681666666667,1.042,1.042,0.95464023808204
"1999",8.4824,3.303,11.435,0.872000255369843
"2000",8.32086666666667,3.306,5.414,0.879370702012295
"2001",4.0985,1.042,2.624,0.946388518501566
"2002",5.52601071428571,1.042,2.917,0.940671287506865
"2003",3.780525,1.189,4.218,0.91985942936873
"2004",5.5424,3.846,5.646,0.853780323899171
"2005",3.03333333333333,3.306,3.797,0.869313203488724
"2006",2.26896666666667,1.042,3.408,0.939557234801769
"2007",2.84716666666667,0.147,2.411,0.939766989226869
"2008",1.27360833333333,1.042,1.301,0.937461605978248
"2009",2.878275,0.724,3.135,0.956683392328683
"2010",2.61048333333333,2.264,2.264,0.909436467931793
"2011",2.1266,1.154,2.196,0.93699097880031
"2012",1.80225833333333,1.582,2.771,0.913485924644329
"2013",0.764,0.147,0.373,0.991820638311558
"2014",1.9882,2.264,3.846,0.899017553858149
"2015",1.46005,1.042,1.721,0.947535095130276
"2016",2.47699444444444,0.532,0.532,0.973004248499947
"2017",2.87785714285714,1.878,6.489,0.902059391337144
"2018",2.77634523809524,1.042,2.918,0.838668219622822
"2019",2.24436666666667,1.042,5.103,0.932585063131957
"2020",1.87366666666667,0.147,0.373,0.988588556731687
