"MISSION","SETNO","STRAT","YEAR","MONTH","DAY","SCIEN","FSHNO","FLEN","CLEN","FWT","pred.wgt","condition"
"ATC1970176",7,"456",1970,7,21,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,10,1,NA,2.05699141992494,NA
"ATC1970176",8,"456",1970,7,21,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,12,1,NA,2.91902398126993,NA
"ATC1970176",34,"450",1970,7,24,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,8,1,NA,1.34027270124463,NA
"ATC1970176",46,"449",1970,7,26,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,12,1,NA,2.91902398126993,NA
"ATC1970176",69,"442",1970,7,30,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,13,1,NA,3.40385375926724,NA
"ATC1971188",3,"492",1971,6,29,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,11,1,NA,2.4699861142144,NA
"ATC1971188",9,"491",1971,6,30,"ASPIDOPHOROIDES MONOPTERYGIUS",1,10,1,25,2.05699141992494,12.1536724741964
"ATC1971189",53,"443",1971,7,19,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,14,1,NA,3.92424590515164,NA
"ATC1972201",31,"449",1972,7,10,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,10,1,NA,2.05699141992494,NA
"ATC1972201",33,"447",1972,7,10,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,11,1,NA,2.4699861142144,NA
"ATC1972201",46,"456",1972,7,12,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,12,1,NA,2.91902398126993,NA
"ATC1972201",56,"459",1972,7,13,"ASPIDOPHOROIDES MONOPTERYGIUS",1,14,1,10,3.92424590515164,2.54826028788672
"ATC1972201",64,"445",1972,7,14,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,18,1,NA,6.35743829991935,NA
"ATC1973213",10,"457",1973,7,25,"ASPIDOPHOROIDES MONOPTERYGIUS",1,21,1,50,8.54674417743527,5.85018095335154
"ATC1974225",1,"492",1974,7,9,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,9,1,NA,1.68031722585734,NA
"ATC1974225",1,"492",1974,7,9,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,12,1,NA,2.91902398126993,NA
"ATC1974225",1,"492",1974,7,9,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,5,1,NA,0.543677807519498,NA
"ATC1974225",2,"492",1974,7,9,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,10,1,NA,2.05699141992494,NA
"ATC1974225",2,"492",1974,7,9,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,13,1,NA,3.40385375926724,NA
"ATC1974225",11,"490",1974,7,10,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,6,1,NA,0.77151928922075,NA
"ATC1974225",11,"490",1974,7,10,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,11,1,NA,2.4699861142144,NA
"ATC1974225",29,"480",1974,7,12,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,10,1,NA,2.05699141992494,NA
"ATC1974225",29,"480",1974,7,12,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,9,1,NA,1.68031722585734,NA
"ATC1974225",29,"480",1974,7,12,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,7,1,NA,1.03720676188239,NA
"ATC1974225",38,"481",1974,7,14,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,11,1,NA,2.4699861142144,NA
"ATC1974225",38,"481",1974,7,14,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,7,1,NA,1.03720676188239,NA
"ATC1974225",38,"481",1974,7,14,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,10,1,NA,2.05699141992494,NA
"ATC1974226",41,"444",1974,7,28,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,5,1,NA,0.543677807519498,NA
"ATC1974226",51,"443",1974,7,30,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,20,1,NA,7.78257571510878,NA
"ATC1975236",14,"490",1975,7,16,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,10,1,NA,2.05699141992494,NA
"ATC1978279",10,"491",1978,7,10,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,10,1,NA,2.05699141992494,NA
"ATC1979293",66,"442",1979,7,27,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,20,1,NA,7.78257571510878,NA
"ATC1979293",66,"442",1979,7,27,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,23,1,NA,10.1776080765168,NA
"HAM1981060",37,"448",1981,7,20,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,11,1,NA,2.4699861142144,NA
"HAM1982080",40,"480",1982,7,14,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,11,1,NA,2.4699861142144,NA
"HAM1982080",51,"485",1982,7,15,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,10,1,NA,2.05699141992494,NA
"HAM1982080",66,"491",1982,7,16,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,12,1,NA,2.91902398126993,NA
"HAM1982080",67,"490",1982,7,16,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,7,1,NA,1.03720676188239,NA
"HAM1982080",67,"490",1982,7,16,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,14,1,NA,3.92424590515164,NA
"HAM1982080",68,"490",1982,7,16,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,7,1,NA,1.03720676188239,NA
"HAM1982081",54,"443",1982,7,27,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,16,1,NA,5.07088832519792,NA
"HAM1982081",54,"443",1982,7,27,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,17,1,NA,5.69676132155038,NA
"HAM1982081",56,"443",1982,7,27,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,15,1,NA,4.4799892428246,NA
"HAM1982081",68,"441",1982,7,28,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,15,1,NA,4.4799892428246,NA
"HAM1982081",68,"441",1982,7,28,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,13,1,NA,3.40385375926724,NA
"HAM1982081",69,"442",1982,7,28,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,12,1,NA,2.91902398126993,NA
"HAM1982081",76,"445",1982,7,29,"ASPIDOPHOROIDES MONOPTERYGIUS",1,20,1,50,7.78257571510878,6.42460823129957
"HAM1982081",77,"459",1982,7,30,"ASPIDOPHOROIDES MONOPTERYGIUS",NA,17,1,NA,5.69676132155038,NA
